Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
D11	d-Amino Valeric Acid		0.375		0958	PM2A	3/7/16					
D12	Butyric Acid		0.442		0958	PM2A	3/7/16					
E1	Capric Acid		0.281		0958	PM2A	3/7/16					
E2	Caproic Acid		0.315		0958	PM2A	3/7/16					
E3	Citraconic Acid		0.549		0958	PM2A	3/7/16					
E4	Citramalic Acid		0.462		0958	PM2A	3/7/16					
E5	D-Glucosamine		0.345		0958	PM2A	3/7/16					
E6	2-Hydroxy Benzoic Acid		0.477		0958	PM2A	3/7/16					
E7	4-Hydroxy Benzoic Acid		0.417		0958	PM2A	3/7/16					
E8	b-Hydroxy Butyric Acid		0.502		0958	PM2A	3/7/16					
E9	g-Hydroxy Butyric Acid		0.365		0958	PM2A	3/7/16					
E10	a-Keto Valeric Acid		0.552		0958	PM2A	3/7/16					
E11	Itaconic Acid		0.601		0958	PM2A	3/7/16					
E12	5-Keto-D-Gluconic Acid		0.344		0958	PM2A	3/7/16					
F1	D-Lactic Acid Methyl Ester		0.26		0958	PM2A	3/7/16					
F2	Malonic Acid		0.454		0958	PM2A	3/7/16					
F3	Melibionic Acid		0.28		0958	PM2A	3/7/16					
F4	Oxalic Acid		0.394		0958	PM2A	3/7/16					
F5	Oxalomalic Acid		0.469		0958	PM2A	3/7/16					
F6	Quinic Acid		0.433		0958	PM2A	3/7/16					
F7	"D-Ribono-1,4-Lactone"		0.395		0958	PM2A	3/7/16					
F8	Sebacic Acid		0.434		0958	PM2A	3/7/16					
F9	Sorbic Acid		0.207		0958	PM2A	3/7/16					
F10	Succinamic Acid		0.4		0958	PM2A	3/7/16					
F11	D-Tartaric Acid		0.691		0958	PM2A	3/7/16					
F12	L-Tartaric Acid		0.427		0958	PM2A	3/7/16					
G1	Acetamide		0.322		0958	PM2A	3/7/16					
G2	L-Alaninamide		0.368		0958	PM2A	3/7/16					
G3	N-Acetyl-L-Glutamic Acid		0.415		0958	PM2A	3/7/16					
G4	L-Arginine		0.566		0958	PM2A	3/7/16					
G5	Glycine		0.445		0958	PM2A	3/7/16					
G6	L-Histidine		0.463		0958	PM2A	3/7/16					
G7	L-Homoserine		0.207		0958	PM2A	3/7/16					
G8	Hydroxy-L-Proline		0.66		0958	PM2A	3/7/16					
G9	L-Isoleucine		0.714		0958	PM2A	3/7/16					
G10	L-Leucine		0.471		0958	PM2A	3/7/16					
G11	L-Lysine		0.486		0958	PM2A	3/7/16					
G12	L-Methionine		0.388		0958	PM2A	3/7/16					
H1	L-Ornithine		0.527		0958	PM2A	3/7/16					
H2	Phenylalanine		0.277		0958	PM2A	3/7/16					
H3	L-Pyroglutamic Acid		0.389		0958	PM2A	3/7/16					
H4	L-Valine		0.438		0958	PM2A	3/7/16					
H5	"D,L-Carnitine"		0.426		0958	PM2A	3/7/16					
H6	Sec-Butylamine		0.5		0958	PM2A	3/7/16					
H7	"D,L-Octopamine"		0.435		0958	PM2A	3/7/16					
H8	Putrescine		0.501		0958	PM2A	3/7/16					
H9	Dihydroxy Acetone		0.233		0958	PM2A	3/7/16					
H10	"2,3-Butanediol"		0.412		0958	PM2A	3/7/16					
H11	"2,3-Butanone"		0.194		0958	PM2A	3/7/16					
H12	3-Hydroxy 2-Butanone		0.323		0958	PM2A	3/7/16					
A1	Negative Control		0.394		2170	PM2A	3/7/16					
A2	Chondroitin Sulfate C		0.335		2170	PM2A	3/7/16					
A3	a-Cyclodextrin		0.475		2170	PM2A	3/7/16					
A4	b-Cyclodextrin		0.447		2170	PM2A	3/7/16					
A5	g-Cyclodextrin		0.415		2170	PM2A	3/7/16					
A6	Dextrin		0.085		2170	PM2A	3/7/16					
A7	Gelatin		0.224		2170	PM2A	3/7/16					
A8	Glycogen		0.13		2170	PM2A	3/7/16					
A9	Inulin		0.33		2170	PM2A	3/7/16					
A10	Laminarin		0.271		2170	PM2A	3/7/16					
A11	Mannan		0.092		2170	PM2A	3/7/16					
A12	Pectin		0.267		2170	PM2A	3/7/16					
B1	N-Acetyl-D-Galactosamine		0.451		2170	PM2A	3/7/16					
B2	N-Acetyl-Neuraminic Acid		0.458		2170	PM2A	3/7/16					
B3	b-D-Allose		0.469		2170	PM2A	3/7/16					
B4	Amygdalin		0.366		2170	PM2A	3/7/16					
B5	D-Arabinose		0.462		2170	PM2A	3/7/16					
B6	D-Arabitol		0.481		2170	PM2A	3/7/16					
B7	L-Arabitol		0.374		2170	PM2A	3/7/16					
B8	Arbutin		0.416		2170	PM2A	3/7/16					
B9	2-Deoxy-D-Ribose		0.238		2170	PM2A	3/7/16					
B10	I-Erythritol		0.339		2170	PM2A	3/7/16					
B11	D-Fucose		0.414		2170	PM2A	3/7/16					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.376		2170	PM2A	3/7/16					
C1	Gentiobiose		0.46		2170	PM2A	3/7/16					
C2	L-Glucose		0.515		2170	PM2A	3/7/16					
C3	Lactitol		0.456		2170	PM2A	3/7/16					
C4	D-Melezitose		0.419		2170	PM2A	3/7/16					
C5	Maltitol		0.434		2170	PM2A	3/7/16					
C6	a-Methyl-D-Glucoside		0.446		2170	PM2A	3/7/16					
C7	b-Methyl-D-Gactoside		0.381		2170	PM2A	3/7/16					
C8	3-Methyl-Glucose		0.469		2170	PM2A	3/7/16					
C9	b-Methyl-D-Glucuronic Acid		0.303		2170	PM2A	3/7/16					
C10	a-Methyl-D-Mannoside		0.364		2170	PM2A	3/7/16					
C11	b-Methyl-D-Xyloside		0.375		2170	PM2A	3/7/16					
C12	Palatinose		0.4		2170	PM2A	3/7/16					
D1	D-Raffinose		0.446		2170	PM2A	3/7/16					
D2	Salicin		0.393		2170	PM2A	3/7/16					
D3	Sedoheptulosa		0.373		2170	PM2A	3/7/16					
D4	L-Sorbose		0.394		2170	PM2A	3/7/16					
D5	Stachyose		0.41		2170	PM2A	3/7/16					
D6	D-Tagatose		0.389		2170	PM2A	3/7/16					
D7	Turanose		0.395		2170	PM2A	3/7/16					
D8	Xylitol		0.412		2170	PM2A	3/7/16					
D9	N-Acetyl-D-Glucosaminatol		0.329		2170	PM2A	3/7/16					
D10	g-Amino Butyric Acid		0.339		2170	PM2A	3/7/16					
D11	d-Amino Valeric Acid		0.319		2170	PM2A	3/7/16					
D12	Butyric Acid		0.577		2170	PM2A	3/7/16					
E1	Capric Acid		0.374		2170	PM2A	3/7/16					
E2	Caproic Acid		0.385		2170	PM2A	3/7/16					
E3	Citraconic Acid		0.536		2170	PM2A	3/7/16					
E4	Citramalic Acid		0.526		2170	PM2A	3/7/16					
E5	D-Glucosamine		0.355		2170	PM2A	3/7/16					
E6	2-Hydroxy Benzoic Acid		0.55		2170	PM2A	3/7/16					
E7	4-Hydroxy Benzoic Acid		0.466		2170	PM2A	3/7/16					
E8	b-Hydroxy Butyric Acid		0.449		2170	PM2A	3/7/16					
E9	g-Hydroxy Butyric Acid		0.378		2170	PM2A	3/7/16					
E10	a-Keto Valeric Acid		0.542		2170	PM2A	3/7/16					
E11	Itaconic Acid		0.558		2170	PM2A	3/7/16					
E12	5-Keto-D-Gluconic Acid		0.427		2170	PM2A	3/7/16					
F1	D-Lactic Acid Methyl Ester		0.343		2170	PM2A	3/7/16					
F2	Malonic Acid		0.535		2170	PM2A	3/7/16					
F3	Melibionic Acid		0.312		2170	PM2A	3/7/16					
F4	Oxalic Acid		0.38		2170	PM2A	3/7/16					
F5	Oxalomalic Acid		0.474		2170	PM2A	3/7/16					
F6	Quinic Acid		0.387		2170	PM2A	3/7/16					
F7	"D-Ribono-1,4-Lactone"		0.367		2170	PM2A	3/7/16					
F8	Sebacic Acid		0.439		2170	PM2A	3/7/16					
F9	Sorbic Acid		0.289		2170	PM2A	3/7/16					
F10	Succinamic Acid		0.373		2170	PM2A	3/7/16					
F11	D-Tartaric Acid		0.616		2170	PM2A	3/7/16					
F12	L-Tartaric Acid		0.485		2170	PM2A	3/7/16					
G1	Acetamide		0.399		2170	PM2A	3/7/16					
G2	L-Alaninamide		0.449		2170	PM2A	3/7/16					
G3	N-Acetyl-L-Glutamic Acid		0.448		2170	PM2A	3/7/16					
G4	L-Arginine		0.577		2170	PM2A	3/7/16					
G5	Glycine		0.316		2170	PM2A	3/7/16					
G6	L-Histidine		0.438		2170	PM2A	3/7/16					
G7	L-Homoserine		0.158		2170	PM2A	3/7/16					
G8	Hydroxy-L-Proline		0.512		2170	PM2A	3/7/16					
G9	L-Isoleucine		0.583		2170	PM2A	3/7/16					
G10	L-Leucine		0.448		2170	PM2A	3/7/16					
G11	L-Lysine		0.392		2170	PM2A	3/7/16					
G12	L-Methionine		0.399		2170	PM2A	3/7/16					
H1	L-Ornithine		0.56		2170	PM2A	3/7/16					
H2	Phenylalanine		0.361		2170	PM2A	3/7/16					
H3	L-Pyroglutamic Acid		0.384		2170	PM2A	3/7/16					
H4	L-Valine		0.5		2170	PM2A	3/7/16					
H5	"D,L-Carnitine"		0.435		2170	PM2A	3/7/16					
H6	Sec-Butylamine		0.451		2170	PM2A	3/7/16					
H7	"D,L-Octopamine"		0.426		2170	PM2A	3/7/16					
H8	Putrescine		0.436		2170	PM2A	3/7/16					
H9	Dihydroxy Acetone		0.421		2170	PM2A	3/7/16					
H10	"2,3-Butanediol"		0.375		2170	PM2A	3/7/16					
H11	"2,3-Butanone"		0.292		2170	PM2A	3/7/16					
H12	3-Hydroxy 2-Butanone		0.382		2170	PM2A	3/7/16					
A1	Negative Control		0.298		2176	PM2A	3/7/16					
A2	Chondroitin Sulfate C		0.324		2176	PM2A	3/7/16					
A3	a-Cyclodextrin		0.299		2176	PM2A	3/7/16					
A4	b-Cyclodextrin		0.311		2176	PM2A	3/7/16					
A5	g-Cyclodextrin		0.348		2176	PM2A	3/7/16					
A6	Dextrin		0.092		2176	PM2A	3/7/16					
A7	Gelatin		0.257		2176	PM2A	3/7/16					
A8	Glycogen		0.163		2176	PM2A	3/7/16					
A9	Inulin		0.279		2176	PM2A	3/7/16					
A10	Laminarin		0.273		2176	PM2A	3/7/16					
A11	Mannan		0.104		2176	PM2A	3/7/16					
A12	Pectin		0.317		2176	PM2A	3/7/16					
B1	N-Acetyl-D-Galactosamine		0.736		2176	PM2A	3/7/16					
B2	N-Acetyl-Neuraminic Acid		0.346		2176	PM2A	3/7/16					
B3	b-D-Allose		0.346		2176	PM2A	3/7/16					
B4	Amygdalin		0.331		2176	PM2A	3/7/16					
B5	D-Arabinose		0.379		2176	PM2A	3/7/16					
B6	D-Arabitol		0.487		2176	PM2A	3/7/16					
B7	L-Arabitol		0.311		2176	PM2A	3/7/16					
B8	Arbutin		0.266		2176	PM2A	3/7/16					
B9	2-Deoxy-D-Ribose		0.269		2176	PM2A	3/7/16					
B10	I-Erythritol		0.329		2176	PM2A	3/7/16					
B11	D-Fucose		0.285		2176	PM2A	3/7/16					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.354		2176	PM2A	3/7/16					
C1	Gentiobiose		0.314		2176	PM2A	3/7/16					
C2	L-Glucose		0.343		2176	PM2A	3/7/16					
C3	Lactitol		0.296		2176	PM2A	3/7/16					
C4	D-Melezitose		0.317		2176	PM2A	3/7/16					
C5	Maltitol		0.328		2176	PM2A	3/7/16					
C6	a-Methyl-D-Glucoside		0.322		2176	PM2A	3/7/16					
C7	b-Methyl-D-Gactoside		0.321		2176	PM2A	3/7/16					
C8	3-Methyl-Glucose		0.394		2176	PM2A	3/7/16					
C9	b-Methyl-D-Glucuronic Acid		0.292		2176	PM2A	3/7/16					
C10	a-Methyl-D-Mannoside		0.322		2176	PM2A	3/7/16					
C11	b-Methyl-D-Xyloside		0.29		2176	PM2A	3/7/16					
C12	Palatinose		0.368		2176	PM2A	3/7/16					
D1	D-Raffinose		0.329		2176	PM2A	3/7/16					
D2	Salicin		0.305		2176	PM2A	3/7/16					
D3	Sedoheptulosa		0.309		2176	PM2A	3/7/16					
D4	L-Sorbose		0.303		2176	PM2A	3/7/16					
D5	Stachyose		0.325		2176	PM2A	3/7/16					
D6	D-Tagatose		0.274		2176	PM2A	3/7/16					
D7	Turanose		0.341		2176	PM2A	3/7/16					
D8	Xylitol		0.311		2176	PM2A	3/7/16					
D9	N-Acetyl-D-Glucosaminatol		0.312		2176	PM2A	3/7/16					
D10	g-Amino Butyric Acid		0.409		2176	PM2A	3/7/16					
D11	d-Amino Valeric Acid		0.303		2176	PM2A	3/7/16					
D12	Butyric Acid		0.639		2176	PM2A	3/7/16					
E1	Capric Acid		0.356		2176	PM2A	3/7/16					
E2	Caproic Acid		0.344		2176	PM2A	3/7/16					
E3	Citraconic Acid		0.475		2176	PM2A	3/7/16					
E4	Citramalic Acid		0.361		2176	PM2A	3/7/16					
E5	D-Glucosamine		0.272		2176	PM2A	3/7/16					
E6	2-Hydroxy Benzoic Acid		0.504		2176	PM2A	3/7/16					
E7	4-Hydroxy Benzoic Acid		0.361		2176	PM2A	3/7/16					
E8	b-Hydroxy Butyric Acid		0.467		2176	PM2A	3/7/16					
E9	g-Hydroxy Butyric Acid		0.355		2176	PM2A	3/7/16					
E10	a-Keto Valeric Acid		0.536		2176	PM2A	3/7/16					
E11	Itaconic Acid		0.477		2176	PM2A	3/7/16					
E12	5-Keto-D-Gluconic Acid		0.327		2176	PM2A	3/7/16					
F1	D-Lactic Acid Methyl Ester		0.26		2176	PM2A	3/7/16					
F2	Malonic Acid		0.33		2176	PM2A	3/7/16					
F3	Melibionic Acid		0.204		2176	PM2A	3/7/16					
F4	Oxalic Acid		0.325		2176	PM2A	3/7/16					
F5	Oxalomalic Acid		0.364		2176	PM2A	3/7/16					
F6	Quinic Acid		0.34		2176	PM2A	3/7/16					
F7	"D-Ribono-1,4-Lactone"		0.276		2176	PM2A	3/7/16					
F8	Sebacic Acid		0.339		2176	PM2A	3/7/16					
F9	Sorbic Acid		0.284		2176	PM2A	3/7/16					
F10	Succinamic Acid		0.334		2176	PM2A	3/7/16					
F11	D-Tartaric Acid		0.496		2176	PM2A	3/7/16					
F12	L-Tartaric Acid		0.431		2176	PM2A	3/7/16					
G1	Acetamide		0.307		2176	PM2A	3/7/16					
G2	L-Alaninamide		0.254		2176	PM2A	3/7/16					
G3	N-Acetyl-L-Glutamic Acid		0.293		2176	PM2A	3/7/16					
G4	L-Arginine		0.466		2176	PM2A	3/7/16					
G5	Glycine		0.294		2176	PM2A	3/7/16					
G6	L-Histidine		0.406		2176	PM2A	3/7/16					
G7	L-Homoserine		0.194		2176	PM2A	3/7/16					
G8	Hydroxy-L-Proline		0.482		2176	PM2A	3/7/16					
G9	L-Isoleucine		0.522		2176	PM2A	3/7/16					
G10	L-Leucine		0.39		2176	PM2A	3/7/16					
G11	L-Lysine		0.432		2176	PM2A	3/7/16					
G12	L-Methionine		0.416		2176	PM2A	3/7/16					
H1	L-Ornithine		0.517		2176	PM2A	3/7/16					
H2	Phenylalanine		0.27		2176	PM2A	3/7/16					
H3	L-Pyroglutamic Acid		0.401		2176	PM2A	3/7/16					
H4	L-Valine		0.393		2176	PM2A	3/7/16					
H5	"D,L-Carnitine"		0.377		2176	PM2A	3/7/16					
H6	Sec-Butylamine		0.382		2176	PM2A	3/7/16					
H7	"D,L-Octopamine"		0.338		2176	PM2A	3/7/16					
H8	Putrescine		0.341		2176	PM2A	3/7/16					
H9	Dihydroxy Acetone		0.416		2176	PM2A	3/7/16					
H10	"2,3-Butanediol"		0.355		2176	PM2A	3/7/16					
H11	"2,3-Butanone"		0.267		2176	PM2A	3/7/16					
H12	3-Hydroxy 2-Butanone		0.332		2176	PM2A	3/7/16					
A1	Negative Control		0.331		5255	PM2A	3/7/16					
A2	Chondroitin Sulfate C		0.299		5255	PM2A	3/7/16					
A3	a-Cyclodextrin		0.376		5255	PM2A	3/7/16					
A4	b-Cyclodextrin		0.336		5255	PM2A	3/7/16					
A5	g-Cyclodextrin		0.308		5255	PM2A	3/7/16					
A6	Dextrin		0.09		5255	PM2A	3/7/16					
A7	Gelatin		0.196		5255	PM2A	3/7/16					
A8	Glycogen		0.12		5255	PM2A	3/7/16					
A9	Inulin		0.273		5255	PM2A	3/7/16					
A10	Laminarin		0.243		5255	PM2A	3/7/16					
A11	Mannan		0.088		5255	PM2A	3/7/16					
A12	Pectin		0.251		5255	PM2A	3/7/16					
B1	N-Acetyl-D-Galactosamine		0.363		5255	PM2A	3/7/16					
B2	N-Acetyl-Neuraminic Acid		0.387		5255	PM2A	3/7/16					
B3	b-D-Allose		0.334		5255	PM2A	3/7/16					
B4	Amygdalin		0.236		5255	PM2A	3/7/16					
B5	D-Arabinose		0.302		5255	PM2A	3/7/16					
B6	D-Arabitol		0.41		5255	PM2A	3/7/16					
B7	L-Arabitol		0.358		5255	PM2A	3/7/16					
B8	Arbutin		0.286		5255	PM2A	3/7/16					
B9	2-Deoxy-D-Ribose		0.19		5255	PM2A	3/7/16					
B10	I-Erythritol		0.311		5255	PM2A	3/7/16					
B11	D-Fucose		0.359		5255	PM2A	3/7/16					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.297		5255	PM2A	3/7/16					
C1	Gentiobiose		0.315		5255	PM2A	3/7/16					
C2	L-Glucose		0.391		5255	PM2A	3/7/16					
C3	Lactitol		0.308		5255	PM2A	3/7/16					
C4	D-Melezitose		0.299		5255	PM2A	3/7/16					
C5	Maltitol		0.305		5255	PM2A	3/7/16					
C6	a-Methyl-D-Glucoside		0.309		5255	PM2A	3/7/16					
C7	b-Methyl-D-Gactoside		0.368		5255	PM2A	3/7/16					
C8	3-Methyl-Glucose		0.291		5255	PM2A	3/7/16					
C9	b-Methyl-D-Glucuronic Acid		0.306		5255	PM2A	3/7/16					
C10	a-Methyl-D-Mannoside		0.32		5255	PM2A	3/7/16					
C11	b-Methyl-D-Xyloside		0.343		5255	PM2A	3/7/16					
C12	Palatinose		0.353		5255	PM2A	3/7/16					
D1	D-Raffinose		0.307		5255	PM2A	3/7/16					
D2	Salicin		0.312		5255	PM2A	3/7/16					
D3	Sedoheptulosa		0.306		5255	PM2A	3/7/16					
D4	L-Sorbose		0.285		5255	PM2A	3/7/16					
D5	Stachyose		0.296		5255	PM2A	3/7/16					
D6	D-Tagatose		0.233		5255	PM2A	3/7/16					
D7	Turanose		0.345		5255	PM2A	3/7/16					
D8	Xylitol		0.278		5255	PM2A	3/7/16					
D9	N-Acetyl-D-Glucosaminatol		0.27		5255	PM2A	3/7/16					
D10	g-Amino Butyric Acid		0.329		5255	PM2A	3/7/16					
D11	d-Amino Valeric Acid		0.285		5255	PM2A	3/7/16					
D12	Butyric Acid		0.53		5255	PM2A	3/7/16					
E1	Capric Acid		0.317		5255	PM2A	3/7/16					
E2	Caproic Acid		0.335		5255	PM2A	3/7/16					
E3	Citraconic Acid		0.463		5255	PM2A	3/7/16					
E4	Citramalic Acid		0.348		5255	PM2A	3/7/16					
E5	D-Glucosamine		0.195		5255	PM2A	3/7/16					
E6	2-Hydroxy Benzoic Acid		0.355		5255	PM2A	3/7/16					
E7	4-Hydroxy Benzoic Acid		0.318		5255	PM2A	3/7/16					
E8	b-Hydroxy Butyric Acid		0.308		5255	PM2A	3/7/16					
E9	g-Hydroxy Butyric Acid		0.286		5255	PM2A	3/7/16					
E10	a-Keto Valeric Acid		0.441		5255	PM2A	3/7/16					
E11	Itaconic Acid		0.472		5255	PM2A	3/7/16					
E12	5-Keto-D-Gluconic Acid		0.335		5255	PM2A	3/7/16					
F1	D-Lactic Acid Methyl Ester		0.264		5255	PM2A	3/7/16					
F2	Malonic Acid		0.394		5255	PM2A	3/7/16					
F3	Melibionic Acid		0.206		5255	PM2A	3/7/16					
F4	Oxalic Acid		0.289		5255	PM2A	3/7/16					
F5	Oxalomalic Acid		0.354		5255	PM2A	3/7/16					
F6	Quinic Acid		0.285		5255	PM2A	3/7/16					
F7	"D-Ribono-1,4-Lactone"		0.292		5255	PM2A	3/7/16					
F8	Sebacic Acid		0.357		5255	PM2A	3/7/16					
F9	Sorbic Acid		0.249		5255	PM2A	3/7/16					
F10	Succinamic Acid		0.288		5255	PM2A	3/7/16					
F11	D-Tartaric Acid		0.464		5255	PM2A	3/7/16					
F12	L-Tartaric Acid		0.399		5255	PM2A	3/7/16					
G1	Acetamide		0.286		5255	PM2A	3/7/16					
G2	L-Alaninamide		0.275		5255	PM2A	3/7/16					
G3	N-Acetyl-L-Glutamic Acid		0.309		5255	PM2A	3/7/16					
G4	L-Arginine		0.451		5255	PM2A	3/7/16					
G5	Glycine		0.286		5255	PM2A	3/7/16					
G6	L-Histidine		0.35		5255	PM2A	3/7/16					
G7	L-Homoserine		0.119		5255	PM2A	3/7/16					
G8	Hydroxy-L-Proline		0.43		5255	PM2A	3/7/16					
G9	L-Isoleucine		0.502		5255	PM2A	3/7/16					
G10	L-Leucine		0.332		5255	PM2A	3/7/16					
G11	L-Lysine		0.364		5255	PM2A	3/7/16					
G12	L-Methionine		0.354		5255	PM2A	3/7/16					
H1	L-Ornithine		0.513		5255	PM2A	3/7/16					
H2	Phenylalanine		0.286		5255	PM2A	3/7/16					
H3	L-Pyroglutamic Acid		0.379		5255	PM2A	3/7/16					
H4	L-Valine		0.411		5255	PM2A	3/7/16					
H5	"D,L-Carnitine"		0.294		5255	PM2A	3/7/16					
H6	Sec-Butylamine		0.357		5255	PM2A	3/7/16					
H7	"D,L-Octopamine"		0.394		5255	PM2A	3/7/16					
H8	Putrescine		0.337		5255	PM2A	3/7/16					
H9	Dihydroxy Acetone		0.318		5255	PM2A	3/7/16					
H10	"2,3-Butanediol"		0.375		5255	PM2A	3/7/16					
H11	"2,3-Butanone"		0.236		5255	PM2A	3/7/16					
H12	3-Hydroxy 2-Butanone		0.352		5255	PM2A	3/7/16					
