Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
F4	D-Threonine		0.563		0958	PM1	3/7/16					
F5	Fumaric Acid		0.524		0958	PM1	3/7/16					
F6	Bromo Succinic Acid		0.573		0958	PM1	3/7/16					
F7	Propionic Acid		0.56		0958	PM1	3/7/16					
F8	Mucic Acid		0.409		0958	PM1	3/7/16					
F9	Glycolic Acid		0.472		0958	PM1	3/7/16					
F10	Glyoxylic Acid		0.604		0958	PM1	3/7/16					
F11	D-Cellobiose		0.449		0958	PM1	3/7/16					
F12	Inosine		0.462		0958	PM1	3/7/16					
G1	Glycil-L-Glutamic Acid		0.38		0958	PM1	3/7/16					
G2	Tricarballylic Acid		0.464		0958	PM1	3/7/16					
G3	L-Serine		0.601		0958	PM1	3/7/16					
G4	L-Threonine		0.606		0958	PM1	3/7/16					
G5	L-Alanine		0.464		0958	PM1	3/7/16					
G6	L-Alanyl-Glycine		0.457		0958	PM1	3/7/16					
G7	Acetoacetic Acid		0.377		0958	PM1	3/7/16					
G8	N-Acetyl-b-D-Mannosamine		0.458		0958	PM1	3/7/16					
G9	Mono Methyl Succinate		0.505		0958	PM1	3/7/16					
G10	Methyl Pyruvate		0.337		0958	PM1	3/7/16					
G11	D-Malic Acid		0.649		0958	PM1	3/7/16					
G12	L-Malic Acid		0.659		0958	PM1	3/7/16					
H1	Glycil-L-Proline		0.209		0958	PM1	3/7/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.34		0958	PM1	3/7/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.348		0958	PM1	3/7/16					
H4	Tyramine		0.527		0958	PM1	3/7/16					
H5	D-Psicose		0.367		0958	PM1	3/7/16					
H6	L-Lyxose		0.389		0958	PM1	3/7/16					
H7	Glucuronamide		0.265		0958	PM1	3/7/16					
H8	Pyruvic Acid		0.437		0958	PM1	3/7/16					
H9	L-Galactonic Acid-g-Lactone		0.402		0958	PM1	3/7/16					
H10	D-Galacturonic Acid		0.464		0958	PM1	3/7/16					
H11	Phenylethyl-amine		0.412		0958	PM1	3/7/16					
H12	2-Aminoethanol		0.571		0958	PM1	3/7/16					
A1	Negative Control		0.362		2170	PM1	3/7/16					
A2	L-Arabinose		0.457		2170	PM1	3/7/16					
A3	N-Acetyl-D-Glucosamine		0.356		2170	PM1	3/7/16					
A4	D-Saccharic Acid		0.492		2170	PM1	3/7/16					
A5	Succinic Acid		0.411		2170	PM1	3/7/16					
A6	D-Galactose		0.408		2170	PM1	3/7/16					
A7	L-Aspartic Acid		0.439		2170	PM1	3/7/16					
A8	L-Proline		0.309		2170	PM1	3/7/16					
A9	D-Alanine		0.316		2170	PM1	3/7/16					
A10	D-Trehalose		0.33		2170	PM1	3/7/16					
A11	D-Mannose		0.445		2170	PM1	3/7/16					
A12	Dulcitol		0.311		2170	PM1	3/7/16					
B1	D-Serine		0.222		2170	PM1	3/7/16					
B2	D-Sorbitol		0.381		2170	PM1	3/7/16					
B3	Glycerol		0.31		2170	PM1	3/7/16					
B4	L-Fucose		0.356		2170	PM1	3/7/16					
B5	D-Glucuronic Acid		0.395		2170	PM1	3/7/16					
B6	D-Gluconic Acid		0.437		2170	PM1	3/7/16					
B7	"D,L-a-Glycerol-Phosphate"		0.344		2170	PM1	3/7/16					
B8	D-Xylose		0.436		2170	PM1	3/7/16					
B9	L-Lactic Acid		0.364		2170	PM1	3/7/16					
B10	Formic Acid		0.348		2170	PM1	3/7/16					
B11	D-Mannitol		0.451		2170	PM1	3/7/16					
B12	L-Glutamic Acid		0.411		2170	PM1	3/7/16					
C1	D-Glucose-6-Phosphate		0.393		2170	PM1	3/7/16					
C2	D-Galactonic Acid-g-Lactone		0.376		2170	PM1	3/7/16					
C3	"D,L-Malic Acid"		0.388		2170	PM1	3/7/16					
C4	D-Ribose		0.406		2170	PM1	3/7/16					
C5	Tween 20		0.018		2170	PM1	3/7/16					
C6	L-Rhamnose		0.326		2170	PM1	3/7/16					
C7	D-Fructose		0.327		2170	PM1	3/7/16					
C8	Acetic Acid		0.408		2170	PM1	3/7/16					
C9	a-D-Glucose		0.453		2170	PM1	3/7/16					
C10	Maltose		0.322		2170	PM1	3/7/16					
C11	D-Melibiose		0.339		2170	PM1	3/7/16					
C12	Thymidine		0.344		2170	PM1	3/7/16					
D1	L-Asparagine		0.4		2170	PM1	3/7/16					
D2	D-Aspartic Acid		0.421		2170	PM1	3/7/16					
D3	D-Glucosaminic Acid		0.504		2170	PM1	3/7/16					
D4	"1,2-Propanediol"		0.315		2170	PM1	3/7/16					
D5	Tween 40		0.021		2170	PM1	3/7/16					
D6	a-Keto-Glutaric Acid		0.31		2170	PM1	3/7/16					
D7	a-Keto-Butyric Acid		0.55		2170	PM1	3/7/16					
D8	a-Methyl-D-Galactoside		0.284		2170	PM1	3/7/16					
D9	a-D-Lactose		0.324		2170	PM1	3/7/16					
D10	Lactulose		0.316		2170	PM1	3/7/16					
D11	Sucrose		0.336		2170	PM1	3/7/16					
D12	Uridine		0.26		2170	PM1	3/7/16					
E1	L-Glutamine		0.498		2170	PM1	3/7/16					
E2	M-Tartaric Acid		0.659		2170	PM1	3/7/16					
E3	D-Glucose-1-Phosphate		0.403		2170	PM1	3/7/16					
E4	D-Fructose-6-Phosphate		0.34		2170	PM1	3/7/16					
E5	Tween 80		0.018		2170	PM1	3/7/16					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.351		2170	PM1	3/7/16					
E7	a-Hydroxy Butyric Acid		0.595		2170	PM1	3/7/16					
E8	b-Methyl-D-Glucoside		0.293		2170	PM1	3/7/16					
E9	Adonitol		0.326		2170	PM1	3/7/16					
E10	Maltotriose		0.324		2170	PM1	3/7/16					
E11	2-Deoxy Adenosine		0.318		2170	PM1	3/7/16					
E12	Adenosine		0.187		2170	PM1	3/7/16					
F1	Glycil-L-Aspartic Acid		0.364		2170	PM1	3/7/16					
F2	Citric Acid		0.408		2170	PM1	3/7/16					
F3	M-Inositol		0.406		2170	PM1	3/7/16					
F4	D-Threonine		0.529		2170	PM1	3/7/16					
F5	Fumaric Acid		0.362		2170	PM1	3/7/16					
F6	Bromo Succinic Acid		0.36		2170	PM1	3/7/16					
F7	Propionic Acid		0.6		2170	PM1	3/7/16					
F8	Mucic Acid		0.246		2170	PM1	3/7/16					
F9	Glycolic Acid		0.411		2170	PM1	3/7/16					
F10	Glyoxylic Acid		0.436		2170	PM1	3/7/16					
F11	D-Cellobiose		0.363		2170	PM1	3/7/16					
F12	Inosine		0.252		2170	PM1	3/7/16					
G1	Glycil-L-Glutamic Acid		0.322		2170	PM1	3/7/16					
G2	Tricarballylic Acid		0.538		2170	PM1	3/7/16					
G3	L-Serine		0.569		2170	PM1	3/7/16					
G4	L-Threonine		0.464		2170	PM1	3/7/16					
G5	L-Alanine		0.381		2170	PM1	3/7/16					
G6	L-Alanyl-Glycine		0.283		2170	PM1	3/7/16					
G7	Acetoacetic Acid		0.315		2170	PM1	3/7/16					
G8	N-Acetyl-b-D-Mannosamine		0.345		2170	PM1	3/7/16					
G9	Mono Methyl Succinate		0.466		2170	PM1	3/7/16					
G10	Methyl Pyruvate		0.281		2170	PM1	3/7/16					
G11	D-Malic Acid		0.549		2170	PM1	3/7/16					
G12	L-Malic Acid		0.414		2170	PM1	3/7/16					
H1	Glycil-L-Proline		0.281		2170	PM1	3/7/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.407		2170	PM1	3/7/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.431		2170	PM1	3/7/16					
H4	Tyramine		0.416		2170	PM1	3/7/16					
H5	D-Psicose		0.342		2170	PM1	3/7/16					
H6	L-Lyxose		0.465		2170	PM1	3/7/16					
H7	Glucuronamide		0.261		2170	PM1	3/7/16					
H8	Pyruvic Acid		0.384		2170	PM1	3/7/16					
H9	L-Galactonic Acid-g-Lactone		0.424		2170	PM1	3/7/16					
H10	D-Galacturonic Acid		0.452		2170	PM1	3/7/16					
H11	Phenylethyl-amine		0.429		2170	PM1	3/7/16					
H12	2-Aminoethanol		0.456		2170	PM1	3/7/16					
A1	Negative Control		0.317		2176	PM1	3/7/16					
A2	L-Arabinose		0.385		2176	PM1	3/7/16					
A3	N-Acetyl-D-Glucosamine		0.295		2176	PM1	3/7/16					
A4	D-Saccharic Acid		0.484		2176	PM1	3/7/16					
A5	Succinic Acid		0.41		2176	PM1	3/7/16					
A6	D-Galactose		0.394		2176	PM1	3/7/16					
A7	L-Aspartic Acid		0.502		2176	PM1	3/7/16					
A8	L-Proline		0.383		2176	PM1	3/7/16					
A9	D-Alanine		0.336		2176	PM1	3/7/16					
A10	D-Trehalose		0.32		2176	PM1	3/7/16					
A11	D-Mannose		0.458		2176	PM1	3/7/16					
A12	Dulcitol		0.343		2176	PM1	3/7/16					
B1	D-Serine		0.184		2176	PM1	3/7/16					
B2	D-Sorbitol		0.291		2176	PM1	3/7/16					
B3	Glycerol		0.234		2176	PM1	3/7/16					
B4	L-Fucose		0.332		2176	PM1	3/7/16					
B5	D-Glucuronic Acid		0.285		2176	PM1	3/7/16					
B6	D-Gluconic Acid		0.468		2176	PM1	3/7/16					
B7	"D,L-a-Glycerol-Phosphate"		0.307		2176	PM1	3/7/16					
B8	D-Xylose		0.433		2176	PM1	3/7/16					
B9	L-Lactic Acid		0.396		2176	PM1	3/7/16					
B10	Formic Acid		0.382		2176	PM1	3/7/16					
B11	D-Mannitol		0.471		2176	PM1	3/7/16					
B12	L-Glutamic Acid		0.526		2176	PM1	3/7/16					
C1	D-Glucose-6-Phosphate		0.426		2176	PM1	3/7/16					
C2	D-Galactonic Acid-g-Lactone		0.355		2176	PM1	3/7/16					
C3	"D,L-Malic Acid"		0.443		2176	PM1	3/7/16					
C4	D-Ribose		0.379		2176	PM1	3/7/16					
C5	Tween 20		0.018		2176	PM1	3/7/16					
C6	L-Rhamnose		0.274		2176	PM1	3/7/16					
C7	D-Fructose		0.293		2176	PM1	3/7/16					
C8	Acetic Acid		0.466		2176	PM1	3/7/16					
C9	a-D-Glucose		0.462		2176	PM1	3/7/16					
C10	Maltose		0.298		2176	PM1	3/7/16					
C11	D-Melibiose		0.282		2176	PM1	3/7/16					
C12	Thymidine		0.408		2176	PM1	3/7/16					
D1	L-Asparagine		0.363		2176	PM1	3/7/16					
D2	D-Aspartic Acid		0.42		2176	PM1	3/7/16					
D3	D-Glucosaminic Acid		0.492		2176	PM1	3/7/16					
D4	"1,2-Propanediol"		0.279		2176	PM1	3/7/16					
D5	Tween 40		0.022		2176	PM1	3/7/16					
D6	a-Keto-Glutaric Acid		0.35		2176	PM1	3/7/16					
D7	a-Keto-Butyric Acid		0.568		2176	PM1	3/7/16					
D8	a-Methyl-D-Galactoside		0.256		2176	PM1	3/7/16					
D9	a-D-Lactose		0.283		2176	PM1	3/7/16					
D10	Lactulose		0.257		2176	PM1	3/7/16					
D11	Sucrose		0.247		2176	PM1	3/7/16					
D12	Uridine		0.263		2176	PM1	3/7/16					
E1	L-Glutamine		0.469		2176	PM1	3/7/16					
E2	M-Tartaric Acid		0.609		2176	PM1	3/7/16					
E3	D-Glucose-1-Phosphate		0.322		2176	PM1	3/7/16					
E4	D-Fructose-6-Phosphate		0.338		2176	PM1	3/7/16					
E5	Tween 80		0.017		2176	PM1	3/7/16					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.302		2176	PM1	3/7/16					
E7	a-Hydroxy Butyric Acid		0.601		2176	PM1	3/7/16					
E8	b-Methyl-D-Glucoside		0.283		2176	PM1	3/7/16					
E9	Adonitol		0.314		2176	PM1	3/7/16					
E10	Maltotriose		0.257		2176	PM1	3/7/16					
E11	2-Deoxy Adenosine		0.279		2176	PM1	3/7/16					
E12	Adenosine		0.16		2176	PM1	3/7/16					
F1	Glycil-L-Aspartic Acid		0.322		2176	PM1	3/7/16					
F2	Citric Acid		0.434		2176	PM1	3/7/16					
F3	M-Inositol		0.33		2176	PM1	3/7/16					
F4	D-Threonine		0.532		2176	PM1	3/7/16					
F5	Fumaric Acid		0.393		2176	PM1	3/7/16					
F6	Bromo Succinic Acid		0.382		2176	PM1	3/7/16					
F7	Propionic Acid		0.6		2176	PM1	3/7/16					
F8	Mucic Acid		0.244		2176	PM1	3/7/16					
F9	Glycolic Acid		0.311		2176	PM1	3/7/16					
F10	Glyoxylic Acid		0.304		2176	PM1	3/7/16					
F11	D-Cellobiose		0.235		2176	PM1	3/7/16					
F12	Inosine		0.243		2176	PM1	3/7/16					
G1	Glycil-L-Glutamic Acid		0.337		2176	PM1	3/7/16					
G2	Tricarballylic Acid		0.382		2176	PM1	3/7/16					
G3	L-Serine		0.537		2176	PM1	3/7/16					
G4	L-Threonine		0.458		2176	PM1	3/7/16					
G5	L-Alanine		0.461		2176	PM1	3/7/16					
G6	L-Alanyl-Glycine		0.27		2176	PM1	3/7/16					
G7	Acetoacetic Acid		0.317		2176	PM1	3/7/16					
G8	N-Acetyl-b-D-Mannosamine		0.24		2176	PM1	3/7/16					
G9	Mono Methyl Succinate		0.378		2176	PM1	3/7/16					
G10	Methyl Pyruvate		0.204		2176	PM1	3/7/16					
G11	D-Malic Acid		0.441		2176	PM1	3/7/16					
G12	L-Malic Acid		0.448		2176	PM1	3/7/16					
H1	Glycil-L-Proline		0.271		2176	PM1	3/7/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.326		2176	PM1	3/7/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.337		2176	PM1	3/7/16					
H4	Tyramine		0.436		2176	PM1	3/7/16					
H5	D-Psicose		0.25		2176	PM1	3/7/16					
H6	L-Lyxose		0.353		2176	PM1	3/7/16					
H7	Glucuronamide		0.25		2176	PM1	3/7/16					
H8	Pyruvic Acid		0.329		2176	PM1	3/7/16					
H9	L-Galactonic Acid-g-Lactone		0.325		2176	PM1	3/7/16					
H10	D-Galacturonic Acid		0.319		2176	PM1	3/7/16					
H11	Phenylethyl-amine		0.385		2176	PM1	3/7/16					
H12	2-Aminoethanol		0.417		2176	PM1	3/7/16					
A1	Negative Control		0.292		5255	PM1	3/7/16					
A2	L-Arabinose		0.389		5255	PM1	3/7/16					
A3	N-Acetyl-D-Glucosamine		0.234		5255	PM1	3/7/16					
A4	D-Saccharic Acid		0.366		5255	PM1	3/7/16					
A5	Succinic Acid		0.352		5255	PM1	3/7/16					
A6	D-Galactose		0.341		5255	PM1	3/7/16					
A7	L-Aspartic Acid		0.418		5255	PM1	3/7/16					
A8	L-Proline		0.346		5255	PM1	3/7/16					
A9	D-Alanine		0.256		5255	PM1	3/7/16					
A10	D-Trehalose		0.252		5255	PM1	3/7/16					
A11	D-Mannose		0.327		5255	PM1	3/7/16					
A12	Dulcitol		0.269		5255	PM1	3/7/16					
B1	D-Serine		0.133		5255	PM1	3/7/16					
B2	D-Sorbitol		0.299		5255	PM1	3/7/16					
B3	Glycerol		0.199		5255	PM1	3/7/16					
B4	L-Fucose		0.288		5255	PM1	3/7/16					
B5	D-Glucuronic Acid		0.255		5255	PM1	3/7/16					
B6	D-Gluconic Acid		0.368		5255	PM1	3/7/16					
B7	"D,L-a-Glycerol-Phosphate"		0.233		5255	PM1	3/7/16					
B8	D-Xylose		0.353		5255	PM1	3/7/16					
B9	L-Lactic Acid		0.306		5255	PM1	3/7/16					
B10	Formic Acid		0.281		5255	PM1	3/7/16					
B11	D-Mannitol		0.347		5255	PM1	3/7/16					
B12	L-Glutamic Acid		0.382		5255	PM1	3/7/16					
C1	D-Glucose-6-Phosphate		0.376		5255	PM1	3/7/16					
C2	D-Galactonic Acid-g-Lactone		0.344		5255	PM1	3/7/16					
C3	"D,L-Malic Acid"		0.337		5255	PM1	3/7/16					
C4	D-Ribose		0.319		5255	PM1	3/7/16					
C5	Tween 20		0.018		5255	PM1	3/7/16					
C6	L-Rhamnose		0.19		5255	PM1	3/7/16					
C7	D-Fructose		0.242		5255	PM1	3/7/16					
C8	Acetic Acid		0.326		5255	PM1	3/7/16					
C9	a-D-Glucose		0.353		5255	PM1	3/7/16					
C10	Maltose		0.21		5255	PM1	3/7/16					
C11	D-Melibiose		0.227		5255	PM1	3/7/16					
C12	Thymidine		0.275		5255	PM1	3/7/16					
D1	L-Asparagine		0.296		5255	PM1	3/7/16					
D2	D-Aspartic Acid		0.294		5255	PM1	3/7/16					
D3	D-Glucosaminic Acid		0.431		5255	PM1	3/7/16					
D4	"1,2-Propanediol"		0.206		5255	PM1	3/7/16					
D5	Tween 40		0.016		5255	PM1	3/7/16					
D6	a-Keto-Glutaric Acid		0.276		5255	PM1	3/7/16					
D7	a-Keto-Butyric Acid		0.429		5255	PM1	3/7/16					
D8	a-Methyl-D-Galactoside		0.235		5255	PM1	3/7/16					
D9	a-D-Lactose		0.211		5255	PM1	3/7/16					
D10	Lactulose		0.213		5255	PM1	3/7/16					
D11	Sucrose		0.223		5255	PM1	3/7/16					
D12	Uridine		0.188		5255	PM1	3/7/16					
E1	L-Glutamine		0.382		5255	PM1	3/7/16					
E2	M-Tartaric Acid		0.483		5255	PM1	3/7/16					
E3	D-Glucose-1-Phosphate		0.254		5255	PM1	3/7/16					
E4	D-Fructose-6-Phosphate		0.231		5255	PM1	3/7/16					
E5	Tween 80		0.02		5255	PM1	3/7/16					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.194		5255	PM1	3/7/16					
E7	a-Hydroxy Butyric Acid		0.467		5255	PM1	3/7/16					
E8	b-Methyl-D-Glucoside		0.246		5255	PM1	3/7/16					
E9	Adonitol		0.239		5255	PM1	3/7/16					
E10	Maltotriose		0.21		5255	PM1	3/7/16					
E11	2-Deoxy Adenosine		0.199		5255	PM1	3/7/16					
E12	Adenosine		0.12		5255	PM1	3/7/16					
F1	Glycil-L-Aspartic Acid		0.305		5255	PM1	3/7/16					
F2	Citric Acid		0.319		5255	PM1	3/7/16					
F3	M-Inositol		0.253		5255	PM1	3/7/16					
F4	D-Threonine		0.433		5255	PM1	3/7/16					
F5	Fumaric Acid		0.322		5255	PM1	3/7/16					
F6	Bromo Succinic Acid		0.254		5255	PM1	3/7/16					
F7	Propionic Acid		0.425		5255	PM1	3/7/16					
F8	Mucic Acid		0.211		5255	PM1	3/7/16					
F9	Glycolic Acid		0.323		5255	PM1	3/7/16					
F10	Glyoxylic Acid		0.352		5255	PM1	3/7/16					
F11	D-Cellobiose		0.258		5255	PM1	3/7/16					
F12	Inosine		0.179		5255	PM1	3/7/16					
G1	Glycil-L-Glutamic Acid		0.29		5255	PM1	3/7/16					
G2	Tricarballylic Acid		0.331		5255	PM1	3/7/16					
G3	L-Serine		0.419		5255	PM1	3/7/16					
G4	L-Threonine		0.426		5255	PM1	3/7/16					
G5	L-Alanine		0.329		5255	PM1	3/7/16					
G6	L-Alanyl-Glycine		0.233		5255	PM1	3/7/16					
G7	Acetoacetic Acid		0.232		5255	PM1	3/7/16					
G8	N-Acetyl-b-D-Mannosamine		0.248		5255	PM1	3/7/16					
G9	Mono Methyl Succinate		0.332		5255	PM1	3/7/16					
G10	Methyl Pyruvate		0.128		5255	PM1	3/7/16					
G11	D-Malic Acid		0.426		5255	PM1	3/7/16					
G12	L-Malic Acid		0.368		5255	PM1	3/7/16					
H1	Glycil-L-Proline		0.247		5255	PM1	3/7/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.228		5255	PM1	3/7/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.252		5255	PM1	3/7/16					
H4	Tyramine		0.361		5255	PM1	3/7/16					
H5	D-Psicose		0.235		5255	PM1	3/7/16					
H6	L-Lyxose		0.244		5255	PM1	3/7/16					
H7	Glucuronamide		0.179		5255	PM1	3/7/16					
H8	Pyruvic Acid		0.262		5255	PM1	3/7/16					
H9	L-Galactonic Acid-g-Lactone		0.267		5255	PM1	3/7/16					
H10	D-Galacturonic Acid		0.264		5255	PM1	3/7/16					
H11	Phenylethyl-amine		0.316		5255	PM1	3/7/16					
H12	2-Aminoethanol		0.331		5255	PM1	3/7/16					
