Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
C8	3-Methyl-Glucose		0.3389		4884	PM2A	5/7/16					
C9	b-Methyl-D-Glucuronic Acid		0.4379		4884	PM2A	5/7/16					
C10	a-Methyl-D-Mannoside		0.3086		4884	PM2A	5/7/16					
C11	b-Methyl-D-Xyloside		0.2748		4884	PM2A	5/7/16					
C12	Palatinose		0.3268		4884	PM2A	5/7/16					
D1	D-Raffinose		0.3211		4884	PM2A	5/7/16					
D2	Salicin		0.2435		4884	PM2A	5/7/16					
D3	Sedoheptulosa		0.3607		4884	PM2A	5/7/16					
D4	L-Sorbose		0.2746		4884	PM2A	5/7/16					
D5	Stachyose		0.1499		4884	PM2A	5/7/16					
D6	D-Tagatose		0.3082		4884	PM2A	5/7/16					
D7	Turanose		0.4177		4884	PM2A	5/7/16					
D8	Xylitol		0.3135		4884	PM2A	5/7/16					
D9	N-Acetyl-D-Glucosaminatol		0.3019		4884	PM2A	5/7/16					
D10	g-Amino Butyric Acid		0.2901		4884	PM2A	5/7/16					
D11	d-Amino Valeric Acid		0.311		4884	PM2A	5/7/16					
D12	Butyric Acid		0.3049		4884	PM2A	5/7/16					
E1	Capric Acid		0.31		4884	PM2A	5/7/16					
E2	Caproic Acid		0.4285		4884	PM2A	5/7/16					
E3	Citraconic Acid		0.288		4884	PM2A	5/7/16					
E4	Citramalic Acid		0.2761		4884	PM2A	5/7/16					
E5	D-Glucosamine		0.0221		4884	PM2A	5/7/16					
E6	2-Hydroxy Benzoic Acid		0.2842		4884	PM2A	5/7/16					
E7	4-Hydroxy Benzoic Acid		0.4948		4884	PM2A	5/7/16					
E8	b-Hydroxy Butyric Acid		0.3444		4884	PM2A	5/7/16					
E9	g-Hydroxy Butyric Acid		0.3094		4884	PM2A	5/7/16					
E10	a-Keto Valeric Acid		0.304		4884	PM2A	5/7/16					
E11	Itaconic Acid		0.2874		4884	PM2A	5/7/16					
E12	5-Keto-D-Gluconic Acid		0.2378		4884	PM2A	5/7/16					
F1	D-Lactic Acid Methyl Ester		0.2302		4884	PM2A	5/7/16					
F2	Malonic Acid		0.3357		4884	PM2A	5/7/16					
F3	Melibionic Acid		0.2884		4884	PM2A	5/7/16					
F4	Oxalic Acid		0.3851		4884	PM2A	5/7/16					
F5	Oxalomalic Acid		0.3405		4884	PM2A	5/7/16					
F6	Quinic Acid		0.273		4884	PM2A	5/7/16					
F7	"D-Ribono-1,4-Lactone"		0.3604		4884	PM2A	5/7/16					
F8	Sebacic Acid		0.2511		4884	PM2A	5/7/16					
F9	Sorbic Acid		0.2919		4884	PM2A	5/7/16					
F10	Succinamic Acid		0.337		4884	PM2A	5/7/16					
F11	D-Tartaric Acid		0.3065		4884	PM2A	5/7/16					
F12	L-Tartaric Acid		0.2861		4884	PM2A	5/7/16					
G1	Acetamide		0.273		4884	PM2A	5/7/16					
G2	L-Alaninamide		0.3343		4884	PM2A	5/7/16					
G3	N-Acetyl-L-Glutamic Acid		0.3793		4884	PM2A	5/7/16					
G4	L-Arginine		0.45		4884	PM2A	5/7/16					
G5	Glycine		0.3155		4884	PM2A	5/7/16					
G6	L-Histidine		0.2816		4884	PM2A	5/7/16					
G7	L-Homoserine		0.2974		4884	PM2A	5/7/16					
G8	Hydroxy-L-Proline		0.363		4884	PM2A	5/7/16					
G9	L-Isoleucine		0.3127		4884	PM2A	5/7/16					
G10	L-Leucine		0.2663		4884	PM2A	5/7/16					
G11	L-Lysine		0.3876		4884	PM2A	5/7/16					
G12	L-Methionine		0.3794		4884	PM2A	5/7/16					
H1	L-Ornithine		0.2156		4884	PM2A	5/7/16					
H2	Phenylalanine		0.253		4884	PM2A	5/7/16					
H3	L-Pyroglutamic Acid		0.2734		4884	PM2A	5/7/16					
H4	L-Valine		0.315		4884	PM2A	5/7/16					
H5	"D,L-Carnitine"		0.2873		4884	PM2A	5/7/16					
H6	Sec-Butylamine		0.2532		4884	PM2A	5/7/16					
H7	"D,L-Octopamine"		0.2704		4884	PM2A	5/7/16					
H8	Putrescine		0.2901		4884	PM2A	5/7/16					
H9	Dihydroxy Acetone		0.3142		4884	PM2A	5/7/16					
H10	"2,3-Butanediol"		0.3504		4884	PM2A	5/7/16					
H11	"2,3-Butanone"		0.3958		4884	PM2A	5/7/16					
H12	3-Hydroxy 2-Butanone		0.4035		4884	PM2A	5/7/16					
