Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
F8	Mucic Acid		0.405		1789	PM1	3/2/16
F9	Glycolic Acid		0.3295		1789	PM1	3/2/16
F10	Glyoxylic Acid		0.6789		1789	PM1	3/2/16
F11	D-Cellobiose		0.4095		1789	PM1	3/2/16
F12	Inosine		0.2214		1789	PM1	3/2/16
G1	Glycil-L-Glutamic Acid		0.4292		1789	PM1	3/2/16
G2	Tricarballylic Acid		0.5681		1789	PM1	3/2/16
G3	L-Serine		0.4512		1789	PM1	3/2/16
G4	L-Threonine		0.5316		1789	PM1	3/2/16
G5	L-Alanine		0.4041		1789	PM1	3/2/16
G6	L-Alanyl-Glycine		0.4213		1789	PM1	3/2/16
G7	Acetoacetic Acid		0.2773		1789	PM1	3/2/16
G8	N-Acetyl-b-D-Mannosamine		0.5162		1789	PM1	3/2/16
G9	Mono Methyl Succinate		0.4214		1789	PM1	3/2/16
G10	Methyl Pyruvate		0.3826		1789	PM1	3/2/16
G11	D-Malic Acid		0.6942		1789	PM1	3/2/16
G12	L-Malic Acid		0.4419		1789	PM1	3/2/16
H1	Glycil-L-Proline		0.2445		1789	PM1	3/2/16
H2	p-Hydroxy Phenyl Acetic Acid		0.3171		1789	PM1	3/2/16
H3	m-Hydroxy Phenyl Acetic Acid		0.348		1789	PM1	3/2/16
H4	Tyramine		0.4415		1789	PM1	3/2/16
H5	D-Psicose		0.394		1789	PM1	3/2/16
H6	L-Lyxose		0.2819		1789	PM1	3/2/16
H7	Glucuronamide		0.3612		1789	PM1	3/2/16
H8	Pyruvic Acid		0.3597		1789	PM1	3/2/16
H9	L-Galactonic Acid-g-Lactone		0.4523		1789	PM1	3/2/16
H10	D-Galacturonic Acid		0.4808		1789	PM1	3/2/16
H11	Phenylethyl-amine		0.5298		1789	PM1	3/2/16
H12	2-Aminoethanol		0.4699		1789	PM1	3/2/16
A1	Negative Control		0.2816		LapD	PM1	3/2/16
A2	L-Arabinose		0.1859		LapD	PM1	3/2/16
A3	N-Acetyl-D-Glucosamine		0.2729		LapD	PM1	3/2/16
A4	D-Saccharic Acid		0.3287		LapD	PM1	3/2/16
A5	Succinic Acid		0.2791		LapD	PM1	3/2/16
A6	D-Galactose		0.3907		LapD	PM1	3/2/16
A7	L-Aspartic Acid		0.4475		LapD	PM1	3/2/16
A8	L-Proline		0.2046		LapD	PM1	3/2/16
A9	D-Alanine		0.2438		LapD	PM1	3/2/16
A10	D-Trehalose		0.2807		LapD	PM1	3/2/16
A11	D-Mannose		0.3036		LapD	PM1	3/2/16
A12	Dulcitol		0.3466		LapD	PM1	3/2/16
B1	D-Serine		0.1025		LapD	PM1	3/2/16
B2	D-Sorbitol		0.2219		LapD	PM1	3/2/16
B3	Glycerol		0.25		LapD	PM1	3/2/16
B4	L-Fucose		0.1327		LapD	PM1	3/2/16
B5	D-Glucuronic Acid		0.3773		LapD	PM1	3/2/16
B6	D-Gluconic Acid		0.2783		LapD	PM1	3/2/16
B7	"D,L-a-Glycerol-Phosphate"		0.3231		LapD	PM1	3/2/16
B8	D-Xylose		0.2166		LapD	PM1	3/2/16
B9	L-Lactic Acid		0.2263		LapD	PM1	3/2/16
B10	Formic Acid		0.2903		LapD	PM1	3/2/16
B11	D-Mannitol		0.2413		LapD	PM1	3/2/16
B12	L-Glutamic Acid		0.3494		LapD	PM1	3/2/16
C1	D-Glucose-6-Phosphate		0.3676		LapD	PM1	3/2/16
C2	D-Galactonic Acid-g-Lactone		0.1678		LapD	PM1	3/2/16
C3	"D,L-Malic Acid"		0.1323		LapD	PM1	3/2/16
C4	D-Ribose		0.4043		LapD	PM1	3/2/16
C5	Tween 20		0.0222		LapD	PM1	3/2/16
C6	L-Rhamnose		0.1724		LapD	PM1	3/2/16
C7	D-Fructose		0.4275		LapD	PM1	3/2/16
C8	Acetic Acid		0.2158		LapD	PM1	3/2/16
C9	a-D-Glucose		0.2573		LapD	PM1	3/2/16
C10	Maltose		0.2507		LapD	PM1	3/2/16
C11	D-Melibiose		0.272		LapD	PM1	3/2/16
C12	Thymidine		0.3301		LapD	PM1	3/2/16
D1	L-Asparagine		0.3044		LapD	PM1	3/2/16
D2	D-Aspartic Acid		0.1367		LapD	PM1	3/2/16
D3	D-Glucosaminic Acid		0.3234		LapD	PM1	3/2/16
D4	"1,2-Propanediol"		0.1666		LapD	PM1	3/2/16
D5	Tween 40		0.0282		LapD	PM1	3/2/16
D6	a-Keto-Glutaric Acid		0.3679		LapD	PM1	3/2/16
D7	a-Keto-Butyric Acid		0.5387		LapD	PM1	3/2/16
D8	a-Methyl-D-Galactoside		0.2376		LapD	PM1	3/2/16
D9	a-D-Lactose		0.2485		LapD	PM1	3/2/16
D10	Lactulose		0.2076		LapD	PM1	3/2/16
D11	Sucrose		0.2231		LapD	PM1	3/2/16
D12	Uridine		0.2524		LapD	PM1	3/2/16
E1	L-Glutamine		0.3222		LapD	PM1	3/2/16
E2	M-Tartaric Acid		0.4957		LapD	PM1	3/2/16
E3	D-Glucose-1-Phosphate		0.2843		LapD	PM1	3/2/16
E4	D-Fructose-6-Phosphate		0.2194		LapD	PM1	3/2/16
E5	Tween 80		0.0235		LapD	PM1	3/2/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.2523		LapD	PM1	3/2/16
E7	a-Hydroxy Butyric Acid		0.6092		LapD	PM1	3/2/16
E8	b-Methyl-D-Glucoside		0.2706		LapD	PM1	3/2/16
E9	Adonitol		0.2887		LapD	PM1	3/2/16
E10	Maltotriose		0.2117		LapD	PM1	3/2/16
E11	2-Deoxy Adenosine		0.228		LapD	PM1	3/2/16
E12	Adenosine		0.1781		LapD	PM1	3/2/16
F1	Glycil-L-Aspartic Acid		0.4367		LapD	PM1	3/2/16
F2	Citric Acid		0.2822		LapD	PM1	3/2/16
F3	M-Inositol		0.2972		LapD	PM1	3/2/16
F4	D-Threonine		0.3764		LapD	PM1	3/2/16
F5	Fumaric Acid		0.2642		LapD	PM1	3/2/16
F6	Bromo Succinic Acid		0.2899		LapD	PM1	3/2/16
F7	Propionic Acid		0.3488		LapD	PM1	3/2/16
F8	Mucic Acid		0.2556		LapD	PM1	3/2/16
F9	Glycolic Acid		0.273		LapD	PM1	3/2/16
F10	Glyoxylic Acid		0.4862		LapD	PM1	3/2/16
F11	D-Cellobiose		0.2558		LapD	PM1	3/2/16
F12	Inosine		0.2827		LapD	PM1	3/2/16
G1	Glycil-L-Glutamic Acid		0.3883		LapD	PM1	3/2/16
G2	Tricarballylic Acid		0.4242		LapD	PM1	3/2/16
G3	L-Serine		0.253		LapD	PM1	3/2/16
G4	L-Threonine		0.4697		LapD	PM1	3/2/16
G5	L-Alanine		0.2794		LapD	PM1	3/2/16
G6	L-Alanyl-Glycine		0.3383		LapD	PM1	3/2/16
G7	Acetoacetic Acid		0.314		LapD	PM1	3/2/16
G8	N-Acetyl-b-D-Mannosamine		0.2411		LapD	PM1	3/2/16
G9	Mono Methyl Succinate		0.3167		LapD	PM1	3/2/16
G10	Methyl Pyruvate		0.1957		LapD	PM1	3/2/16
G11	D-Malic Acid		0.4792		LapD	PM1	3/2/16
G12	L-Malic Acid		0.259		LapD	PM1	3/2/16
H1	Glycil-L-Proline		0.2261		LapD	PM1	3/2/16
H2	p-Hydroxy Phenyl Acetic Acid		0.2546		LapD	PM1	3/2/16
H3	m-Hydroxy Phenyl Acetic Acid		0.3628		LapD	PM1	3/2/16
H4	Tyramine		0.419		LapD	PM1	3/2/16
H5	D-Psicose		0.3054		LapD	PM1	3/2/16
H6	L-Lyxose		0.2906		LapD	PM1	3/2/16
H7	Glucuronamide		0.3491		LapD	PM1	3/2/16
H8	Pyruvic Acid		0.1917		LapD	PM1	3/2/16
H9	L-Galactonic Acid-g-Lactone		0.4316		LapD	PM1	3/2/16
H10	D-Galacturonic Acid		0.4344		LapD	PM1	3/2/16
H11	Phenylethyl-amine		0.4044		LapD	PM1	3/2/16
H12	2-Aminoethanol		0.3501		LapD	PM1	3/2/16
