Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
E4	D-Fructose-6-Phosphate		0.3203		2920	PM1	3/1/16					
E5	Tween 80		0.0146		2920	PM1	3/1/16					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.2474		2920	PM1	3/1/16					
E7	a-Hydroxy Butyric Acid		0.6252		2920	PM1	3/1/16					
E8	b-Methyl-D-Glucoside		0.2662		2920	PM1	3/1/16					
E9	Adonitol		0.32		2920	PM1	3/1/16					
E10	Maltotriose		0.2906		2920	PM1	3/1/16					
E11	2-Deoxy Adenosine		0.2838		2920	PM1	3/1/16					
E12	Adenosine		0.1751		2920	PM1	3/1/16					
F1	Glycil-L-Aspartic Acid		0.3113		2920	PM1	3/1/16					
F2	Citric Acid		0.3768		2920	PM1	3/1/16					
F3	M-Inositol		0.3134		2920	PM1	3/1/16					
F4	D-Threonine		0.5423		2920	PM1	3/1/16					
F5	Fumaric Acid		0.3272		2920	PM1	3/1/16					
F6	Bromo Succinic Acid		0.3962		2920	PM1	3/1/16					
F7	Propionic Acid		0.2975		2920	PM1	3/1/16					
F8	Mucic Acid		0.1938		2920	PM1	3/1/16					
F9	Glycolic Acid		0.3631		2920	PM1	3/1/16					
F10	Glyoxylic Acid		0.3944		2920	PM1	3/1/16					
F11	D-Cellobiose		0.4192		2920	PM1	3/1/16					
F12	Inosine		0.3266		2920	PM1	3/1/16					
G1	Glycil-L-Glutamic Acid		0.2898		2920	PM1	3/1/16					
G2	Tricarballylic Acid		0.4368		2920	PM1	3/1/16					
G3	L-Serine		0.4816		2920	PM1	3/1/16					
G4	L-Threonine		0.5092		2920	PM1	3/1/16					
G5	L-Alanine		0.3633		2920	PM1	3/1/16					
G6	L-Alanyl-Glycine		0.2511		2920	PM1	3/1/16					
G7	Acetoacetic Acid		0.2789		2920	PM1	3/1/16					
G8	N-Acetyl-b-D-Mannosamine		0.2538		2920	PM1	3/1/16					
G9	Mono Methyl Succinate		0.3682		2920	PM1	3/1/16					
G10	Methyl Pyruvate		0.3164		2920	PM1	3/1/16					
G11	D-Malic Acid		0.532		2920	PM1	3/1/16					
G12	L-Malic Acid		0.4025		2920	PM1	3/1/16					
H1	Glycil-L-Proline		0.249		2920	PM1	3/1/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.3144		2920	PM1	3/1/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.3477		2920	PM1	3/1/16					
H4	Tyramine		0.3821		2920	PM1	3/1/16					
H5	D-Psicose		0.2446		2920	PM1	3/1/16					
H6	L-Lyxose		0.3651		2920	PM1	3/1/16					
H7	Glucuronamide		0.3118		2920	PM1	3/1/16					
H8	Pyruvic Acid		0.3198		2920	PM1	3/1/16					
H9	L-Galactonic Acid-g-Lactone		0.3303		2920	PM1	3/1/16					
H10	D-Galacturonic Acid		0.3968		2920	PM1	3/1/16					
H11	Phenylethyl-amine		0.4463		2920	PM1	3/1/16					
H12	2-Aminoethanol		0.4593		2920	PM1	3/1/16					
A1	Negative Control		0.3886		2297	PM1	3/1/16					
A2	L-Arabinose		0.574		2297	PM1	3/1/16					
A3	N-Acetyl-D-Glucosamine		0.355		2297	PM1	3/1/16					
A4	D-Saccharic Acid		0.541		2297	PM1	3/1/16					
A5	Succinic Acid		0.52		2297	PM1	3/1/16					
A6	D-Galactose		0.328		2297	PM1	3/1/16					
A7	L-Aspartic Acid		0.522		2297	PM1	3/1/16					
A8	L-Proline		0.532		2297	PM1	3/1/16					
A9	D-Alanine		0.344		2297	PM1	3/1/16					
A10	D-Trehalose		0.407		2297	PM1	3/1/16					
A11	D-Mannose		0.564		2297	PM1	3/1/16					
A12	Dulcitol		0.392		2297	PM1	3/1/16					
B1	D-Serine		0.254		2297	PM1	3/1/16					
B2	D-Sorbitol		0.423		2297	PM1	3/1/16					
B3	Glycerol		0.361		2297	PM1	3/1/16					
B4	L-Fucose		0.378		2297	PM1	3/1/16					
B5	D-Glucuronic Acid		0.417		2297	PM1	3/1/16					
B6	D-Gluconic Acid		0.525		2297	PM1	3/1/16					
B7	"D,L-a-Glycerol-Phosphate"		0.423		2297	PM1	3/1/16					
B8	D-Xylose		0.672		2297	PM1	3/1/16					
B9	L-Lactic Acid		0.401		2297	PM1	3/1/16					
B10	Formic Acid		0.49		2297	PM1	3/1/16					
B11	D-Mannitol		0.58		2297	PM1	3/1/16					
B12	L-Glutamic Acid		0.476		2297	PM1	3/1/16					
C1	D-Glucose-6-Phosphate		0.575		2297	PM1	3/1/16					
C2	D-Galactonic Acid-g-Lactone		0.503		2297	PM1	3/1/16					
C3	"D,L-Malic Acid"		0.482		2297	PM1	3/1/16					
C4	D-Ribose		0.542		2297	PM1	3/1/16					
C5	Tween 20		0.017		2297	PM1	3/1/16					
C6	L-Rhamnose		0.377		2297	PM1	3/1/16					
C7	D-Fructose		0.426		2297	PM1	3/1/16					
C8	Acetic Acid		0.56		2297	PM1	3/1/16					
C9	a-D-Glucose		0.507		2297	PM1	3/1/16					
C10	Maltose		0.397		2297	PM1	3/1/16					
C11	D-Melibiose		0.382		2297	PM1	3/1/16					
C12	Thymidine		0.43		2297	PM1	3/1/16					
D1	L-Asparagine		0.465		2297	PM1	3/1/16					
D2	D-Aspartic Acid		0.473		2297	PM1	3/1/16					
D3	D-Glucosaminic Acid		0.636		2297	PM1	3/1/16					
D4	"1,2-Propanediol"		0.392		2297	PM1	3/1/16					
D5	Tween 40		0.017		2297	PM1	3/1/16					
D6	a-Keto-Glutaric Acid		0.437		2297	PM1	3/1/16					
D7	a-Keto-Butyric Acid		0.765		2297	PM1	3/1/16					
D8	a-Methyl-D-Galactoside		0.427		2297	PM1	3/1/16					
D9	a-D-Lactose		0.33		2297	PM1	3/1/16					
D10	Lactulose		0.373		2297	PM1	3/1/16					
D11	Sucrose		0.416		2297	PM1	3/1/16					
D12	Uridine		0.393		2297	PM1	3/1/16					
E1	L-Glutamine		0.524		2297	PM1	3/1/16					
E2	M-Tartaric Acid		0.893		2297	PM1	3/1/16					
E3	D-Glucose-1-Phosphate		0.373		2297	PM1	3/1/16					
E4	D-Fructose-6-Phosphate		0.434		2297	PM1	3/1/16					
E5	Tween 80		0.018		2297	PM1	3/1/16					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.432		2297	PM1	3/1/16					
E7	a-Hydroxy Butyric Acid		0.834		2297	PM1	3/1/16					
E8	b-Methyl-D-Glucoside		0.528		2297	PM1	3/1/16					
E9	Adonitol		0.396		2297	PM1	3/1/16					
E10	Maltotriose		0.361		2297	PM1	3/1/16					
E11	2-Deoxy Adenosine		0.337		2297	PM1	3/1/16					
E12	Adenosine		0.205		2297	PM1	3/1/16					
F1	Glycil-L-Aspartic Acid		0.413		2297	PM1	3/1/16					
F2	Citric Acid		0.439		2297	PM1	3/1/16					
F3	M-Inositol		0.341		2297	PM1	3/1/16					
F4	D-Threonine		0.646		2297	PM1	3/1/16					
F5	Fumaric Acid		0.494		2297	PM1	3/1/16					
F6	Bromo Succinic Acid		0.491		2297	PM1	3/1/16					
F7	Propionic Acid		0.607		2297	PM1	3/1/16					
F8	Mucic Acid		0.315		2297	PM1	3/1/16					
F9	Glycolic Acid		0.493		2297	PM1	3/1/16					
F10	Glyoxylic Acid		0.516		2297	PM1	3/1/16					
F11	D-Cellobiose		0.384		2297	PM1	3/1/16					
F12	Inosine		0.309		2297	PM1	3/1/16					
G1	Glycil-L-Glutamic Acid		0.395		2297	PM1	3/1/16					
G2	Tricarballylic Acid		0.55		2297	PM1	3/1/16					
G3	L-Serine		0.508		2297	PM1	3/1/16					
G4	L-Threonine		0.585		2297	PM1	3/1/16					
G5	L-Alanine		0.42		2297	PM1	3/1/16					
G6	L-Alanyl-Glycine		0.34		2297	PM1	3/1/16					
G7	Acetoacetic Acid		0.282		2297	PM1	3/1/16					
G8	N-Acetyl-b-D-Mannosamine		0.416		2297	PM1	3/1/16					
G9	Mono Methyl Succinate		0.52		2297	PM1	3/1/16					
G10	Methyl Pyruvate		0.363		2297	PM1	3/1/16					
G11	D-Malic Acid		0.699		2297	PM1	3/1/16					
G12	L-Malic Acid		0.489		2297	PM1	3/1/16					
H1	Glycil-L-Proline		0.356		2297	PM1	3/1/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.37		2297	PM1	3/1/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.388		2297	PM1	3/1/16					
H4	Tyramine		0.531		2297	PM1	3/1/16					
H5	D-Psicose		0.323		2297	PM1	3/1/16					
H6	L-Lyxose		0.559		2297	PM1	3/1/16					
H7	Glucuronamide		0.382		2297	PM1	3/1/16					
H8	Pyruvic Acid		0.462		2297	PM1	3/1/16					
H9	L-Galactonic Acid-g-Lactone		0.489		2297	PM1	3/1/16					
H10	D-Galacturonic Acid		0.442		2297	PM1	3/1/16					
H11	Phenylethyl-amine		0.473		2297	PM1	3/1/16					
H12	2-Aminoethanol		0.476		2297	PM1	3/1/16					
