Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
G3	L-Serine		0.333		1532	PM1	5/4/17
G4	L-Threonine		0.27		1532	PM1	5/4/17
G5	L-Alanine		0.372		1532	PM1	5/4/17
G6	L-Alanyl-Glycine		0.395		1532	PM1	5/4/17
G7	Acetoacetic Acid		0.252		1532	PM1	5/4/17
G8	N-Acetyl-b-D-Mannosamine		0.252		1532	PM1	5/4/17
G9	Mono Methyl Succinate		0.353		1532	PM1	5/4/17
G10	Methyl Pyruvate		0.375		1532	PM1	5/4/17
G11	D-Malic Acid		0.445		1532	PM1	5/4/17
G12	L-Malic Acid		0.597		1532	PM1	5/4/17
H1	Glycil-L-Proline		0.258		1532	PM1	5/4/17
H2	p-Hydroxy Phenyl Acetic Acid		0.213		1532	PM1	5/4/17
H3	m-Hydroxy Phenyl Acetic Acid		0.21		1532	PM1	5/4/17
H4	Tyramine		0.243		1532	PM1	5/4/17
H5	D-Psicose		0.224		1532	PM1	5/4/17
H6	L-Lyxose		0.261		1532	PM1	5/4/17
H7	Glucuronamide		0.225		1532	PM1	5/4/17
H8	Pyruvic Acid		0.31		1532	PM1	5/4/17
H9	L-Galactonic Acid-g-Lactone		0.25		1532	PM1	5/4/17
H10	D-Galacturonic Acid		0.26		1532	PM1	5/4/17
H11	Phenylethyl-amine		0.255		1532	PM1	5/4/17
H12	2-Aminoethanol		0.302		1532	PM1	5/4/17
A1	Negative Control		0.275		1532	PM2A	5/4/17
A2	Chondroitin Sulfate C		0.18		1532	PM2A	5/4/17
A3	a-Cyclodextrin		0.526		1532	PM2A	5/4/17
A4	b-Cyclodextrin		0.408		1532	PM2A	5/4/17
A5	g-Cyclodextrin		0.298		1532	PM2A	5/4/17
A6	Dextrin		0.106		1532	PM2A	5/4/17
A7	Gelatin		0.055		1532	PM2A	5/4/17
A8	Glycogen		0.076		1532	PM2A	5/4/17
A9	Inulin		0.258		1532	PM2A	5/4/17
A10	Laminarin		0.251		1532	PM2A	5/4/17
A11	Mannan		0.065		1532	PM2A	5/4/17
A12	Pectin		0.272		1532	PM2A	5/4/17
B1	N-Acetyl-D-Galactosamine		0.25		1532	PM2A	5/4/17
B2	N-Acetyl-Neuraminic Acid		0.244		1532	PM2A	5/4/17
B3	b-D-Allose		0.29		1532	PM2A	5/4/17
B4	Amygdalin		0.175		1532	PM2A	5/4/17
B5	D-Arabinose		0.285		1532	PM2A	5/4/17
B6	D-Arabitol		0.215		1532	PM2A	5/4/17
B7	L-Arabitol		0.287		1532	PM2A	5/4/17
B8	Arbutin		0.253		1532	PM2A	5/4/17
B9	2-Deoxy-D-Ribose		0.217		1532	PM2A	5/4/17
B10	I-Erythritol		0.277		1532	PM2A	5/4/17
B11	D-Fucose		0.274		1532	PM2A	5/4/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.29		1532	PM2A	5/4/17
C1	Gentiobiose		0.256		1532	PM2A	5/4/17
C2	L-Glucose		0.28		1532	PM2A	5/4/17
C3	Lactitol		0.27		1532	PM2A	5/4/17
C4	D-Melezitose		0.292		1532	PM2A	5/4/17
C5	Maltitol		0.274		1532	PM2A	5/4/17
C6	a-Methyl-D-Glucoside		0.257		1532	PM2A	5/4/17
C7	b-Methyl-D-Gactoside		0.284		1532	PM2A	5/4/17
C8	3-Methyl-Glucose		0.237		1532	PM2A	5/4/17
C9	b-Methyl-D-Glucuronic Acid		0.274		1532	PM2A	5/4/17
C10	a-Methyl-D-Mannoside		0.294		1532	PM2A	5/4/17
C11	b-Methyl-D-Xyloside		0.286		1532	PM2A	5/4/17
C12	Palatinose		0.292		1532	PM2A	5/4/17
D1	D-Raffinose		0.253		1532	PM2A	5/4/17
D2	Salicin		0.268		1532	PM2A	5/4/17
D3	Sedoheptulosa		0.269		1532	PM2A	5/4/17
D4	L-Sorbose		0.28		1532	PM2A	5/4/17
D5	Stachyose		0.266		1532	PM2A	5/4/17
D6	D-Tagatose		0.289		1532	PM2A	5/4/17
D7	Turanose		0.277		1532	PM2A	5/4/17
D8	Xylitol		0.27		1532	PM2A	5/4/17
D9	N-Acetyl-D-Glucosaminatol		0.247		1532	PM2A	5/4/17
D10	g-Amino Butyric Acid		0.412		1532	PM2A	5/4/17
D11	d-Amino Valeric Acid		0.283		1532	PM2A	5/4/17
D12	Butyric Acid		0.336		1532	PM2A	5/4/17
E1	Capric Acid		0.086		1532	PM2A	5/4/17
E2	Caproic Acid		0.221		1532	PM2A	5/4/17
E3	Citraconic Acid		0.275		1532	PM2A	5/4/17
E4	Citramalic Acid		0.619		1532	PM2A	5/4/17
E5	D-Glucosamine		0.24		1532	PM2A	5/4/17
E6	2-Hydroxy Benzoic Acid		0.234		1532	PM2A	5/4/17
E7	4-Hydroxy Benzoic Acid		0.312		1532	PM2A	5/4/17
E8	b-Hydroxy Butyric Acid		0.33		1532	PM2A	5/4/17
E9	g-Hydroxy Butyric Acid		0.278		1532	PM2A	5/4/17
E10	a-Keto Valeric Acid		0.229		1532	PM2A	5/4/17
E11	Itaconic Acid		0.333		1532	PM2A	5/4/17
E12	5-Keto-D-Gluconic Acid		0.337		1532	PM2A	5/4/17
F1	D-Lactic Acid Methyl Ester		0.276		1532	PM2A	5/4/17
F2	Malonic Acid		0.342		1532	PM2A	5/4/17
F3	Melibionic Acid		0.225		1532	PM2A	5/4/17
F4	Oxalic Acid		0.315		1532	PM2A	5/4/17
F5	Oxalomalic Acid		0.419		1532	PM2A	5/4/17
F6	Quinic Acid		0.437		1532	PM2A	5/4/17
F7	"D-Ribono-1,4-Lactone"		0.274		1532	PM2A	5/4/17
F8	Sebacic Acid		0.284		1532	PM2A	5/4/17
F9	Sorbic Acid		0.194		1532	PM2A	5/4/17
F10	Succinamic Acid		0.3		1532	PM2A	5/4/17
F11	D-Tartaric Acid		0.446		1532	PM2A	5/4/17
F12	L-Tartaric Acid		0.362		1532	PM2A	5/4/17
G1	Acetamide		0.239		1532	PM2A	5/4/17
G2	L-Alaninamide		0.298		1532	PM2A	5/4/17
G3	N-Acetyl-L-Glutamic Acid		0.294		1532	PM2A	5/4/17
G4	L-Arginine		0.411		1532	PM2A	5/4/17
G5	Glycine		0.281		1532	PM2A	5/4/17
G6	L-Histidine		0.325		1532	PM2A	5/4/17
G7	L-Homoserine		0.171		1532	PM2A	5/4/17
G8	Hydroxy-L-Proline		0.397		1532	PM2A	5/4/17
G9	L-Isoleucine		0.317		1532	PM2A	5/4/17
G10	L-Leucine		0.294		1532	PM2A	5/4/17
G11	L-Lysine		0.313		1532	PM2A	5/4/17
G12	L-Methionine		0.274		1532	PM2A	5/4/17
H1	L-Ornithine		0.291		1532	PM2A	5/4/17
H2	Phenylalanine		0.228		1532	PM2A	5/4/17
H3	L-Pyroglutamic Acid		0.376		1532	PM2A	5/4/17
H4	L-Valine		0.271		1532	PM2A	5/4/17
H5	"D,L-Carnitine"		0.269		1532	PM2A	5/4/17
H6	Sec-Butylamine		0.262		1532	PM2A	5/4/17
H7	"D,L-Octopamine"		0.246		1532	PM2A	5/4/17
H8	Putrescine		0.354		1532	PM2A	5/4/17
H9	Dihydroxy Acetone		0.157		1532	PM2A	5/4/17
H10	"2,3-Butanediol"		0.273		1532	PM2A	5/4/17
H11	"2,3-Butanone"		0.184		1532	PM2A	5/4/17
H12	3-Hydroxy 2-Butanone		0.276		1532	PM2A	5/4/17
A1	Negative Control		0.436		5643	PM1	5/4/17
A2	L-Arabinose		0.557		5643	PM1	5/4/17
A3	N-Acetyl-D-Glucosamine		0.404		5643	PM1	5/4/17
A4	D-Saccharic Acid		0.501		5643	PM1	5/4/17
A5	Succinic Acid		0.488		5643	PM1	5/4/17
A6	D-Galactose		0.514		5643	PM1	5/4/17
A7	L-Aspartic Acid		0.439		5643	PM1	5/4/17
A8	L-Proline		0.52		5643	PM1	5/4/17
A9	D-Alanine		0.37		5643	PM1	5/4/17
A10	D-Trehalose		0.403		5643	PM1	5/4/17
A11	D-Mannose		0.581		5643	PM1	5/4/17
A12	Dulcitol		0.5		5643	PM1	5/4/17
B1	D-Serine		0.515		5643	PM1	5/4/17
B2	D-Sorbitol		0.458		5643	PM1	5/4/17
B3	Glycerol		0.44		5643	PM1	5/4/17
B4	L-Fucose		0.453		5643	PM1	5/4/17
B5	D-Glucuronic Acid		0.498		5643	PM1	5/4/17
B6	D-Gluconic Acid		0.613		5643	PM1	5/4/17
B7	"D,L-a-Glycerol-Phosphate"		0.366		5643	PM1	5/4/17
B8	D-Xylose		0.663		5643	PM1	5/4/17
B9	L-Lactic Acid		0.418		5643	PM1	5/4/17
B10	Formic Acid		0.479		5643	PM1	5/4/17
B11	D-Mannitol		0.623		5643	PM1	5/4/17
B12	L-Glutamic Acid		0.573		5643	PM1	5/4/17
C1	D-Glucose-6-Phosphate		0.549		5643	PM1	5/4/17
C2	D-Galactonic Acid-g-Lactone		0.54		5643	PM1	5/4/17
C3	"D,L-Malic Acid"		0.538		5643	PM1	5/4/17
C4	D-Ribose		0.729		5643	PM1	5/4/17
C5	Tween 20		0.024		5643	PM1	5/4/17
C6	L-Rhamnose		0.525		5643	PM1	5/4/17
C7	D-Fructose		0.476		5643	PM1	5/4/17
C8	Acetic Acid		0.602		5643	PM1	5/4/17
C9	a-D-Glucose		0.463		5643	PM1	5/4/17
C10	Maltose		0.461		5643	PM1	5/4/17
C11	D-Melibiose		0.624		5643	PM1	5/4/17
C12	Thymidine		0.563		5643	PM1	5/4/17
D1	L-Asparagine		0.557		5643	PM1	5/4/17
D2	D-Aspartic Acid		0.436		5643	PM1	5/4/17
D3	D-Glucosaminic Acid		0.626		5643	PM1	5/4/17
D4	"1,2-Propanediol"		0.391		5643	PM1	5/4/17
D5	Tween 40		0.026		5643	PM1	5/4/17
D6	a-Keto-Glutaric Acid		0.464		5643	PM1	5/4/17
D7	a-Keto-Butyric Acid		0.595		5643	PM1	5/4/17
D8	a-Methyl-D-Galactoside		0.459		5643	PM1	5/4/17
D9	a-D-Lactose		0.45		5643	PM1	5/4/17
D10	Lactulose		0.441		5643	PM1	5/4/17
D11	Sucrose		0.506		5643	PM1	5/4/17
D12	Uridine		0.495		5643	PM1	5/4/17
E1	L-Glutamine		0.648		5643	PM1	5/4/17
E2	M-Tartaric Acid		0.582		5643	PM1	5/4/17
E3	D-Glucose-1-Phosphate		0.551		5643	PM1	5/4/17
E4	D-Fructose-6-Phosphate		0.448		5643	PM1	5/4/17
E5	Tween 80		0.026		5643	PM1	5/4/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.539		5643	PM1	5/4/17
E7	a-Hydroxy Butyric Acid		0.699		5643	PM1	5/4/17
E8	b-Methyl-D-Glucoside		0.492		5643	PM1	5/4/17
E9	Adonitol		0.519		5643	PM1	5/4/17
E10	Maltotriose		0.466		5643	PM1	5/4/17
E11	2-Deoxy Adenosine		0.503		5643	PM1	5/4/17
E12	Adenosine		0.419		5643	PM1	5/4/17
F1	Glycil-L-Aspartic Acid		0.494		5643	PM1	5/4/17
F2	Citric Acid		0.697		5643	PM1	5/4/17
F3	M-Inositol		0.483		5643	PM1	5/4/17
F4	D-Threonine		0.659		5643	PM1	5/4/17
F5	Fumaric Acid		0.547		5643	PM1	5/4/17
F6	Bromo Succinic Acid		0.547		5643	PM1	5/4/17
F7	Propionic Acid		0.665		5643	PM1	5/4/17
F8	Mucic Acid		0.445		5643	PM1	5/4/17
F9	Glycolic Acid		0.507		5643	PM1	5/4/17
F10	Glyoxylic Acid		0.683		5643	PM1	5/4/17
F11	D-Cellobiose		0.524		5643	PM1	5/4/17
F12	Inosine		0.454		5643	PM1	5/4/17
G1	Glycil-L-Glutamic Acid		0.52		5643	PM1	5/4/17
G2	Tricarballylic Acid		0.577		5643	PM1	5/4/17
G3	L-Serine		0.629		5643	PM1	5/4/17
G4	L-Threonine		0.676		5643	PM1	5/4/17
G5	L-Alanine		0.576		5643	PM1	5/4/17
G6	L-Alanyl-Glycine		0.506		5643	PM1	5/4/17
G7	Acetoacetic Acid		0.534		5643	PM1	5/4/17
G8	N-Acetyl-b-D-Mannosamine		0.526		5643	PM1	5/4/17
G9	Mono Methyl Succinate		0.582		5643	PM1	5/4/17
G10	Methyl Pyruvate		0.341		5643	PM1	5/4/17
G11	D-Malic Acid		0.739		5643	PM1	5/4/17
G12	L-Malic Acid		0.59		5643	PM1	5/4/17
H1	Glycil-L-Proline		0.469		5643	PM1	5/4/17
H2	p-Hydroxy Phenyl Acetic Acid		0.458		5643	PM1	5/4/17
H3	m-Hydroxy Phenyl Acetic Acid		0.515		5643	PM1	5/4/17
H4	Tyramine		0.59		5643	PM1	5/4/17
H5	D-Psicose		0.526		5643	PM1	5/4/17
H6	L-Lyxose		0.648		5643	PM1	5/4/17
H7	Glucuronamide		0.525		5643	PM1	5/4/17
H8	Pyruvic Acid		0.542		5643	PM1	5/4/17
H9	L-Galactonic Acid-g-Lactone		0.603		5643	PM1	5/4/17
H10	D-Galacturonic Acid		0.519		5643	PM1	5/4/17
H11	Phenylethyl-amine		0.603		5643	PM1	5/4/17
H12	2-Aminoethanol		0.662		5643	PM1	5/4/17
A1	Negative Control		0.429		5643	PM2A	5/4/17
A2	Chondroitin Sulfate C		0.41		5643	PM2A	5/4/17
A3	a-Cyclodextrin		0.589		5643	PM2A	5/4/17
A4	b-Cyclodextrin		0.534		5643	PM2A	5/4/17
A5	g-Cyclodextrin		0.465		5643	PM2A	5/4/17
A6	Dextrin		0.208		5643	PM2A	5/4/17
A7	Gelatin		0.215		5643	PM2A	5/4/17
A8	Glycogen		0.14		5643	PM2A	5/4/17
A9	Inulin		0.504		5643	PM2A	5/4/17
A10	Laminarin		0.437		5643	PM2A	5/4/17
A11	Mannan		0.104		5643	PM2A	5/4/17
A12	Pectin		0.315		5643	PM2A	5/4/17
B1	N-Acetyl-D-Galactosamine		0.419		5643	PM2A	5/4/17
B2	N-Acetyl-Neuraminic Acid		0.453		5643	PM2A	5/4/17
B3	b-D-Allose		0.536		5643	PM2A	5/4/17
B4	Amygdalin		0.335		5643	PM2A	5/4/17
B5	D-Arabinose		0.577		5643	PM2A	5/4/17
B6	D-Arabitol		0.593		5643	PM2A	5/4/17
B7	L-Arabitol		0.443		5643	PM2A	5/4/17
B8	Arbutin		0.541		5643	PM2A	5/4/17
B9	2-Deoxy-D-Ribose		0.545		5643	PM2A	5/4/17
B10	I-Erythritol		0.515		5643	PM2A	5/4/17
B11	D-Fucose		0.526		5643	PM2A	5/4/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.576		5643	PM2A	5/4/17
C1	Gentiobiose		0.434		5643	PM2A	5/4/17
C2	L-Glucose		0.535		5643	PM2A	5/4/17
C3	Lactitol		0.468		5643	PM2A	5/4/17
C4	D-Melezitose		0.461		5643	PM2A	5/4/17
C5	Maltitol		0.523		5643	PM2A	5/4/17
C6	a-Methyl-D-Glucoside		0.528		5643	PM2A	5/4/17
C7	b-Methyl-D-Gactoside		0.494		5643	PM2A	5/4/17
C8	3-Methyl-Glucose		0.471		5643	PM2A	5/4/17
C9	b-Methyl-D-Glucuronic Acid		0.568		5643	PM2A	5/4/17
C10	a-Methyl-D-Mannoside		0.53		5643	PM2A	5/4/17
C11	b-Methyl-D-Xyloside		0.546		5643	PM2A	5/4/17
C12	Palatinose		0.638		5643	PM2A	5/4/17
D1	D-Raffinose		0.424		5643	PM2A	5/4/17
D2	Salicin		0.485		5643	PM2A	5/4/17
D3	Sedoheptulosa		0.456		5643	PM2A	5/4/17
D4	L-Sorbose		0.498		5643	PM2A	5/4/17
D5	Stachyose		0.49		5643	PM2A	5/4/17
D6	D-Tagatose		0.516		5643	PM2A	5/4/17
D7	Turanose		0.473		5643	PM2A	5/4/17
D8	Xylitol		0.522		5643	PM2A	5/4/17
D9	N-Acetyl-D-Glucosaminatol		0.604		5643	PM2A	5/4/17
D10	g-Amino Butyric Acid		0.391		5643	PM2A	5/4/17
D11	d-Amino Valeric Acid		0.599		5643	PM2A	5/4/17
D12	Butyric Acid		0.657		5643	PM2A	5/4/17
E1	Capric Acid		0.409		5643	PM2A	5/4/17
E2	Caproic Acid		0.548		5643	PM2A	5/4/17
E3	Citraconic Acid		0.677		5643	PM2A	5/4/17
E4	Citramalic Acid		0.576		5643	PM2A	5/4/17
E5	D-Glucosamine		0.461		5643	PM2A	5/4/17
E6	2-Hydroxy Benzoic Acid		0.561		5643	PM2A	5/4/17
E7	4-Hydroxy Benzoic Acid		0.533		5643	PM2A	5/4/17
E8	b-Hydroxy Butyric Acid		0.533		5643	PM2A	5/4/17
E9	g-Hydroxy Butyric Acid		0.555		5643	PM2A	5/4/17
E10	a-Keto Valeric Acid		0.526		5643	PM2A	5/4/17
E11	Itaconic Acid		0.671		5643	PM2A	5/4/17
E12	5-Keto-D-Gluconic Acid		0.62		5643	PM2A	5/4/17
F1	D-Lactic Acid Methyl Ester		0.359		5643	PM2A	5/4/17
F2	Malonic Acid		0.602		5643	PM2A	5/4/17
F3	Melibionic Acid		0.367		5643	PM2A	5/4/17
F4	Oxalic Acid		0.62		5643	PM2A	5/4/17
F5	Oxalomalic Acid		0.774		5643	PM2A	5/4/17
F6	Quinic Acid		0.463		5643	PM2A	5/4/17
F7	"D-Ribono-1,4-Lactone"		0.477		5643	PM2A	5/4/17
F8	Sebacic Acid		0.607		5643	PM2A	5/4/17
F9	Sorbic Acid		0.259		5643	PM2A	5/4/17
F10	Succinamic Acid		0.558		5643	PM2A	5/4/17
F11	D-Tartaric Acid		0.849		5643	PM2A	5/4/17
F12	L-Tartaric Acid		0.677		5643	PM2A	5/4/17
G1	Acetamide		0.496		5643	PM2A	5/4/17
G2	L-Alaninamide		0.446		5643	PM2A	5/4/17
G3	N-Acetyl-L-Glutamic Acid		0.503		5643	PM2A	5/4/17
G4	L-Arginine		0.651		5643	PM2A	5/4/17
G5	Glycine		0.683		5643	PM2A	5/4/17
G6	L-Histidine		0.601		5643	PM2A	5/4/17
G7	L-Homoserine		0.291		5643	PM2A	5/4/17
G8	Hydroxy-L-Proline		0.533		5643	PM2A	5/4/17
G9	L-Isoleucine		0.644		5643	PM2A	5/4/17
G10	L-Leucine		0.661		5643	PM2A	5/4/17
G11	L-Lysine		0.696		5643	PM2A	5/4/17
G12	L-Methionine		0.645		5643	PM2A	5/4/17
H1	L-Ornithine		0.623		5643	PM2A	5/4/17
H2	Phenylalanine		0.501		5643	PM2A	5/4/17
H3	L-Pyroglutamic Acid		0.456		5643	PM2A	5/4/17
H4	L-Valine		0.496		5643	PM2A	5/4/17
H5	"D,L-Carnitine"		0.54		5643	PM2A	5/4/17
H6	Sec-Butylamine		0.683		5643	PM2A	5/4/17
H7	"D,L-Octopamine"		0.534		5643	PM2A	5/4/17
H8	Putrescine		0.577		5643	PM2A	5/4/17
H9	Dihydroxy Acetone		0.527		5643	PM2A	5/4/17
H10	"2,3-Butanediol"		0.615		5643	PM2A	5/4/17
H11	"2,3-Butanone"		0.47		5643	PM2A	5/4/17
H12	3-Hydroxy 2-Butanone		0.655		5643	PM2A	5/4/17
A1	Negative Control		0.471		5111	PM1	5/4/17
A2	L-Arabinose		0.596		5111	PM1	5/4/17
A3	N-Acetyl-D-Glucosamine		0.449		5111	PM1	5/4/17
A4	D-Saccharic Acid		0.648		5111	PM1	5/4/17
A5	Succinic Acid		0.505		5111	PM1	5/4/17
A6	D-Galactose		0.594		5111	PM1	5/4/17
A7	L-Aspartic Acid		0.52		5111	PM1	5/4/17
A8	L-Proline		0.53		5111	PM1	5/4/17
A9	D-Alanine		0.497		5111	PM1	5/4/17
A10	D-Trehalose		0.415		5111	PM1	5/4/17
A11	D-Mannose		0.653		5111	PM1	5/4/17
A12	Dulcitol		0.53		5111	PM1	5/4/17
B1	D-Serine		0.379		5111	PM1	5/4/17
B2	D-Sorbitol		0.44		5111	PM1	5/4/17
B3	Glycerol		0.429		5111	PM1	5/4/17
B4	L-Fucose		0.463		5111	PM1	5/4/17
B5	D-Glucuronic Acid		0.514		5111	PM1	5/4/17
B6	D-Gluconic Acid		0.609		5111	PM1	5/4/17
B7	"D,L-a-Glycerol-Phosphate"		0.385		5111	PM1	5/4/17
B8	D-Xylose		0.689		5111	PM1	5/4/17
B9	L-Lactic Acid		0.456		5111	PM1	5/4/17
B10	Formic Acid		0.513		5111	PM1	5/4/17
B11	D-Mannitol		0.614		5111	PM1	5/4/17
B12	L-Glutamic Acid		0.57		5111	PM1	5/4/17
C1	D-Glucose-6-Phosphate		0.482		5111	PM1	5/4/17
C2	D-Galactonic Acid-g-Lactone		0.466		5111	PM1	5/4/17
C3	"D,L-Malic Acid"		0.518		5111	PM1	5/4/17
C4	D-Ribose		0.638		5111	PM1	5/4/17
C5	Tween 20		0.021		5111	PM1	5/4/17
C6	L-Rhamnose		0.507		5111	PM1	5/4/17
C7	D-Fructose		0.537		5111	PM1	5/4/17
C8	Acetic Acid		0.572		5111	PM1	5/4/17
C9	a-D-Glucose		0.523		5111	PM1	5/4/17
C10	Maltose		0.464		5111	PM1	5/4/17
C11	D-Melibiose		0.593		5111	PM1	5/4/17
C12	Thymidine		0.486		5111	PM1	5/4/17
D1	L-Asparagine		0.528		5111	PM1	5/4/17
D2	D-Aspartic Acid		0.404		5111	PM1	5/4/17
D3	D-Glucosaminic Acid		0.567		5111	PM1	5/4/17
D4	"1,2-Propanediol"		0.397		5111	PM1	5/4/17
D5	Tween 40		0.028		5111	PM1	5/4/17
D6	a-Keto-Glutaric Acid		0.442		5111	PM1	5/4/17
D7	a-Keto-Butyric Acid		0.534		5111	PM1	5/4/17
D8	a-Methyl-D-Galactoside		0.455		5111	PM1	5/4/17
D9	a-D-Lactose		0.43		5111	PM1	5/4/17
D10	Lactulose		0.408		5111	PM1	5/4/17
D11	Sucrose		0.469		5111	PM1	5/4/17
D12	Uridine		0.437		5111	PM1	5/4/17
E1	L-Glutamine		0.596		5111	PM1	5/4/17
E2	M-Tartaric Acid		0.582		5111	PM1	5/4/17
E3	D-Glucose-1-Phosphate		0.449		5111	PM1	5/4/17
E4	D-Fructose-6-Phosphate		0.389		5111	PM1	5/4/17
E5	Tween 80		0.019		5111	PM1	5/4/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.468		5111	PM1	5/4/17
E7	a-Hydroxy Butyric Acid		0.662		5111	PM1	5/4/17
E8	b-Methyl-D-Glucoside		0.462		5111	PM1	5/4/17
E9	Adonitol		0.454		5111	PM1	5/4/17
E10	Maltotriose		0.387		5111	PM1	5/4/17
E11	2-Deoxy Adenosine		0.434		5111	PM1	5/4/17
E12	Adenosine		0.326		5111	PM1	5/4/17
F1	Glycil-L-Aspartic Acid		0.413		5111	PM1	5/4/17
F2	Citric Acid		0.615		5111	PM1	5/4/17
F3	M-Inositol		0.438		5111	PM1	5/4/17
F4	D-Threonine		0.625		5111	PM1	5/4/17
F5	Fumaric Acid		0.454		5111	PM1	5/4/17
F6	Bromo Succinic Acid		0.528		5111	PM1	5/4/17
F7	Propionic Acid		0.563		5111	PM1	5/4/17
F8	Mucic Acid		0.424		5111	PM1	5/4/17
F9	Glycolic Acid		0.534		5111	PM1	5/4/17
F10	Glyoxylic Acid		0.689		5111	PM1	5/4/17
F11	D-Cellobiose		0.447		5111	PM1	5/4/17
F12	Inosine		0.35		5111	PM1	5/4/17
G1	Glycil-L-Glutamic Acid		0.402		5111	PM1	5/4/17
G2	Tricarballylic Acid		0.49		5111	PM1	5/4/17
G3	L-Serine		0.617		5111	PM1	5/4/17
G4	L-Threonine		0.632		5111	PM1	5/4/17
G5	L-Alanine		0.515		5111	PM1	5/4/17
G6	L-Alanyl-Glycine		0.454		5111	PM1	5/4/17
G7	Acetoacetic Acid		0.493		5111	PM1	5/4/17
G8	N-Acetyl-b-D-Mannosamine		0.44		5111	PM1	5/4/17
G9	Mono Methyl Succinate		0.592		5111	PM1	5/4/17
G10	Methyl Pyruvate		0.241		5111	PM1	5/4/17
G11	D-Malic Acid		0.704		5111	PM1	5/4/17
G12	L-Malic Acid		0.51		5111	PM1	5/4/17
H1	Glycil-L-Proline		0.327		5111	PM1	5/4/17
H2	p-Hydroxy Phenyl Acetic Acid		0.374		5111	PM1	5/4/17
H3	m-Hydroxy Phenyl Acetic Acid		0.422		5111	PM1	5/4/17
H4	Tyramine		0.489		5111	PM1	5/4/17
H5	D-Psicose		0.393		5111	PM1	5/4/17
H6	L-Lyxose		0.665		5111	PM1	5/4/17
H7	Glucuronamide		0.374		5111	PM1	5/4/17
H8	Pyruvic Acid		0.48		5111	PM1	5/4/17
H9	L-Galactonic Acid-g-Lactone		0.542		5111	PM1	5/4/17
H10	D-Galacturonic Acid		0.52		5111	PM1	5/4/17
H11	Phenylethyl-amine		0.539		5111	PM1	5/4/17
H12	2-Aminoethanol		0.544		5111	PM1	5/4/17
A1	Negative Control		0.42		5111	PM2A	5/4/17
A2	Chondroitin Sulfate C		0.355		5111	PM2A	5/4/17
A3	a-Cyclodextrin		0.782		5111	PM2A	5/4/17
A4	b-Cyclodextrin		0.579		5111	PM2A	5/4/17
A5	g-Cyclodextrin		0.441		5111	PM2A	5/4/17
A6	Dextrin		0.201		5111	PM2A	5/4/17
A7	Gelatin		0.167		5111	PM2A	5/4/17
A8	Glycogen		0.152		5111	PM2A	5/4/17
A9	Inulin		0.414		5111	PM2A	5/4/17
A10	Laminarin		0.495		5111	PM2A	5/4/17
A11	Mannan		0.106		5111	PM2A	5/4/17
A12	Pectin		0.283		5111	PM2A	5/4/17
B1	N-Acetyl-D-Galactosamine		0.415		5111	PM2A	5/4/17
B2	N-Acetyl-Neuraminic Acid		0.443		5111	PM2A	5/4/17
B3	b-D-Allose		0.578		5111	PM2A	5/4/17
B4	Amygdalin		0.312		5111	PM2A	5/4/17
B5	D-Arabinose		0.567		5111	PM2A	5/4/17
B6	D-Arabitol		0.599		5111	PM2A	5/4/17
B7	L-Arabitol		0.413		5111	PM2A	5/4/17
B8	Arbutin		0.466		5111	PM2A	5/4/17
B9	2-Deoxy-D-Ribose		0.471		5111	PM2A	5/4/17
B10	I-Erythritol		0.443		5111	PM2A	5/4/17
B11	D-Fucose		0.47		5111	PM2A	5/4/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.426		5111	PM2A	5/4/17
C1	Gentiobiose		0.417		5111	PM2A	5/4/17
C2	L-Glucose		0.52		5111	PM2A	5/4/17
C3	Lactitol		0.498		5111	PM2A	5/4/17
C4	D-Melezitose		0.452		5111	PM2A	5/4/17
C5	Maltitol		0.471		5111	PM2A	5/4/17
C6	a-Methyl-D-Glucoside		0.443		5111	PM2A	5/4/17
C7	b-Methyl-D-Gactoside		0.399		5111	PM2A	5/4/17
C8	3-Methyl-Glucose		0.385		5111	PM2A	5/4/17
C9	b-Methyl-D-Glucuronic Acid		0.456		5111	PM2A	5/4/17
C10	a-Methyl-D-Mannoside		0.472		5111	PM2A	5/4/17
C11	b-Methyl-D-Xyloside		0.425		5111	PM2A	5/4/17
C12	Palatinose		0.424		5111	PM2A	5/4/17
D1	D-Raffinose		0.421		5111	PM2A	5/4/17
D2	Salicin		0.454		5111	PM2A	5/4/17
D3	Sedoheptulosa		0.49		5111	PM2A	5/4/17
D4	L-Sorbose		0.513		5111	PM2A	5/4/17
D5	Stachyose		0.453		5111	PM2A	5/4/17
D6	D-Tagatose		0.458		5111	PM2A	5/4/17
D7	Turanose		0.398		5111	PM2A	5/4/17
D8	Xylitol		0.454		5111	PM2A	5/4/17
D9	N-Acetyl-D-Glucosaminatol		0.454		5111	PM2A	5/4/17
D10	g-Amino Butyric Acid		0.533		5111	PM2A	5/4/17
D11	d-Amino Valeric Acid		0.456		5111	PM2A	5/4/17
D12	Butyric Acid		0.576		5111	PM2A	5/4/17
E1	Capric Acid		0.52		5111	PM2A	5/4/17
