Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
F7	"D-Ribono-1,4-Lactone"		0.2047		5168	PM2A	3/8/16
F8	Sebacic Acid		0.3018		5168	PM2A	3/8/16
F9	Sorbic Acid		0.1538		5168	PM2A	3/8/16
F10	Succinamic Acid		0.3582		5168	PM2A	3/8/16
F11	D-Tartaric Acid		0.5563		5168	PM2A	3/8/16
F12	L-Tartaric Acid		0.5363		5168	PM2A	3/8/16
G1	Acetamide		0.2831		5168	PM2A	3/8/16
G2	L-Alaninamide		0.2987		5168	PM2A	3/8/16
G3	N-Acetyl-L-Glutamic Acid		0.3548		5168	PM2A	3/8/16
G4	L-Arginine		0.5122		5168	PM2A	3/8/16
G5	Glycine		0.3311		5168	PM2A	3/8/16
G6	L-Histidine		0.3881		5168	PM2A	3/8/16
G7	L-Homoserine		0.1076		5168	PM2A	3/8/16
G8	Hydroxy-L-Proline		0.4919		5168	PM2A	3/8/16
G9	L-Isoleucine		0.5713		5168	PM2A	3/8/16
G10	L-Leucine		0.4063		5168	PM2A	3/8/16
G11	L-Lysine		0.4575		5168	PM2A	3/8/16
G12	L-Methionine		0.4357		5168	PM2A	3/8/16
H1	L-Ornithine		0.5747		5168	PM2A	3/8/16
H2	Phenylalanine		0.2595		5168	PM2A	3/8/16
H3	L-Pyroglutamic Acid		0.3973		5168	PM2A	3/8/16
H4	L-Valine		0.456		5168	PM2A	3/8/16
H5	"D,L-Carnitine"		0.3742		5168	PM2A	3/8/16
H6	Sec-Butylamine		0.4224		5168	PM2A	3/8/16
H7	"D,L-Octopamine"		0.3877		5168	PM2A	3/8/16
H8	Putrescine		0.416		5168	PM2A	3/8/16
H9	Dihydroxy Acetone		0.1984		5168	PM2A	3/8/16
H10	"2,3-Butanediol"		0.3417		5168	PM2A	3/8/16
H11	"2,3-Butanone"		0.1436		5168	PM2A	3/8/16
H12	3-Hydroxy 2-Butanone		0.3486		5168	PM2A	3/8/16
A1	Negative Control		0.3554		5518	PM2A	3/8/16
A2	Chondroitin Sulfate C		0.2753		5518	PM2A	3/8/16
A3	a-Cyclodextrin		0.4278		5518	PM2A	3/8/16
A4	b-Cyclodextrin		0.2734		5518	PM2A	3/8/16
A5	g-Cyclodextrin		0.29		5518	PM2A	3/8/16
A6	Dextrin		0.0573		5518	PM2A	3/8/16
A7	Gelatin		0.144		5518	PM2A	3/8/16
A8	Glycogen		0.1106		5518	PM2A	3/8/16
A9	Inulin		0.1257		5518	PM2A	3/8/16
A10	Laminarin		0.2388		5518	PM2A	3/8/16
A11	Mannan		0.0699		5518	PM2A	3/8/16
A12	Pectin		0.2501		5518	PM2A	3/8/16
B1	N-Acetyl-D-Galactosamine		0.3674		5518	PM2A	3/8/16
B2	N-Acetyl-Neuraminic Acid		0.3508		5518	PM2A	3/8/16
B3	b-D-Allose		0.3408		5518	PM2A	3/8/16
B4	Amygdalin		0.2205		5518	PM2A	3/8/16
B5	D-Arabinose		0.2922		5518	PM2A	3/8/16
B6	D-Arabitol		0.4011		5518	PM2A	3/8/16
B7	L-Arabitol		0.3096		5518	PM2A	3/8/16
B8	Arbutin		0.2398		5518	PM2A	3/8/16
B9	2-Deoxy-D-Ribose		0.2042		5518	PM2A	3/8/16
B10	I-Erythritol		0.3418		5518	PM2A	3/8/16
B11	D-Fucose		0.4148		5518	PM2A	3/8/16
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.3357		5518	PM2A	3/8/16
C1	Gentiobiose		0.343		5518	PM2A	3/8/16
C2	L-Glucose		0.3682		5518	PM2A	3/8/16
C3	Lactitol		0.2925		5518	PM2A	3/8/16
C4	D-Melezitose		0.2557		5518	PM2A	3/8/16
C5	Maltitol		0.2642		5518	PM2A	3/8/16
C6	a-Methyl-D-Glucoside		0.2331		5518	PM2A	3/8/16
C7	b-Methyl-D-Gactoside		0.2712		5518	PM2A	3/8/16
C8	3-Methyl-Glucose		0.2006		5518	PM2A	3/8/16
C9	b-Methyl-D-Glucuronic Acid		0.2739		5518	PM2A	3/8/16
C10	a-Methyl-D-Mannoside		0.3249		5518	PM2A	3/8/16
C11	b-Methyl-D-Xyloside		0.3301		5518	PM2A	3/8/16
C12	Palatinose		0.4236		5518	PM2A	3/8/16
D1	D-Raffinose		0.3601		5518	PM2A	3/8/16
D2	Salicin		0.2523		5518	PM2A	3/8/16
D3	Sedoheptulosa		0.3017		5518	PM2A	3/8/16
D4	L-Sorbose		0.2727		5518	PM2A	3/8/16
D5	Stachyose		0.2708		5518	PM2A	3/8/16
D6	D-Tagatose		0.2189		5518	PM2A	3/8/16
D7	Turanose		0.2816		5518	PM2A	3/8/16
D8	Xylitol		0.2549		5518	PM2A	3/8/16
D9	N-Acetyl-D-Glucosaminatol		0.2289		5518	PM2A	3/8/16
D10	g-Amino Butyric Acid		0.4112		5518	PM2A	3/8/16
D11	d-Amino Valeric Acid		0.3298		5518	PM2A	3/8/16
D12	Butyric Acid		0.5607		5518	PM2A	3/8/16
E1	Capric Acid		0.4253		5518	PM2A	3/8/16
E2	Caproic Acid		0.2799		5518	PM2A	3/8/16
E3	Citraconic Acid		0.437		5518	PM2A	3/8/16
E4	Citramalic Acid		0.3843		5518	PM2A	3/8/16
E5	D-Glucosamine		0.2303		5518	PM2A	3/8/16
E6	2-Hydroxy Benzoic Acid		0.3759		5518	PM2A	3/8/16
E7	4-Hydroxy Benzoic Acid		0.2952		5518	PM2A	3/8/16
E8	b-Hydroxy Butyric Acid		0.3065		5518	PM2A	3/8/16
E9	g-Hydroxy Butyric Acid		0.3031		5518	PM2A	3/8/16
E10	a-Keto Valeric Acid		0.4983		5518	PM2A	3/8/16
E11	Itaconic Acid		0.5092		5518	PM2A	3/8/16
E12	5-Keto-D-Gluconic Acid		0.444		5518	PM2A	3/8/16
F1	D-Lactic Acid Methyl Ester		0.2418		5518	PM2A	3/8/16
F2	Malonic Acid		0.4122		5518	PM2A	3/8/16
F3	Melibionic Acid		0.203		5518	PM2A	3/8/16
F4	Oxalic Acid		0.2843		5518	PM2A	3/8/16
F5	Oxalomalic Acid		0.3473		5518	PM2A	3/8/16
F6	Quinic Acid		0.2918		5518	PM2A	3/8/16
F7	"D-Ribono-1,4-Lactone"		0.2246		5518	PM2A	3/8/16
F8	Sebacic Acid		0.2803		5518	PM2A	3/8/16
F9	Sorbic Acid		0.1815		5518	PM2A	3/8/16
F10	Succinamic Acid		0.3054		5518	PM2A	3/8/16
F11	D-Tartaric Acid		0.5464		5518	PM2A	3/8/16
F12	L-Tartaric Acid		0.5204		5518	PM2A	3/8/16
G1	Acetamide		0.333		5518	PM2A	3/8/16
G2	L-Alaninamide		0.2445		5518	PM2A	3/8/16
G3	N-Acetyl-L-Glutamic Acid		0.3316		5518	PM2A	3/8/16
G4	L-Arginine		0.5797		5518	PM2A	3/8/16
G5	Glycine		0.3074		5518	PM2A	3/8/16
G6	L-Histidine		0.3769		5518	PM2A	3/8/16
G7	L-Homoserine		0.1183		5518	PM2A	3/8/16
G8	Hydroxy-L-Proline		0.4748		5518	PM2A	3/8/16
G9	L-Isoleucine		0.5333		5518	PM2A	3/8/16
G10	L-Leucine		0.3974		5518	PM2A	3/8/16
G11	L-Lysine		0.4184		5518	PM2A	3/8/16
G12	L-Methionine		0.4505		5518	PM2A	3/8/16
H1	L-Ornithine		0.6068		5518	PM2A	3/8/16
H2	Phenylalanine		0.3055		5518	PM2A	3/8/16
H3	L-Pyroglutamic Acid		0.4088		5518	PM2A	3/8/16
H4	L-Valine		0.4684		5518	PM2A	3/8/16
H5	"D,L-Carnitine"		0.4087		5518	PM2A	3/8/16
H6	Sec-Butylamine		0.3718		5518	PM2A	3/8/16
H7	"D,L-Octopamine"		0.3381		5518	PM2A	3/8/16
H8	Putrescine		0.3436		5518	PM2A	3/8/16
H9	Dihydroxy Acetone		0.3049		5518	PM2A	3/8/16
H10	"2,3-Butanediol"		0.3855		5518	PM2A	3/8/16
H11	"2,3-Butanone"		0.1967		5518	PM2A	3/8/16
H12	3-Hydroxy 2-Butanone		0.3741		5518	PM2A	3/8/16
