Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
F2	Citric Acid		0.6841		0050	PM1	6/21/17
F3	M-Inositol		0.3954		0050	PM1	6/21/17
F4	D-Threonine		0.5695		0050	PM1	6/21/17
F5	Fumaric Acid		0.3766		0050	PM1	6/21/17
F6	Bromo Succinic Acid		0.628		0050	PM1	6/21/17
F7	Propionic Acid		0.5752		0050	PM1	6/21/17
F8	Mucic Acid		0.3454		0050	PM1	6/21/17
F9	Glycolic Acid		0.4205		0050	PM1	6/21/17
F10	Glyoxylic Acid		0.4823		0050	PM1	6/21/17
F11	D-Cellobiose		0.3343		0050	PM1	6/21/17
F12	Inosine		0.3745		0050	PM1	6/21/17
G1	Glycil-L-Glutamic Acid		0.3872		0050	PM1	6/21/17
G2	Tricarballylic Acid		0.5604		0050	PM1	6/21/17
G3	L-Serine		0.6676		0050	PM1	6/21/17
G4	L-Threonine		0.4914		0050	PM1	6/21/17
G5	L-Alanine		0.413		0050	PM1	6/21/17
G6	L-Alanyl-Glycine		0.3735		0050	PM1	6/21/17
G7	Acetoacetic Acid		0.4746		0050	PM1	6/21/17
G8	N-Acetyl-b-D-Mannosamine		0.2971		0050	PM1	6/21/17
G9	Mono Methyl Succinate		0.4481		0050	PM1	6/21/17
G10	Methyl Pyruvate		0.429		0050	PM1	6/21/17
G11	D-Malic Acid		0.579		0050	PM1	6/21/17
G12	L-Malic Acid		0.5606		0050	PM1	6/21/17
H1	Glycil-L-Proline		0.372		0050	PM1	6/21/17
H2	p-Hydroxy Phenyl Acetic Acid		0.3895		0050	PM1	6/21/17
H3	m-Hydroxy Phenyl Acetic Acid		0.4289		0050	PM1	6/21/17
H4	Tyramine		0.4952		0050	PM1	6/21/17
H5	D-Psicose		0.3888		0050	PM1	6/21/17
H6	L-Lyxose		0.4383		0050	PM1	6/21/17
H7	Glucuronamide		0.2784		0050	PM1	6/21/17
H8	Pyruvic Acid		0.3822		0050	PM1	6/21/17
H9	L-Galactonic Acid-g-Lactone		0.3613		0050	PM1	6/21/17
H10	D-Galacturonic Acid		0.3243		0050	PM1	6/21/17
H11	Phenylethyl-amine		0.5061		0050	PM1	6/21/17
H12	2-Aminoethanol		0.4442		0050	PM1	6/21/17
A1	Negative Control		0.3109		0050	PM2A	6/21/17
A2	Chondroitin Sulfate C		0.3399		0050	PM2A	6/21/17
A3	a-Cyclodextrin		0.5863		0050	PM2A	6/21/17
A4	b-Cyclodextrin		0.3959		0050	PM2A	6/21/17
A5	g-Cyclodextrin		0.2818		0050	PM2A	6/21/17
A6	Dextrin		0.1132		0050	PM2A	6/21/17
A7	Gelatin		0.3185		0050	PM2A	6/21/17
A8	Glycogen		0.1521		0050	PM2A	6/21/17
A9	Inulin		0.2786		0050	PM2A	6/21/17
A10	Laminarin		0.2044		0050	PM2A	6/21/17
A11	Mannan		0.0496		0050	PM2A	6/21/17
A12	Pectin		0.3112		0050	PM2A	6/21/17
B1	N-Acetyl-D-Galactosamine		0.3329		0050	PM2A	6/21/17
B2	N-Acetyl-Neuraminic Acid		0.2803		0050	PM2A	6/21/17
B3	b-D-Allose		0.4015		0050	PM2A	6/21/17
B4	Amygdalin		0.2436		0050	PM2A	6/21/17
B5	D-Arabinose		0.281		0050	PM2A	6/21/17
B6	D-Arabitol		0.3792		0050	PM2A	6/21/17
B7	L-Arabitol		0.2527		0050	PM2A	6/21/17
B8	Arbutin		0.232		0050	PM2A	6/21/17
B9	2-Deoxy-D-Ribose		0.2833		0050	PM2A	6/21/17
B10	I-Erythritol		0.2657		0050	PM2A	6/21/17
B11	D-Fucose		0.2647		0050	PM2A	6/21/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.2276		0050	PM2A	6/21/17
C1	Gentiobiose		0.3364		0050	PM2A	6/21/17
C2	L-Glucose		0.3333		0050	PM2A	6/21/17
C3	Lactitol		0.3273		0050	PM2A	6/21/17
C4	D-Melezitose		0.2454		0050	PM2A	6/21/17
C5	Maltitol		0.2756		0050	PM2A	6/21/17
C6	a-Methyl-D-Glucoside		0.2744		0050	PM2A	6/21/17
C7	b-Methyl-D-Gactoside		0.3019		0050	PM2A	6/21/17
C8	3-Methyl-Glucose		0.2663		0050	PM2A	6/21/17
C9	b-Methyl-D-Glucuronic Acid		0.2867		0050	PM2A	6/21/17
C10	a-Methyl-D-Mannoside		0.2522		0050	PM2A	6/21/17
C11	b-Methyl-D-Xyloside		0.2615		0050	PM2A	6/21/17
C12	Palatinose		0.3498		0050	PM2A	6/21/17
D1	D-Raffinose		0.3027		0050	PM2A	6/21/17
D2	Salicin		0.272		0050	PM2A	6/21/17
D3	Sedoheptulosa		0.339		0050	PM2A	6/21/17
D4	L-Sorbose		0.5001		0050	PM2A	6/21/17
D5	Stachyose		0.3116		0050	PM2A	6/21/17
D6	D-Tagatose		0.3846		0050	PM2A	6/21/17
D7	Turanose		0.2778		0050	PM2A	6/21/17
D8	Xylitol		0.2744		0050	PM2A	6/21/17
D9	N-Acetyl-D-Glucosaminatol		0.2339		0050	PM2A	6/21/17
D10	g-Amino Butyric Acid		0.3217		0050	PM2A	6/21/17
D11	d-Amino Valeric Acid		0.2816		0050	PM2A	6/21/17
D12	Butyric Acid		0.5004		0050	PM2A	6/21/17
E1	Capric Acid		0.4483		0050	PM2A	6/21/17
E2	Caproic Acid		0.4045		0050	PM2A	6/21/17
E3	Citraconic Acid		0.4444		0050	PM2A	6/21/17
E4	Citramalic Acid		0.5368		0050	PM2A	6/21/17
E5	D-Glucosamine		0.306		0050	PM2A	6/21/17
E6	2-Hydroxy Benzoic Acid		0.7832		0050	PM2A	6/21/17
E7	4-Hydroxy Benzoic Acid		0.3698		0050	PM2A	6/21/17
E8	b-Hydroxy Butyric Acid		0.3638		0050	PM2A	6/21/17
E9	g-Hydroxy Butyric Acid		0.338		0050	PM2A	6/21/17
E10	a-Keto Valeric Acid		0.5007		0050	PM2A	6/21/17
E11	Itaconic Acid		0.3976		0050	PM2A	6/21/17
E12	5-Keto-D-Gluconic Acid		0.2368		0050	PM2A	6/21/17
F1	D-Lactic Acid Methyl Ester		0.4326		0050	PM2A	6/21/17
F2	Malonic Acid		0.3713		0050	PM2A	6/21/17
F3	Melibionic Acid		0.4194		0050	PM2A	6/21/17
F4	Oxalic Acid		0.3433		0050	PM2A	6/21/17
F5	Oxalomalic Acid		0.4188		0050	PM2A	6/21/17
F6	Quinic Acid		0.4208		0050	PM2A	6/21/17
F7	"D-Ribono-1,4-Lactone"		0.3339		0050	PM2A	6/21/17
F8	Sebacic Acid		0.3692		0050	PM2A	6/21/17
F9	Sorbic Acid		0.258		0050	PM2A	6/21/17
F10	Succinamic Acid		0.3228		0050	PM2A	6/21/17
F11	D-Tartaric Acid		0.4635		0050	PM2A	6/21/17
F12	L-Tartaric Acid		0.3455		0050	PM2A	6/21/17
G1	Acetamide		0.3477		0050	PM2A	6/21/17
G2	L-Alaninamide		0.326		0050	PM2A	6/21/17
G3	N-Acetyl-L-Glutamic Acid		0.3613		0050	PM2A	6/21/17
G4	L-Arginine		0.5345		0050	PM2A	6/21/17
G5	Glycine		0.3443		0050	PM2A	6/21/17
G6	L-Histidine		0.4249		0050	PM2A	6/21/17
G7	L-Homoserine		0.1151		0050	PM2A	6/21/17
G8	Hydroxy-L-Proline		0.4878		0050	PM2A	6/21/17
G9	L-Isoleucine		0.5648		0050	PM2A	6/21/17
G10	L-Leucine		0.3956		0050	PM2A	6/21/17
G11	L-Lysine		0.3565		0050	PM2A	6/21/17
G12	L-Methionine		0.3383		0050	PM2A	6/21/17
H1	L-Ornithine		0.4833		0050	PM2A	6/21/17
H2	Phenylalanine		0.2696		0050	PM2A	6/21/17
H3	L-Pyroglutamic Acid		0.4249		0050	PM2A	6/21/17
H4	L-Valine		0.5149		0050	PM2A	6/21/17
H5	"D,L-Carnitine"		0.3283		0050	PM2A	6/21/17
H6	Sec-Butylamine		0.4457		0050	PM2A	6/21/17
H7	"D,L-Octopamine"		0.3036		0050	PM2A	6/21/17
H8	Putrescine		0.3829		0050	PM2A	6/21/17
H9	Dihydroxy Acetone		0.3307		0050	PM2A	6/21/17
H10	"2,3-Butanediol"		0.308		0050	PM2A	6/21/17
H11	"2,3-Butanone"		0.2939		0050	PM2A	6/21/17
H12	3-Hydroxy 2-Butanone		0.2809		0050	PM2A	6/21/17
A1	Negative Control		0.409		2297	PM1	6/21/17
A2	L-Arabinose		0.4643		2297	PM1	6/21/17
A3	N-Acetyl-D-Glucosamine		0.3203		2297	PM1	6/21/17
A4	D-Saccharic Acid		0.5594		2297	PM1	6/21/17
A5	Succinic Acid		0.4762		2297	PM1	6/21/17
A6	D-Galactose		0.4258		2297	PM1	6/21/17
A7	L-Aspartic Acid		0.4563		2297	PM1	6/21/17
A8	L-Proline		0.4094		2297	PM1	6/21/17
A9	D-Alanine		0.3734		2297	PM1	6/21/17
A10	D-Trehalose		0.2789		2297	PM1	6/21/17
A11	D-Mannose		0.3843		2297	PM1	6/21/17
A12	Dulcitol		0.2619		2297	PM1	6/21/17
B1	D-Serine		0.3532		2297	PM1	6/21/17
B2	D-Sorbitol		0.3564		2297	PM1	6/21/17
B3	Glycerol		0.3326		2297	PM1	6/21/17
B4	L-Fucose		0.345		2297	PM1	6/21/17
B5	D-Glucuronic Acid		0.3623		2297	PM1	6/21/17
B6	D-Gluconic Acid		0.5578		2297	PM1	6/21/17
B7	"D,L-a-Glycerol-Phosphate"		0.3921		2297	PM1	6/21/17
B8	D-Xylose		0.4306		2297	PM1	6/21/17
B9	L-Lactic Acid		0.4935		2297	PM1	6/21/17
B10	Formic Acid		0.3826		2297	PM1	6/21/17
B11	D-Mannitol		0.4028		2297	PM1	6/21/17
B12	L-Glutamic Acid		0.424		2297	PM1	6/21/17
C1	D-Glucose-6-Phosphate		0.3672		2297	PM1	6/21/17
C2	D-Galactonic Acid-g-Lactone		0.4546		2297	PM1	6/21/17
C3	"D,L-Malic Acid"		0.4658		2297	PM1	6/21/17
C4	D-Ribose		0.4207		2297	PM1	6/21/17
C5	Tween 20		0.0129		2297	PM1	6/21/17
C6	L-Rhamnose		0.3618		2297	PM1	6/21/17
C7	D-Fructose		0.3503		2297	PM1	6/21/17
C8	Acetic Acid		0.3852		2297	PM1	6/21/17
C9	a-D-Glucose		0.4927		2297	PM1	6/21/17
C10	Maltose		0.2744		2297	PM1	6/21/17
C11	D-Melibiose		0.3056		2297	PM1	6/21/17
C12	Thymidine		0.3096		2297	PM1	6/21/17
D1	L-Asparagine		0.4541		2297	PM1	6/21/17
D2	D-Aspartic Acid		0.5118		2297	PM1	6/21/17
D3	D-Glucosaminic Acid		0.3994		2297	PM1	6/21/17
D4	"1,2-Propanediol"		0.3688		2297	PM1	6/21/17
D5	Tween 40		0.0153		2297	PM1	6/21/17
D6	a-Keto-Glutaric Acid		0.4395		2297	PM1	6/21/17
D7	a-Keto-Butyric Acid		0.5697		2297	PM1	6/21/17
D8	a-Methyl-D-Galactoside		0.3207		2297	PM1	6/21/17
D9	a-D-Lactose		0.3144		2297	PM1	6/21/17
D10	Lactulose		0.2957		2297	PM1	6/21/17
D11	Sucrose		0.3225		2297	PM1	6/21/17
D12	Uridine		0.2765		2297	PM1	6/21/17
E1	L-Glutamine		0.5328		2297	PM1	6/21/17
E2	M-Tartaric Acid		0.6548		2297	PM1	6/21/17
E3	D-Glucose-1-Phosphate		0.344		2297	PM1	6/21/17
E4	D-Fructose-6-Phosphate		0.3768		2297	PM1	6/21/17
E5	Tween 80		0.0101		2297	PM1	6/21/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.3956		2297	PM1	6/21/17
E7	a-Hydroxy Butyric Acid		0.526		2297	PM1	6/21/17
E8	b-Methyl-D-Glucoside		0.3582		2297	PM1	6/21/17
E9	Adonitol		0.3654		2297	PM1	6/21/17
E10	Maltotriose		0.3048		2297	PM1	6/21/17
E11	2-Deoxy Adenosine		0.2568		2297	PM1	6/21/17
E12	Adenosine		0.2599		2297	PM1	6/21/17
F1	Glycil-L-Aspartic Acid		0.3949		2297	PM1	6/21/17
F2	Citric Acid		0.5718		2297	PM1	6/21/17
F3	M-Inositol		0.3786		2297	PM1	6/21/17
F4	D-Threonine		0.526		2297	PM1	6/21/17
F5	Fumaric Acid		0.4197		2297	PM1	6/21/17
F6	Bromo Succinic Acid		0.6029		2297	PM1	6/21/17
F7	Propionic Acid		0.5392		2297	PM1	6/21/17
F8	Mucic Acid		0.4204		2297	PM1	6/21/17
F9	Glycolic Acid		0.396		2297	PM1	6/21/17
F10	Glyoxylic Acid		0.4799		2297	PM1	6/21/17
F11	D-Cellobiose		0.3178		2297	PM1	6/21/17
F12	Inosine		0.3119		2297	PM1	6/21/17
G1	Glycil-L-Glutamic Acid		0.3815		2297	PM1	6/21/17
G2	Tricarballylic Acid		0.5154		2297	PM1	6/21/17
G3	L-Serine		0.604		2297	PM1	6/21/17
G4	L-Threonine		0.5216		2297	PM1	6/21/17
G5	L-Alanine		0.4249		2297	PM1	6/21/17
G6	L-Alanyl-Glycine		0.4389		2297	PM1	6/21/17
G7	Acetoacetic Acid		0.4327		2297	PM1	6/21/17
G8	N-Acetyl-b-D-Mannosamine		0.4057		2297	PM1	6/21/17
G9	Mono Methyl Succinate		0.4478		2297	PM1	6/21/17
G10	Methyl Pyruvate		0.4237		2297	PM1	6/21/17
G11	D-Malic Acid		0.4701		2297	PM1	6/21/17
G12	L-Malic Acid		0.4102		2297	PM1	6/21/17
H1	Glycil-L-Proline		0.3929		2297	PM1	6/21/17
H2	p-Hydroxy Phenyl Acetic Acid		0.3594		2297	PM1	6/21/17
H3	m-Hydroxy Phenyl Acetic Acid		0.445		2297	PM1	6/21/17
H4	Tyramine		0.5156		2297	PM1	6/21/17
H5	D-Psicose		0.4535		2297	PM1	6/21/17
H6	L-Lyxose		0.4718		2297	PM1	6/21/17
H7	Glucuronamide		0.4292		2297	PM1	6/21/17
H8	Pyruvic Acid		0.5594		2297	PM1	6/21/17
H9	L-Galactonic Acid-g-Lactone		0.4722		2297	PM1	6/21/17
H10	D-Galacturonic Acid		0.4167		2297	PM1	6/21/17
H11	Phenylethyl-amine		0.5224		2297	PM1	6/21/17
H12	2-Aminoethanol		0.3528		2297	PM1	6/21/17
A1	Negative Control		0		2297	PM2A	6/21/17
A2	Chondroitin Sulfate C		0.3716		2297	PM2A	6/21/17
A3	a-Cyclodextrin		0.474		2297	PM2A	6/21/17
A4	b-Cyclodextrin		0.3731		2297	PM2A	6/21/17
A5	g-Cyclodextrin		0.3867		2297	PM2A	6/21/17
A6	Dextrin		0.1186		2297	PM2A	6/21/17
A7	Gelatin		0.3415		2297	PM2A	6/21/17
A8	Glycogen		0.1633		2297	PM2A	6/21/17
A9	Inulin		0.4132		2297	PM2A	6/21/17
A10	Laminarin		0.3189		2297	PM2A	6/21/17
A11	Mannan		0.0972		2297	PM2A	6/21/17
A12	Pectin		0.4237		2297	PM2A	6/21/17
B1	N-Acetyl-D-Galactosamine		0.3243		2297	PM2A	6/21/17
B2	N-Acetyl-Neuraminic Acid		0.3893		2297	PM2A	6/21/17
B3	b-D-Allose		0.4716		2297	PM2A	6/21/17
B4	Amygdalin		0.357		2297	PM2A	6/21/17
B5	D-Arabinose		0.4534		2297	PM2A	6/21/17
B6	D-Arabitol		0.4686		2297	PM2A	6/21/17
B7	L-Arabitol		0.3951		2297	PM2A	6/21/17
B8	Arbutin		0.4032		2297	PM2A	6/21/17
B9	2-Deoxy-D-Ribose		0.399		2297	PM2A	6/21/17
B10	I-Erythritol		0.4105		2297	PM2A	6/21/17
B11	D-Fucose		0.4264		2297	PM2A	6/21/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.3102		2297	PM2A	6/21/17
C1	Gentiobiose		0.3666		2297	PM2A	6/21/17
C2	L-Glucose		0.4469		2297	PM2A	6/21/17
C3	Lactitol		0.369		2297	PM2A	6/21/17
C4	D-Melezitose		0.4061		2297	PM2A	6/21/17
C5	Maltitol		0.376		2297	PM2A	6/21/17
C6	a-Methyl-D-Glucoside		0.4067		2297	PM2A	6/21/17
C7	b-Methyl-D-Gactoside		0.4172		2297	PM2A	6/21/17
C8	3-Methyl-Glucose		0.4117		2297	PM2A	6/21/17
C9	b-Methyl-D-Glucuronic Acid		0.4333		2297	PM2A	6/21/17
C10	a-Methyl-D-Mannoside		0.458		2297	PM2A	6/21/17
C11	b-Methyl-D-Xyloside		0.3902		2297	PM2A	6/21/17
C12	Palatinose		0.4358		2297	PM2A	6/21/17
D1	D-Raffinose		0.3693		2297	PM2A	6/21/17
D2	Salicin		0.4353		2297	PM2A	6/21/17
D3	Sedoheptulosa		0.3824		2297	PM2A	6/21/17
D4	L-Sorbose		0.4052		2297	PM2A	6/21/17
D5	Stachyose		0.3426		2297	PM2A	6/21/17
D6	D-Tagatose		0.4669		2297	PM2A	6/21/17
D7	Turanose		0.3661		2297	PM2A	6/21/17
D8	Xylitol		0.3891		2297	PM2A	6/21/17
D9	N-Acetyl-D-Glucosaminatol		0.4188		2297	PM2A	6/21/17
D10	g-Amino Butyric Acid		0.5038		2297	PM2A	6/21/17
D11	d-Amino Valeric Acid		0.3886		2297	PM2A	6/21/17
D12	Butyric Acid		0.5844		2297	PM2A	6/21/17
E1	Capric Acid		0.4749		2297	PM2A	6/21/17
E2	Caproic Acid		0.5126		2297	PM2A	6/21/17
E3	Citraconic Acid		0.5606		2297	PM2A	6/21/17
E4	Citramalic Acid		0.5401		2297	PM2A	6/21/17
E5	D-Glucosamine		0.3678		2297	PM2A	6/21/17
E6	2-Hydroxy Benzoic Acid		1.1522		2297	PM2A	6/21/17
E7	4-Hydroxy Benzoic Acid		0.5081		2297	PM2A	6/21/17
E8	b-Hydroxy Butyric Acid		0.4285		2297	PM2A	6/21/17
E9	g-Hydroxy Butyric Acid		0.465		2297	PM2A	6/21/17
E10	a-Keto Valeric Acid		0.7364		2297	PM2A	6/21/17
E11	Itaconic Acid		0.4994		2297	PM2A	6/21/17
E12	5-Keto-D-Gluconic Acid		0.3703		2297	PM2A	6/21/17
F1	D-Lactic Acid Methyl Ester		0.3547		2297	PM2A	6/21/17
F2	Malonic Acid		0.4406		2297	PM2A	6/21/17
F3	Melibionic Acid		0.4382		2297	PM2A	6/21/17
F4	Oxalic Acid		0.3806		2297	PM2A	6/21/17
F5	Oxalomalic Acid		0.4589		2297	PM2A	6/21/17
F6	Quinic Acid		0.4459		2297	PM2A	6/21/17
F7	"D-Ribono-1,4-Lactone"		0.4004		2297	PM2A	6/21/17
F8	Sebacic Acid		0.4715		2297	PM2A	6/21/17
F9	Sorbic Acid		0.4462		2297	PM2A	6/21/17
F10	Succinamic Acid		0.474		2297	PM2A	6/21/17
F11	D-Tartaric Acid		0.5866		2297	PM2A	6/21/17
F12	L-Tartaric Acid		0.4905		2297	PM2A	6/21/17
G1	Acetamide		0.3732		2297	PM2A	6/21/17
G2	L-Alaninamide		0.4898		2297	PM2A	6/21/17
G3	N-Acetyl-L-Glutamic Acid		0.3806		2297	PM2A	6/21/17
G4	L-Arginine		0.5249		2297	PM2A	6/21/17
G5	Glycine		0.4426		2297	PM2A	6/21/17
G6	L-Histidine		0.504		2297	PM2A	6/21/17
G7	L-Homoserine		0.0989		2297	PM2A	6/21/17
G8	Hydroxy-L-Proline		0.5231		2297	PM2A	6/21/17
G9	L-Isoleucine		0.6372		2297	PM2A	6/21/17
G10	L-Leucine		0.5416		2297	PM2A	6/21/17
G11	L-Lysine		0.4526		2297	PM2A	6/21/17
G12	L-Methionine		0.4714		2297	PM2A	6/21/17
H1	L-Ornithine		0.5145		2297	PM2A	6/21/17
H2	Phenylalanine		0.396		2297	PM2A	6/21/17
H3	L-Pyroglutamic Acid		0.556		2297	PM2A	6/21/17
H4	L-Valine		0.5868		2297	PM2A	6/21/17
H5	"D,L-Carnitine"		0.3583		2297	PM2A	6/21/17
H6	Sec-Butylamine		0.5055		2297	PM2A	6/21/17
H7	"D,L-Octopamine"		0.4689		2297	PM2A	6/21/17
H8	Putrescine		0.4476		2297	PM2A	6/21/17
H9	Dihydroxy Acetone		0.4351		2297	PM2A	6/21/17
H10	"2,3-Butanediol"		0.4634		2297	PM2A	6/21/17
H11	"2,3-Butanone"		0.3535		2297	PM2A	6/21/17
H12	3-Hydroxy 2-Butanone		0.3752		2297	PM2A	6/21/17
A1	Negative Control		0.227		3508	PM1	6/21/17
A2	L-Arabinose		0.2798		3508	PM1	6/21/17
A3	N-Acetyl-D-Glucosamine		0.1914		3508	PM1	6/21/17
A4	D-Saccharic Acid		0.3693		3508	PM1	6/21/17
A5	Succinic Acid		0.2651		3508	PM1	6/21/17
A6	D-Galactose		0.2176		3508	PM1	6/21/17
A7	L-Aspartic Acid		0.2326		3508	PM1	6/21/17
A8	L-Proline		0.2395		3508	PM1	6/21/17
A9	D-Alanine		0.2186		3508	PM1	6/21/17
A10	D-Trehalose		0.2101		3508	PM1	6/21/17
A11	D-Mannose		0.2386		3508	PM1	6/21/17
A12	Dulcitol		0.2136		3508	PM1	6/21/17
B1	D-Serine		0.4579		3508	PM1	6/21/17
B2	D-Sorbitol		0.2222		3508	PM1	6/21/17
B3	Glycerol		0.1983		3508	PM1	6/21/17
B4	L-Fucose		0.1976		3508	PM1	6/21/17
B5	D-Glucuronic Acid		0.2205		3508	PM1	6/21/17
B6	D-Gluconic Acid		0.3441		3508	PM1	6/21/17
B7	"D,L-a-Glycerol-Phosphate"		0.2114		3508	PM1	6/21/17
B8	D-Xylose		0.2767		3508	PM1	6/21/17
B9	L-Lactic Acid		0.2285		3508	PM1	6/21/17
B10	Formic Acid		0.2109		3508	PM1	6/21/17
B11	D-Mannitol		0.2599		3508	PM1	6/21/17
B12	L-Glutamic Acid		0.26		3508	PM1	6/21/17
C1	D-Glucose-6-Phosphate		0.2617		3508	PM1	6/21/17
C2	D-Galactonic Acid-g-Lactone		0.3379		3508	PM1	6/21/17
C3	"D,L-Malic Acid"		0.2744		3508	PM1	6/21/17
C4	D-Ribose		0.2127		3508	PM1	6/21/17
C5	Tween 20		0.0318		3508	PM1	6/21/17
C6	L-Rhamnose		0.2059		3508	PM1	6/21/17
C7	D-Fructose		0.2317		3508	PM1	6/21/17
C8	Acetic Acid		0.2312		3508	PM1	6/21/17
C9	a-D-Glucose		0.2742		3508	PM1	6/21/17
C10	Maltose		0.2009		3508	PM1	6/21/17
C11	D-Melibiose		0.2369		3508	PM1	6/21/17
C12	Thymidine		0.2747		3508	PM1	6/21/17
D1	L-Asparagine		0.2689		3508	PM1	6/21/17
D2	D-Aspartic Acid		0.1649		3508	PM1	6/21/17
D3	D-Glucosaminic Acid		0.2649		3508	PM1	6/21/17
D4	"1,2-Propanediol"		0.1992		3508	PM1	6/21/17
D5	Tween 40		0.0268		3508	PM1	6/21/17
D6	a-Keto-Glutaric Acid		0.3209		3508	PM1	6/21/17
D7	a-Keto-Butyric Acid		0.3927		3508	PM1	6/21/17
D8	a-Methyl-D-Galactoside		0.2114		3508	PM1	6/21/17
D9	a-D-Lactose		0.2115		3508	PM1	6/21/17
D10	Lactulose		0.2096		3508	PM1	6/21/17
D11	Sucrose		0.2167		3508	PM1	6/21/17
D12	Uridine		0.2226		3508	PM1	6/21/17
E1	L-Glutamine		0.3265		3508	PM1	6/21/17
E2	M-Tartaric Acid		0.5578		3508	PM1	6/21/17
E3	D-Glucose-1-Phosphate		0.2057		3508	PM1	6/21/17
E4	D-Fructose-6-Phosphate		0.2343		3508	PM1	6/21/17
E5	Tween 80		0.0259		3508	PM1	6/21/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.2551		3508	PM1	6/21/17
E7	a-Hydroxy Butyric Acid		0.5178		3508	PM1	6/21/17
E8	b-Methyl-D-Glucoside		0.2225		3508	PM1	6/21/17
E9	Adonitol		0.236		3508	PM1	6/21/17
E10	Maltotriose		0.2148		3508	PM1	6/21/17
E11	2-Deoxy Adenosine		0.1917		3508	PM1	6/21/17
E12	Adenosine		0.2143		3508	PM1	6/21/17
F1	Glycil-L-Aspartic Acid		0.2097		3508	PM1	6/21/17
F2	Citric Acid		0.2693		3508	PM1	6/21/17
F3	M-Inositol		0.1979		3508	PM1	6/21/17
F4	D-Threonine		0.2589		3508	PM1	6/21/17
F5	Fumaric Acid		0.2486		3508	PM1	6/21/17
F6	Bromo Succinic Acid		0.4209		3508	PM1	6/21/17
F7	Propionic Acid		0.4644		3508	PM1	6/21/17
F8	Mucic Acid		0.2389		3508	PM1	6/21/17
F9	Glycolic Acid		0.254		3508	PM1	6/21/17
F10	Glyoxylic Acid		0.215		3508	PM1	6/21/17
F11	D-Cellobiose		0.2169		3508	PM1	6/21/17
F12	Inosine		0.2282		3508	PM1	6/21/17
G1	Glycil-L-Glutamic Acid		0.2056		3508	PM1	6/21/17
G2	Tricarballylic Acid		0.2979		3508	PM1	6/21/17
G3	L-Serine		0.3926		3508	PM1	6/21/17
G4	L-Threonine		0.2877		3508	PM1	6/21/17
G5	L-Alanine		0.2945		3508	PM1	6/21/17
G6	L-Alanyl-Glycine		0.2554		3508	PM1	6/21/17
G7	Acetoacetic Acid		0.2503		3508	PM1	6/21/17
G8	N-Acetyl-b-D-Mannosamine		0.2339		3508	PM1	6/21/17
G9	Mono Methyl Succinate		0.2637		3508	PM1	6/21/17
G10	Methyl Pyruvate		0.2618		3508	PM1	6/21/17
G11	D-Malic Acid		0.3206		3508	PM1	6/21/17
G12	L-Malic Acid		0.2959		3508	PM1	6/21/17
H1	Glycil-L-Proline		0.2074		3508	PM1	6/21/17
H2	p-Hydroxy Phenyl Acetic Acid		0.1847		3508	PM1	6/21/17
H3	m-Hydroxy Phenyl Acetic Acid		0.2424		3508	PM1	6/21/17
H4	Tyramine		0.2725		3508	PM1	6/21/17
H5	D-Psicose		0.2498		3508	PM1	6/21/17
H6	L-Lyxose		0.2672		3508	PM1	6/21/17
H7	Glucuronamide		0.2117		3508	PM1	6/21/17
H8	Pyruvic Acid		0.2837		3508	PM1	6/21/17
H9	L-Galactonic Acid-g-Lactone		0.2582		3508	PM1	6/21/17
H10	D-Galacturonic Acid		0.2355		3508	PM1	6/21/17
H11	Phenylethyl-amine		0.4363		3508	PM1	6/21/17
H12	2-Aminoethanol		0.2857		3508	PM1	6/21/17
A1	Negative Control		0.18		3508	PM2A	6/21/17
A2	Chondroitin Sulfate C		0.2908		3508	PM2A	6/21/17
A3	a-Cyclodextrin		0.1481		3508	PM2A	6/21/17
A4	b-Cyclodextrin		0.1663		3508	PM2A	6/21/17
A5	g-Cyclodextrin		0.2188		3508	PM2A	6/21/17
A6	Dextrin		0.0861		3508	PM2A	6/21/17
A7	Gelatin		0.2648		3508	PM2A	6/21/17
A8	Glycogen		0.1272		3508	PM2A	6/21/17
A9	Inulin		0.2113		3508	PM2A	6/21/17
A10	Laminarin		0.2051		3508	PM2A	6/21/17
A11	Mannan		0.0989		3508	PM2A	6/21/17
A12	Pectin		0.4229		3508	PM2A	6/21/17
B1	N-Acetyl-D-Galactosamine		0.1775		3508	PM2A	6/21/17
B2	N-Acetyl-Neuraminic Acid		0.1749		3508	PM2A	6/21/17
B3	b-D-Allose		0.2109		3508	PM2A	6/21/17
B4	Amygdalin		0.2353		3508	PM2A	6/21/17
B5	D-Arabinose		0.2355		3508	PM2A	6/21/17
B6	D-Arabitol		0.3169		3508	PM2A	6/21/17
B7	L-Arabitol		0.2254		3508	PM2A	6/21/17
B8	Arbutin		0.2601		3508	PM2A	6/21/17
B9	2-Deoxy-D-Ribose		0.2447		3508	PM2A	6/21/17
B10	I-Erythritol		0.189		3508	PM2A	6/21/17
B11	D-Fucose		0.2192		3508	PM2A	6/21/17
