Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
G7	Acetoacetic Acid		0.2761		5168	PM1	3/8/16
G8	N-Acetyl-b-D-Mannosamine		0.3342		5168	PM1	3/8/16
G9	Mono Methyl Succinate		0.4208		5168	PM1	3/8/16
G10	Methyl Pyruvate		0.2583		5168	PM1	3/8/16
G11	D-Malic Acid		0.487		5168	PM1	3/8/16
G12	L-Malic Acid		0.3945		5168	PM1	3/8/16
H1	Glycil-L-Proline		0.2996		5168	PM1	3/8/16
H2	p-Hydroxy Phenyl Acetic Acid		0.3127		5168	PM1	3/8/16
H3	m-Hydroxy Phenyl Acetic Acid		0.3398		5168	PM1	3/8/16
H4	Tyramine		0.4401		5168	PM1	3/8/16
H5	D-Psicose		0.207		5168	PM1	3/8/16
H6	L-Lyxose		0.3673		5168	PM1	3/8/16
H7	Glucuronamide		0.2683		5168	PM1	3/8/16
H8	Pyruvic Acid		0.3325		5168	PM1	3/8/16
H9	L-Galactonic Acid-g-Lactone		0.3432		5168	PM1	3/8/16
H10	D-Galacturonic Acid		0.361		5168	PM1	3/8/16
H11	Phenylethyl-amine		0.3553		5168	PM1	3/8/16
H12	2-Aminoethanol		0.458		5168	PM1	3/8/16
A1	Negative Control		0.3477		5518	PM1	3/8/16
A2	L-Arabinose		0.5043		5518	PM1	3/8/16
A3	N-Acetyl-D-Glucosamine		0.3214		5518	PM1	3/8/16
A4	D-Saccharic Acid		0.5519		5518	PM1	3/8/16
A5	Succinic Acid		0.4689		5518	PM1	3/8/16
A6	D-Galactose		0.4889		5518	PM1	3/8/16
A7	L-Aspartic Acid		0.5386		5518	PM1	3/8/16
A8	L-Proline		0.4764		5518	PM1	3/8/16
A9	D-Alanine		0.3629		5518	PM1	3/8/16
A10	D-Trehalose		0.3647		5518	PM1	3/8/16
A11	D-Mannose		0.5254		5518	PM1	3/8/16
A12	Dulcitol		0.3895		5518	PM1	3/8/16
B1	D-Serine		0.2367		5518	PM1	3/8/16
B2	D-Sorbitol		0.3218		5518	PM1	3/8/16
B3	Glycerol		0.2811		5518	PM1	3/8/16
B4	L-Fucose		0.3382		5518	PM1	3/8/16
B5	D-Glucuronic Acid		0.276		5518	PM1	3/8/16
B6	D-Gluconic Acid		0.4993		5518	PM1	3/8/16
B7	"D,L-a-Glycerol-Phosphate"		0.3303		5518	PM1	3/8/16
B8	D-Xylose		0.4399		5518	PM1	3/8/16
B9	L-Lactic Acid		0.4069		5518	PM1	3/8/16
B10	Formic Acid		0.4031		5518	PM1	3/8/16
B11	D-Mannitol		0.4901		5518	PM1	3/8/16
B12	L-Glutamic Acid		0.4985		5518	PM1	3/8/16
C1	D-Glucose-6-Phosphate		0.4694		5518	PM1	3/8/16
C2	D-Galactonic Acid-g-Lactone		0.4337		5518	PM1	3/8/16
C3	"D,L-Malic Acid"		0.4311		5518	PM1	3/8/16
C4	D-Ribose		0.3955		5518	PM1	3/8/16
C5	Tween 20		0.0228		5518	PM1	3/8/16
C6	L-Rhamnose		0.341		5518	PM1	3/8/16
C7	D-Fructose		0.3651		5518	PM1	3/8/16
C8	Acetic Acid		0.4205		5518	PM1	3/8/16
C9	a-D-Glucose		0.5347		5518	PM1	3/8/16
C10	Maltose		0.3674		5518	PM1	3/8/16
C11	D-Melibiose		0.3394		5518	PM1	3/8/16
C12	Thymidine		0.3782		5518	PM1	3/8/16
D1	L-Asparagine		0.4421		5518	PM1	3/8/16
D2	D-Aspartic Acid		0.366		5518	PM1	3/8/16
D3	D-Glucosaminic Acid		0.51		5518	PM1	3/8/16
D4	"1,2-Propanediol"		0.3092		5518	PM1	3/8/16
D5	Tween 40		0.0267		5518	PM1	3/8/16
D6	a-Keto-Glutaric Acid		0.397		5518	PM1	3/8/16
D7	a-Keto-Butyric Acid		0.5753		5518	PM1	3/8/16
D8	a-Methyl-D-Galactoside		0.3576		5518	PM1	3/8/16
D9	a-D-Lactose		0.3421		5518	PM1	3/8/16
D10	Lactulose		0.3468		5518	PM1	3/8/16
D11	Sucrose		0.3985		5518	PM1	3/8/16
D12	Uridine		0.3099		5518	PM1	3/8/16
E1	L-Glutamine		0.5221		5518	PM1	3/8/16
E2	M-Tartaric Acid		0.5168		5518	PM1	3/8/16
E3	D-Glucose-1-Phosphate		0.3432		5518	PM1	3/8/16
E4	D-Fructose-6-Phosphate		0.3663		5518	PM1	3/8/16
E5	Tween 80		0.0242		5518	PM1	3/8/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.3231		5518	PM1	3/8/16
E7	a-Hydroxy Butyric Acid		0.6175		5518	PM1	3/8/16
E8	b-Methyl-D-Glucoside		0.2989		5518	PM1	3/8/16
E9	Adonitol		0.3317		5518	PM1	3/8/16
E10	Maltotriose		0.3499		5518	PM1	3/8/16
E11	2-Deoxy Adenosine		0.3228		5518	PM1	3/8/16
E12	Adenosine		0.2475		5518	PM1	3/8/16
F1	Glycil-L-Aspartic Acid		0.3762		5518	PM1	3/8/16
F2	Citric Acid		0.4487		5518	PM1	3/8/16
F3	M-Inositol		0.3167		5518	PM1	3/8/16
F4	D-Threonine		0.4756		5518	PM1	3/8/16
F5	Fumaric Acid		0.4325		5518	PM1	3/8/16
F6	Bromo Succinic Acid		0.4498		5518	PM1	3/8/16
F7	Propionic Acid		0.5366		5518	PM1	3/8/16
F8	Mucic Acid		0.3314		5518	PM1	3/8/16
F9	Glycolic Acid		0.438		5518	PM1	3/8/16
F10	Glyoxylic Acid		0.4052		5518	PM1	3/8/16
F11	D-Cellobiose		0.345		5518	PM1	3/8/16
F12	Inosine		0.3423		5518	PM1	3/8/16
G1	Glycil-L-Glutamic Acid		0.3736		5518	PM1	3/8/16
G2	Tricarballylic Acid		0.4331		5518	PM1	3/8/16
G3	L-Serine		0.5206		5518	PM1	3/8/16
G4	L-Threonine		0.441		5518	PM1	3/8/16
G5	L-Alanine		0.3906		5518	PM1	3/8/16
G6	L-Alanyl-Glycine		0.3006		5518	PM1	3/8/16
G7	Acetoacetic Acid		0.3164		5518	PM1	3/8/16
G8	N-Acetyl-b-D-Mannosamine		0.3431		5518	PM1	3/8/16
G9	Mono Methyl Succinate		0.4223		5518	PM1	3/8/16
G10	Methyl Pyruvate		0.3423		5518	PM1	3/8/16
G11	D-Malic Acid		0.5209		5518	PM1	3/8/16
G12	L-Malic Acid		0.4973		5518	PM1	3/8/16
H1	Glycil-L-Proline		0.2936		5518	PM1	3/8/16
H2	p-Hydroxy Phenyl Acetic Acid		0.2964		5518	PM1	3/8/16
H3	m-Hydroxy Phenyl Acetic Acid		0.3614		5518	PM1	3/8/16
H4	Tyramine		0.484		5518	PM1	3/8/16
H5	D-Psicose		0.3047		5518	PM1	3/8/16
H6	L-Lyxose		0.4645		5518	PM1	3/8/16
H7	Glucuronamide		0.3076		5518	PM1	3/8/16
H8	Pyruvic Acid		0.4174		5518	PM1	3/8/16
H9	L-Galactonic Acid-g-Lactone		0.4936		5518	PM1	3/8/16
H10	D-Galacturonic Acid		0.4485		5518	PM1	3/8/16
H11	Phenylethyl-amine		0.4306		5518	PM1	3/8/16
H12	2-Aminoethanol		0.5212		5518	PM1	3/8/16
