Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
D3	Sedoheptulosa		0.2836		2920	PM2A	3/1/16					
D4	L-Sorbose		0.2917		2920	PM2A	3/1/16					
D5	Stachyose		0.2637		2920	PM2A	3/1/16					
D6	D-Tagatose		0.2982		2920	PM2A	3/1/16					
D7	Turanose		0.2789		2920	PM2A	3/1/16					
D8	Xylitol		0.306		2920	PM2A	3/1/16					
D9	N-Acetyl-D-Glucosaminatol		0.3132		2920	PM2A	3/1/16					
D10	g-Amino Butyric Acid		0.3471		2920	PM2A	3/1/16					
D11	d-Amino Valeric Acid		0.2849		2920	PM2A	3/1/16					
D12	Butyric Acid		0.6115		2920	PM2A	3/1/16					
E1	Capric Acid		0.3623		2920	PM2A	3/1/16					
E2	Caproic Acid		0.3816		2920	PM2A	3/1/16					
E3	Citraconic Acid		0.5366		2920	PM2A	3/1/16					
E4	Citramalic Acid		0.3695		2920	PM2A	3/1/16					
E5	D-Glucosamine		0.274		2920	PM2A	3/1/16					
E6	2-Hydroxy Benzoic Acid		0.4932		2920	PM2A	3/1/16					
E7	4-Hydroxy Benzoic Acid		0.4283		2920	PM2A	3/1/16					
E8	b-Hydroxy Butyric Acid		0.4142		2920	PM2A	3/1/16					
E9	g-Hydroxy Butyric Acid		0.3059		2920	PM2A	3/1/16					
E10	a-Keto Valeric Acid		0.5539		2920	PM2A	3/1/16					
E11	Itaconic Acid		0.5051		2920	PM2A	3/1/16					
E12	5-Keto-D-Gluconic Acid		0.394		2920	PM2A	3/1/16					
F1	D-Lactic Acid Methyl Ester		0.2608		2920	PM2A	3/1/16					
F2	Malonic Acid		0.4338		2920	PM2A	3/1/16					
F3	Melibionic Acid		0.2062		2920	PM2A	3/1/16					
F4	Oxalic Acid		0.3053		2920	PM2A	3/1/16					
F5	Oxalomalic Acid		0.3623		2920	PM2A	3/1/16					
F6	Quinic Acid		0.3273		2920	PM2A	3/1/16					
F7	"D-Ribono-1,4-Lactone"		0.2623		2920	PM2A	3/1/16					
F8	Sebacic Acid		0.3461		2920	PM2A	3/1/16					
F9	Sorbic Acid		0.2761		2920	PM2A	3/1/16					
F10	Succinamic Acid		0.2637		2920	PM2A	3/1/16					
F11	D-Tartaric Acid		0.5277		2920	PM2A	3/1/16					
F12	L-Tartaric Acid		0.4992		2920	PM2A	3/1/16					
G1	Acetamide		0.3094		2920	PM2A	3/1/16					
G2	L-Alaninamide		0.3382		2920	PM2A	3/1/16					
G3	N-Acetyl-L-Glutamic Acid		0.3291		2920	PM2A	3/1/16					
G4	L-Arginine		0.4658		2920	PM2A	3/1/16					
G5	Glycine		0.3245		2920	PM2A	3/1/16					
G6	L-Histidine		0.3927		2920	PM2A	3/1/16					
G7	L-Homoserine		0.0843		2920	PM2A	3/1/16					
G8	Hydroxy-L-Proline		0.4523		2920	PM2A	3/1/16					
G9	L-Isoleucine		0.589		2920	PM2A	3/1/16					
G10	L-Leucine		0.421		2920	PM2A	3/1/16					
G11	L-Lysine		0.412		2920	PM2A	3/1/16					
G12	L-Methionine		0.3972		2920	PM2A	3/1/16					
H1	L-Ornithine		0.5681		2920	PM2A	3/1/16					
H2	Phenylalanine		0.2805		2920	PM2A	3/1/16					
H3	L-Pyroglutamic Acid		0.3623		2920	PM2A	3/1/16					
H4	L-Valine		0.4427		2920	PM2A	3/1/16					
H5	"D,L-Carnitine"		0.3667		2920	PM2A	3/1/16					
H6	Sec-Butylamine		0.4544		2920	PM2A	3/1/16					
H7	"D,L-Octopamine"		0.4158		2920	PM2A	3/1/16					
H8	Putrescine		0.3641		2920	PM2A	3/1/16					
H9	Dihydroxy Acetone		0.422		2920	PM2A	3/1/16					
H10	"2,3-Butanediol"		0.3327		2920	PM2A	3/1/16					
H11	"2,3-Butanone"		0.2853		2920	PM2A	3/1/16					
H12	3-Hydroxy 2-Butanone		0.3345		2920	PM2A	3/1/16					
A1	Negative Control		0.4888		2297	PM2A	3/1/16					
A2	Chondroitin Sulfate C		0.278		2297	PM2A	3/1/16					
A3	a-Cyclodextrin		0.64		2297	PM2A	3/1/16					
A4	b-Cyclodextrin		0.562		2297	PM2A	3/1/16					
A5	g-Cyclodextrin		0.495		2297	PM2A	3/1/16					
A6	Dextrin		0.086		2297	PM2A	3/1/16					
A7	Gelatin		0.248		2297	PM2A	3/1/16					
A8	Glycogen		0.178		2297	PM2A	3/1/16					
A9	Inulin		0.443		2297	PM2A	3/1/16					
A10	Laminarin		0.485		2297	PM2A	3/1/16					
A11	Mannan		0.124		2297	PM2A	3/1/16					
A12	Pectin		0.409		2297	PM2A	3/1/16					
B1	N-Acetyl-D-Galactosamine		0.477		2297	PM2A	3/1/16					
B2	N-Acetyl-Neuraminic Acid		0.468		2297	PM2A	3/1/16					
B3	b-D-Allose		0.497		2297	PM2A	3/1/16					
B4	Amygdalin		0.417		2297	PM2A	3/1/16					
B5	D-Arabinose		0.556		2297	PM2A	3/1/16					
B6	D-Arabitol		0.536		2297	PM2A	3/1/16					
B7	L-Arabitol		0.456		2297	PM2A	3/1/16					
B8	Arbutin		0.456		2297	PM2A	3/1/16					
B9	2-Deoxy-D-Ribose		0.333		2297	PM2A	3/1/16					
B10	I-Erythritol		0.442		2297	PM2A	3/1/16					
B11	D-Fucose		0.526		2297	PM2A	3/1/16					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.504		2297	PM2A	3/1/16					
C1	Gentiobiose		0.414		2297	PM2A	3/1/16					
C2	L-Glucose		0.457		2297	PM2A	3/1/16					
C3	Lactitol		0.403		2297	PM2A	3/1/16					
C4	D-Melezitose		0.429		2297	PM2A	3/1/16					
C5	Maltitol		0.406		2297	PM2A	3/1/16					
C6	a-Methyl-D-Glucoside		0.441		2297	PM2A	3/1/16					
C7	b-Methyl-D-Gactoside		0.455		2297	PM2A	3/1/16					
C8	3-Methyl-Glucose		0.498		2297	PM2A	3/1/16					
C9	b-Methyl-D-Glucuronic Acid		0.317		2297	PM2A	3/1/16					
C10	a-Methyl-D-Mannoside		0.46		2297	PM2A	3/1/16					
C11	b-Methyl-D-Xyloside		0.504		2297	PM2A	3/1/16					
C12	Palatinose		0.574		2297	PM2A	3/1/16					
D1	D-Raffinose		0.424		2297	PM2A	3/1/16					
D2	Salicin		0.446		2297	PM2A	3/1/16					
D3	Sedoheptulosa		0.417		2297	PM2A	3/1/16					
D4	L-Sorbose		0.411		2297	PM2A	3/1/16					
D5	Stachyose		0.434		2297	PM2A	3/1/16					
D6	D-Tagatose		0.406		2297	PM2A	3/1/16					
D7	Turanose		0.446		2297	PM2A	3/1/16					
D8	Xylitol		0.489		2297	PM2A	3/1/16					
D9	N-Acetyl-D-Glucosaminatol		0.446		2297	PM2A	3/1/16					
D10	g-Amino Butyric Acid		0.473		2297	PM2A	3/1/16					
D11	d-Amino Valeric Acid		0.481		2297	PM2A	3/1/16					
D12	Butyric Acid		0.794		2297	PM2A	3/1/16					
E1	Capric Acid		0.447		2297	PM2A	3/1/16					
E2	Caproic Acid		0.449		2297	PM2A	3/1/16					
E3	Citraconic Acid		0.774		2297	PM2A	3/1/16					
E4	Citramalic Acid		0.544		2297	PM2A	3/1/16					
E5	D-Glucosamine		0.457		2297	PM2A	3/1/16					
E6	2-Hydroxy Benzoic Acid		0.763		2297	PM2A	3/1/16					
E7	4-Hydroxy Benzoic Acid		0.581		2297	PM2A	3/1/16					
E8	b-Hydroxy Butyric Acid		0.569		2297	PM2A	3/1/16					
E9	g-Hydroxy Butyric Acid		0.476		2297	PM2A	3/1/16					
E10	a-Keto Valeric Acid		0.751		2297	PM2A	3/1/16					
E11	Itaconic Acid		0.722		2297	PM2A	3/1/16					
E12	5-Keto-D-Gluconic Acid		0.518		2297	PM2A	3/1/16					
F1	D-Lactic Acid Methyl Ester		0.342		2297	PM2A	3/1/16					
F2	Malonic Acid		0.558		2297	PM2A	3/1/16					
F3	Melibionic Acid		0.295		2297	PM2A	3/1/16					
F4	Oxalic Acid		0.43		2297	PM2A	3/1/16					
F5	Oxalomalic Acid		0.534		2297	PM2A	3/1/16					
F6	Quinic Acid		0.472		2297	PM2A	3/1/16					
F7	"D-Ribono-1,4-Lactone"		0.439		2297	PM2A	3/1/16					
F8	Sebacic Acid		0.513		2297	PM2A	3/1/16					
F9	Sorbic Acid		0.358		2297	PM2A	3/1/16					
F10	Succinamic Acid		0.444		2297	PM2A	3/1/16					
F11	D-Tartaric Acid		0.743		2297	PM2A	3/1/16					
F12	L-Tartaric Acid		0.597		2297	PM2A	3/1/16					
G1	Acetamide		0.386		2297	PM2A	3/1/16					
G2	L-Alaninamide		0.457		2297	PM2A	3/1/16					
G3	N-Acetyl-L-Glutamic Acid		0.411		2297	PM2A	3/1/16					
G4	L-Arginine		0.639		2297	PM2A	3/1/16					
G5	Glycine		0.397		2297	PM2A	3/1/16					
G6	L-Histidine		0.545		2297	PM2A	3/1/16					
G7	L-Homoserine		0.09		2297	PM2A	3/1/16					
G8	Hydroxy-L-Proline		0.618		2297	PM2A	3/1/16					
G9	L-Isoleucine		0.831		2297	PM2A	3/1/16					
G10	L-Leucine		0.556		2297	PM2A	3/1/16					
G11	L-Lysine		0.647		2297	PM2A	3/1/16					
G12	L-Methionine		0.583		2297	PM2A	3/1/16					
H1	L-Ornithine		0.689		2297	PM2A	3/1/16					
H2	Phenylalanine		0.413		2297	PM2A	3/1/16					
H3	L-Pyroglutamic Acid		0.425		2297	PM2A	3/1/16					
H4	L-Valine		0.603		2297	PM2A	3/1/16					
H5	"D,L-Carnitine"		0.479		2297	PM2A	3/1/16					
H6	Sec-Butylamine		0.556		2297	PM2A	3/1/16					
H7	"D,L-Octopamine"		0.478		2297	PM2A	3/1/16					
H8	Putrescine		0.555		2297	PM2A	3/1/16					
H9	Dihydroxy Acetone		0.551		2297	PM2A	3/1/16					
H10	"2,3-Butanediol"		0.491		2297	PM2A	3/1/16					
H11	"2,3-Butanone"		0.341		2297	PM2A	3/1/16					
H12	3-Hydroxy 2-Butanone		0.474		2297	PM2A	3/1/16					
