Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
D10	Lactulose		0.3687		4884	PM1	5/7/16					
D11	Sucrose		0.2596		4884	PM1	5/7/16					
D12	Uridine		0.3786		4884	PM1	5/7/16					
E1	L-Glutamine		0.23		4884	PM1	5/7/16					
E2	M-Tartaric Acid		0.3205		4884	PM1	5/7/16					
E3	D-Glucose-1-Phosphate		0.4527		4884	PM1	5/7/16					
E4	D-Fructose-6-Phosphate		0.3446		4884	PM1	5/7/16					
E5	Tween 80		0.2646		4884	PM1	5/7/16					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.3936		4884	PM1	5/7/16					
E7	a-Hydroxy Butyric Acid		0.2418		4884	PM1	5/7/16					
E8	b-Methyl-D-Glucoside		0.3656		4884	PM1	5/7/16					
E9	Adonitol		0.3394		4884	PM1	5/7/16					
E10	Maltotriose		0.4696		4884	PM1	5/7/16					
E11	2-Deoxy Adenosine		0.4103		4884	PM1	5/7/16					
E12	Adenosine		0.2877		4884	PM1	5/7/16					
F1	Glycil-L-Aspartic Acid		0.3011		4884	PM1	5/7/16					
F2	Citric Acid		0.3363		4884	PM1	5/7/16					
F3	M-Inositol		0.2258		4884	PM1	5/7/16					
F4	D-Threonine		0.3025		4884	PM1	5/7/16					
F5	Fumaric Acid		0.3064		4884	PM1	5/7/16					
F6	Bromo Succinic Acid		0.332		4884	PM1	5/7/16					
F7	Propionic Acid		0.3123		4884	PM1	5/7/16					
F8	Mucic Acid		0.3184		4884	PM1	5/7/16					
F9	Glycolic Acid		0.2627		4884	PM1	5/7/16					
F10	Glyoxylic Acid		0.2904		4884	PM1	5/7/16					
F11	D-Cellobiose		0.4789		4884	PM1	5/7/16					
F12	Inosine		0.3434		4884	PM1	5/7/16					
G1	Glycil-L-Glutamic Acid		0.3052		4884	PM1	5/7/16					
G2	Tricarballylic Acid		0.2718		4884	PM1	5/7/16					
G3	L-Serine		0.3571		4884	PM1	5/7/16					
G4	L-Threonine		0.5543		4884	PM1	5/7/16					
G5	L-Alanine		0.3533		4884	PM1	5/7/16					
G6	L-Alanyl-Glycine		0.3905		4884	PM1	5/7/16					
G7	Acetoacetic Acid		0.2755		4884	PM1	5/7/16					
G8	N-Acetyl-b-D-Mannosamine		0.5002		4884	PM1	5/7/16					
G9	Mono Methyl Succinate		0.5088		4884	PM1	5/7/16					
G10	Methyl Pyruvate		0.3521		4884	PM1	5/7/16					
G11	D-Malic Acid		0.4553		4884	PM1	5/7/16					
G12	L-Malic Acid		0.362		4884	PM1	5/7/16					
H1	Glycil-L-Proline		0.5309		4884	PM1	5/7/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.2853		4884	PM1	5/7/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.3845		4884	PM1	5/7/16					
H4	Tyramine		0.36		4884	PM1	5/7/16					
H5	D-Psicose		0.3774		4884	PM1	5/7/16					
H6	L-Lyxose		0.3428		4884	PM1	5/7/16					
H7	Glucuronamide		0.3474		4884	PM1	5/7/16					
H8	Pyruvic Acid		0.4009		4884	PM1	5/7/16					
H9	L-Galactonic Acid-g-Lactone		0.2718		4884	PM1	5/7/16					
H10	D-Galacturonic Acid		0.3503		4884	PM1	5/7/16					
H11	Phenylethyl-amine		0.2229		4884	PM1	5/7/16					
H12	2-Aminoethanol		0.2772		4884	PM1	5/7/16					
