Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
B9	2-Deoxy-D-Ribose		0.244		1336		7/19/2016					
B10	I-Erythritol		0.222		1336		7/19/2016					
B11	D-Fucose		0.336		1336		7/19/2016					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.177		1336		7/19/2016					
C1	Gentiobiose		0.24		1336		7/19/2016					
C2	L-Glucose		0.293		1336		7/19/2016					
C3	Lactitol		0.191		1336		7/19/2016					
C4	D-Melezitose		0.282		1336		7/19/2016					
C5	Maltitol		0.289		1336		7/19/2016					
C6	a-Methyl-D-Glucoside		0.267		1336		7/19/2016					
C7	b-Methyl-D-Gactoside		0.263		1336		7/19/2016					
C8	3-Methyl-Glucose		0.266		1336		7/19/2016					
C9	b-Methyl-D-Glucuronic Acid		0.251		1336		7/19/2016					
C10	a-Methyl-D-Mannoside		0.271		1336		7/19/2016					
C11	b-Methyl-D-Xyloside		0.296		1336		7/19/2016					
C12	Palatinose		0.246		1336		7/19/2016					
D1	D-Raffinose		0.242		1336		7/19/2016					
D2	Salicin		0.241		1336		7/19/2016					
D3	Sedoheptulosa		0.187		1336		7/19/2016					
D4	L-Sorbose		0.264		1336		7/19/2016					
D5	Stachyose		0.275		1336		7/19/2016					
D6	D-Tagatose		0.264		1336		7/19/2016					
D7	Turanose		0.254		1336		7/19/2016					
D8	Xylitol		0.281		1336		7/19/2016					
D9	N-Acetyl-D-Glucosaminatol		0.22		1336		7/19/2016					
D10	g-Amino Butyric Acid		0.311		1336		7/19/2016					
D11	d-Amino Valeric Acid		0.287		1336		7/19/2016					
D12	Butyric Acid		0.428		1336		7/19/2016					
E1	Capric Acid		0.31		1336		7/19/2016					
E2	Caproic Acid		0.238		1336		7/19/2016					
E3	Citraconic Acid		0.418		1336		7/19/2016					
E4	Citramalic Acid		0.324		1336		7/19/2016					
E5	D-Glucosamine		0.23		1336		7/19/2016					
E6	2-Hydroxy Benzoic Acid		0.37		1336		7/19/2016					
E7	4-Hydroxy Benzoic Acid		0.179		1336		7/19/2016					
E8	b-Hydroxy Butyric Acid		0.331		1336		7/19/2016					
E9	g-Hydroxy Butyric Acid		0.358		1336		7/19/2016					
E10	a-Keto Valeric Acid		0.35		1336		7/19/2016					
E11	Itaconic Acid		0.384		1336		7/19/2016					
E12	5-Keto-D-Gluconic Acid		0.249		1336		7/19/2016					
F1	D-Lactic Acid Methyl Ester		0.304		1336		7/19/2016					
F2	Malonic Acid		0.292		1336		7/19/2016					
F3	Melibionic Acid		0.145		1336		7/19/2016					
F4	Oxalic Acid		0.202		1336		7/19/2016					
F5	Oxalomalic Acid		0.169		1336		7/19/2016					
F6	Quinic Acid		0.315		1336		7/19/2016					
F7	"D-Ribono-1,4-Lactone"		0.245		1336		7/19/2016					
F8	Sebacic Acid		0.235		1336		7/19/2016					
F9	Sorbic Acid		0.417		1336		7/19/2016					
F10	Succinamic Acid		0.221		1336		7/19/2016					
F11	D-Tartaric Acid		0.332		1336		7/19/2016					
F12	L-Tartaric Acid		0.292		1336		7/19/2016					
G1	Acetamide		0.388		1336		7/19/2016					
G2	L-Alaninamide		0.271		1336		7/19/2016					
G3	N-Acetyl-L-Glutamic Acid		0.303		1336		7/19/2016					
G4	L-Arginine		0.454		1336		7/19/2016					
G5	Glycine		0.301		1336		7/19/2016					
G6	L-Histidine		0.377		1336		7/19/2016					
G7	L-Homoserine		0.154		1336		7/19/2016					
G8	Hydroxy-L-Proline		0.488		1336		7/19/2016					
G9	L-Isoleucine		0.413		1336		7/19/2016					
G10	L-Leucine		0.316		1336		7/19/2016					
G11	L-Lysine		0.44		1336		7/19/2016					
G12	L-Methionine		0.38		1336		7/19/2016					
H1	L-Ornithine		0.512		1336		7/19/2016					
H2	Phenylalanine		0.242		1336		7/19/2016					
H3	L-Pyroglutamic Acid		0.296		1336		7/19/2016					
H4	L-Valine		0.355		1336		7/19/2016					
H5	"D,L-Carnitine"		0.314		1336		7/19/2016					
H6	Sec-Butylamine		0.302		1336		7/19/2016					
H7	"D,L-Octopamine"		0.23		1336		7/19/2016					
H8	Putrescine		0.328		1336		7/19/2016					
H9	Dihydroxy Acetone		0.288		1336		7/19/2016					
H10	"2,3-Butanediol"		0.284		1336		7/19/2016					
H11	"2,3-Butanone"		0.192		1336		7/19/2016					
H12	3-Hydroxy 2-Butanone		0.27		1336		7/19/2016					
A1	Negative Control		0.381		1323		7/19/2016					
A2	L-Arabinose		0.541		1323		7/19/2016					
A3	N-Acetyl-D-Glucosamine		0.279		1323		7/19/2016					
A4	D-Saccharic Acid		0.561		1323		7/19/2016					
A5	Succinic Acid		0.452		1323		7/19/2016					
A6	D-Galactose		0.496		1323		7/19/2016					
A7	L-Aspartic Acid		0.583		1323		7/19/2016					
A8	L-Proline		0.412		1323		7/19/2016					
A9	D-Alanine		0.377		1323		7/19/2016					
A10	D-Trehalose		0.393		1323		7/19/2016					
A11	D-Mannose		0.564		1323		7/19/2016					
A12	Dulcitol		0.353		1323		7/19/2016					
B1	D-Serine		0.324		1323		7/19/2016					
B2	D-Sorbitol		0.373		1323		7/19/2016					
B3	Glycerol		0.377		1323		7/19/2016					
B4	L-Fucose		0.404		1323		7/19/2016					
B5	D-Glucuronic Acid		0.361		1323		7/19/2016					
B6	D-Gluconic Acid		0.542		1323		7/19/2016					
B7	"D,L-a-Glycerol-Phosphate"		0.356		1323		7/19/2016					
B8	D-Xylose		0.588		1323		7/19/2016					
B9	L-Lactic Acid		0.429		1323		7/19/2016					
B10	Formic Acid		0.49		1323		7/19/2016					
B11	D-Mannitol		0.563		1323		7/19/2016					
B12	L-Glutamic Acid		0.446		1323		7/19/2016					
C1	D-Glucose-6-Phosphate		0.519		1323		7/19/2016					
C2	D-Galactonic Acid-g-Lactone		0.527		1323		7/19/2016					
C3	"D,L-Malic Acid"		0.432		1323		7/19/2016					
C4	D-Ribose		0.469		1323		7/19/2016					
C5	Tween 20		0.027		1323		7/19/2016					
C6	L-Rhamnose		0.41		1323		7/19/2016					
C7	D-Fructose		0.444		1323		7/19/2016					
C8	Acetic Acid		0.527		1323		7/19/2016					
C9	a-D-Glucose		0.535		1323		7/19/2016					
C10	Maltose		0.383		1323		7/19/2016					
C11	D-Melibiose		0.395		1323		7/19/2016					
C12	Thymidine		0.422		1323		7/19/2016					
D1	L-Asparagine		0.458		1323		7/19/2016					
D2	D-Aspartic Acid		0.401		1323		7/19/2016					
D3	D-Glucosaminic Acid		0.583		1323		7/19/2016					
D4	"1,2-Propanediol"		0.361		1323		7/19/2016					
D5	Tween 40		0.24		1323		7/19/2016					
D6	a-Keto-Glutaric Acid		0.422		1323		7/19/2016					
D7	a-Keto-Butyric Acid		0.469		1323		7/19/2016					
D8	a-Methyl-D-Galactoside		0.359		1323		7/19/2016					
D9	a-D-Lactose		0.359		1323		7/19/2016					
D10	Lactulose		0.393		1323		7/19/2016					
D11	Sucrose		0.389		1323		7/19/2016					
D12	Uridine		0.269		1323		7/19/2016					
E1	L-Glutamine		0.418		1323		7/19/2016					
E2	M-Tartaric Acid		0.544		1323		7/19/2016					
E3	D-Glucose-1-Phosphate		0.38		1323		7/19/2016					
E4	D-Fructose-6-Phosphate		0.4		1323		7/19/2016					
E5	Tween 80		0.012		1323		7/19/2016					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.321		1323		7/19/2016					
E7	a-Hydroxy Butyric Acid		0.559		1323		7/19/2016					
E8	b-Methyl-D-Glucoside		0.395		1323		7/19/2016					
E9	Adonitol		0.378		1323		7/19/2016					
E10	Maltotriose		0.391		1323		7/19/2016					
E11	2-Deoxy Adenosine		0.321		1323		7/19/2016					
E12	Adenosine		0.239		1323		7/19/2016					
F1	Glycil-L-Aspartic Acid		0.367		1323		7/19/2016					
F2	Citric Acid		0.501		1323		7/19/2016					
F3	M-Inositol		0.342		1323		7/19/2016					
F4	D-Threonine		0.474		1323		7/19/2016					
F5	Fumaric Acid		0.414		1323		7/19/2016					
F6	Bromo Succinic Acid		0.331		1323		7/19/2016					
F7	Propionic Acid		0.577		1323		7/19/2016					
F8	Mucic Acid		0.252		1323		7/19/2016					
F9	Glycolic Acid		0.325		1323		7/19/2016					
F10	Glyoxylic Acid		0.469		1323		7/19/2016					
F11	D-Cellobiose		0.368		1323		7/19/2016					
F12	Inosine		0.291		1323		7/19/2016					
G1	Glycil-L-Glutamic Acid		0.386		1323		7/19/2016					
G2	Tricarballylic Acid		0.361		1323		7/19/2016					
G3	L-Serine		0.539		1323		7/19/2016					
G4	L-Threonine		0.593		1323		7/19/2016					
G5	L-Alanine		0.457		1323		7/19/2016					
G6	L-Alanyl-Glycine		0.324		1323		7/19/2016					
G7	Acetoacetic Acid		0.404		1323		7/19/2016					
G8	N-Acetyl-b-D-Mannosamine		0.353		1323		7/19/2016					
G9	Mono Methyl Succinate		0.361		1323		7/19/2016					
G10	Methyl Pyruvate		0.265		1323		7/19/2016					
G11	D-Malic Acid		0.416		1323		7/19/2016					
G12	L-Malic Acid		0.424		1323		7/19/2016					
H1	Glycil-L-Proline		0.301		1323		7/19/2016					
H2	p-Hydroxy Phenyl Acetic Acid		0.338		1323		7/19/2016					
H3	m-Hydroxy Phenyl Acetic Acid		0.327		1323		7/19/2016					
H4	Tyramine		0.56		1323		7/19/2016					
H5	D-Psicose		0.4		1323		7/19/2016					
H6	L-Lyxose		0.474		1323		7/19/2016					
H7	Glucuronamide		0.343		1323		7/19/2016					
H8	Pyruvic Acid		0.373		1323		7/19/2016					
H9	L-Galactonic Acid-g-Lactone		0.375		1323		7/19/2016					
H10	D-Galacturonic Acid		0.439		1323		7/19/2016					
H11	Phenylethyl-amine		0.507		1323		7/19/2016					
H12	2-Aminoethanol		0.519		1323		7/19/2016					
A1	Negative Control		0.403		1323		7/19/2016					
A2	Chondroitin Sulfate C		0.553		1323		7/19/2016					
A3	a-Cyclodextrin		0.549		1323		7/19/2016					
A4	b-Cyclodextrin		0.542		1323		7/19/2016					
A5	g-Cyclodextrin		0.372		1323		7/19/2016					
A6	Dextrin		0.159		1323		7/19/2016					
A7	Gelatin		0.376		1323		7/19/2016					
A8	Glycogen		0.258		1323		7/19/2016					
A9	Inulin		0.299		1323		7/19/2016					
A10	Laminarin		0.315		1323		7/19/2016					
A11	Mannan		0.153		1323		7/19/2016					
A12	Pectin		0.381		1323		7/19/2016					
B1	N-Acetyl-D-Galactosamine		0.389		1323		7/19/2016					
B2	N-Acetyl-Neuraminic Acid		0.451		1323		7/19/2016					
B3	b-D-Allose		0.463		1323		7/19/2016					
B4	Amygdalin		0.368		1323		7/19/2016					
B5	D-Arabinose		0.42		1323		7/19/2016					
B6	D-Arabitol		0.387		1323		7/19/2016					
B7	L-Arabitol		0.326		1323		7/19/2016					
B8	Arbutin		0.389		1323		7/19/2016					
B9	2-Deoxy-D-Ribose		0.331		1323		7/19/2016					
B10	I-Erythritol		0.37		1323		7/19/2016					
B11	D-Fucose		0.409		1323		7/19/2016					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.229		1323		7/19/2016					
C1	Gentiobiose		0.406		1323		7/19/2016					
C2	L-Glucose		0.411		1323		7/19/2016					
C3	Lactitol		0.372		1323		7/19/2016					
C4	D-Melezitose		0.346		1323		7/19/2016					
C5	Maltitol		0.395		1323		7/19/2016					
C6	a-Methyl-D-Glucoside		0.299		1323		7/19/2016					
C7	b-Methyl-D-Gactoside		0.339		1323		7/19/2016					
C8	3-Methyl-Glucose		0.348		1323		7/19/2016					
C9	b-Methyl-D-Glucuronic Acid		0.301		1323		7/19/2016					
C10	a-Methyl-D-Mannoside		0.344		1323		7/19/2016					
C11	b-Methyl-D-Xyloside		0.365		1323		7/19/2016					
C12	Palatinose		0.362		1323		7/19/2016					
D1	D-Raffinose		0.371		1323		7/19/2016					
D2	Salicin		0.346		1323		7/19/2016					
D3	Sedoheptulosa		0.334		1323		7/19/2016					
D4	L-Sorbose		0.362		1323		7/19/2016					
D5	Stachyose		0.305		1323		7/19/2016					
D6	D-Tagatose		0.368		1323		7/19/2016					
D7	Turanose		0.345		1323		7/19/2016					
D8	Xylitol		0.411		1323		7/19/2016					
D9	N-Acetyl-D-Glucosaminatol		0.307		1323		7/19/2016					
D10	g-Amino Butyric Acid		0.379		1323		7/19/2016					
D11	d-Amino Valeric Acid		0.334		1323		7/19/2016					
D12	Butyric Acid		0.632		1323		7/19/2016					
E1	Capric Acid		0.34		1323		7/19/2016					
E2	Caproic Acid		0.426		1323		7/19/2016					
E3	Citraconic Acid		0.595		1323		7/19/2016					
E4	Citramalic Acid		0.416		1323		7/19/2016					
E5	D-Glucosamine		0.291		1323		7/19/2016					
E6	2-Hydroxy Benzoic Acid		1.622		1323		7/19/2016					
E7	4-Hydroxy Benzoic Acid		0.242		1323		7/19/2016					
E8	b-Hydroxy Butyric Acid		0.431		1323		7/19/2016					
E9	g-Hydroxy Butyric Acid		0.531		1323		7/19/2016					
E10	a-Keto Valeric Acid		0.5		1323		7/19/2016					
E11	Itaconic Acid		0.492		1323		7/19/2016					
E12	5-Keto-D-Gluconic Acid		0.364		1323		7/19/2016					
F1	D-Lactic Acid Methyl Ester		0.379		1323		7/19/2016					
F2	Malonic Acid		0.387		1323		7/19/2016					
F3	Melibionic Acid		0.17		1323		7/19/2016					
F4	Oxalic Acid		0.313		1323		7/19/2016					
F5	Oxalomalic Acid		0.316		1323		7/19/2016					
F6	Quinic Acid		0.378		1323		7/19/2016					
F7	"D-Ribono-1,4-Lactone"		0.378		1323		7/19/2016					
F8	Sebacic Acid		0.279		1323		7/19/2016					
F9	Sorbic Acid		0.762		1323		7/19/2016					
F10	Succinamic Acid		0.302		1323		7/19/2016					
F11	D-Tartaric Acid		0.445		1323		7/19/2016					
F12	L-Tartaric Acid		0.459		1323		7/19/2016					
G1	Acetamide		0.385		1323		7/19/2016					
G2	L-Alaninamide		0.407		1323		7/19/2016					
G3	N-Acetyl-L-Glutamic Acid		0.398		1323		7/19/2016					
G4	L-Arginine		0.602		1323		7/19/2016					
G5	Glycine		0.394		1323		7/19/2016					
G6	L-Histidine		0.452		1323		7/19/2016					
G7	L-Homoserine		0.317		1323		7/19/2016					
G8	Hydroxy-L-Proline		0.523		1323		7/19/2016					
G9	L-Isoleucine		0.6		1323		7/19/2016					
G10	L-Leucine		0.343		1323		7/19/2016					
G11	L-Lysine		0.546		1323		7/19/2016					
G12	L-Methionine		0.506		1323		7/19/2016					
H1	L-Ornithine		0.66		1323		7/19/2016					
H2	Phenylalanine		0.39		1323		7/19/2016					
H3	L-Pyroglutamic Acid		0.465		1323		7/19/2016					
H4	L-Valine		0.429		1323		7/19/2016					
H5	"D,L-Carnitine"		0.355		1323		7/19/2016					
H6	Sec-Butylamine		0.503		1323		7/19/2016					
H7	"D,L-Octopamine"		0.358		1323		7/19/2016					
H8	Putrescine		0.415		1323		7/19/2016					
H9	Dihydroxy Acetone		0.49		1323		7/19/2016					
H10	"2,3-Butanediol"		0.387		1323		7/19/2016					
H11	"2,3-Butanone"		0.338		1323		7/19/2016					
H12	3-Hydroxy 2-Butanone		0.388		1323		7/19/2016					
A1	Negative Control		0.308		0692		7/19/2016					
A2	L-Arabinose		0.41		0692		7/19/2016					
A3	N-Acetyl-D-Glucosamine		0.249		0692		7/19/2016					
A4	D-Saccharic Acid		0.381		0692		7/19/2016					
A5	Succinic Acid		0.319		0692		7/19/2016					
A6	D-Galactose		0.378		0692		7/19/2016					
A7	L-Aspartic Acid		0.473		0692		7/19/2016					
A8	L-Proline		0.32		0692		7/19/2016					
A9	D-Alanine		0.258		0692		7/19/2016					
A10	D-Trehalose		0.283		0692		7/19/2016					
A11	D-Mannose		0.454		0692		7/19/2016					
A12	Dulcitol		0.269		0692		7/19/2016					
B1	D-Serine		0.268		0692		7/19/2016					
B2	D-Sorbitol		0.315		0692		7/19/2016					
B3	Glycerol		0.308		0692		7/19/2016					
B4	L-Fucose		0.354		0692		7/19/2016					
B5	D-Glucuronic Acid		0.329		0692		7/19/2016					
B6	D-Gluconic Acid		0.454		0692		7/19/2016					
B7	"D,L-a-Glycerol-Phosphate"		0.269		0692		7/19/2016					
B8	D-Xylose		0.457		0692		7/19/2016					
B9	L-Lactic Acid		0.36		0692		7/19/2016					
B10	Formic Acid		0.36		0692		7/19/2016					
B11	D-Mannitol		0.487		0692		7/19/2016					
B12	L-Glutamic Acid		0.356		0692		7/19/2016					
C1	D-Glucose-6-Phosphate		0.374		0692		7/19/2016					
C2	D-Galactonic Acid-g-Lactone		0.464		0692		7/19/2016					
C3	"D,L-Malic Acid"		0.327		0692		7/19/2016					
C4	D-Ribose		0.423		0692		7/19/2016					
C5	Tween 20		0.016		0692		7/19/2016					
C6	L-Rhamnose		0.322		0692		7/19/2016					
C7	D-Fructose		0.337		0692		7/19/2016					
C8	Acetic Acid		0.355		0692		7/19/2016					
C9	a-D-Glucose		0.432		0692		7/19/2016					
C10	Maltose		0.286		0692		7/19/2016					
C11	D-Melibiose		0.318		0692		7/19/2016					
C12	Thymidine		0.325		0692		7/19/2016					
D1	L-Asparagine		0.385		0692		7/19/2016					
D2	D-Aspartic Acid		0.265		0692		7/19/2016					
D3	D-Glucosaminic Acid		0.419		0692		7/19/2016					
D4	"1,2-Propanediol"		0.279		0692		7/19/2016					
D5	Tween 40		0.125		0692		7/19/2016					
D6	a-Keto-Glutaric Acid		0.248		0692		7/19/2016					
D7	a-Keto-Butyric Acid		0.485		0692		7/19/2016					
D8	a-Methyl-D-Galactoside		0.266		0692		7/19/2016					
D9	a-D-Lactose		0.273		0692		7/19/2016					
D10	Lactulose		0.279		0692		7/19/2016					
D11	Sucrose		0.269		0692		7/19/2016					
D12	Uridine		0.226		0692		7/19/2016					
E1	L-Glutamine		0.36		0692		7/19/2016					
E2	M-Tartaric Acid		0.618		0692		7/19/2016					
E3	D-Glucose-1-Phosphate		0.287		0692		7/19/2016					
E4	D-Fructose-6-Phosphate		0.275		0692		7/19/2016					
E5	Tween 80		0.012		0692		7/19/2016					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.225		0692		7/19/2016					
E7	a-Hydroxy Butyric Acid		0.434		0692		7/19/2016					
E8	b-Methyl-D-Glucoside		0.275		0692		7/19/2016					
E9	Adonitol		0.341		0692		7/19/2016					
E10	Maltotriose		0.274		0692		7/19/2016					
E11	2-Deoxy Adenosine		0.263		0692		7/19/2016					
E12	Adenosine		0.206		0692		7/19/2016					
F1	Glycil-L-Aspartic Acid		0.286		0692		7/19/2016					
F2	Citric Acid		0.487		0692		7/19/2016					
F3	M-Inositol		0.283		0692		7/19/2016					
F4	D-Threonine		0.409		0692		7/19/2016					
F5	Fumaric Acid		0.325		0692		7/19/2016					
F6	Bromo Succinic Acid		0.238		0692		7/19/2016					
F7	Propionic Acid		0.583		0692		7/19/2016					
F8	Mucic Acid		0.189		0692		7/19/2016					
F9	Glycolic Acid		0.297		0692		7/19/2016					
F10	Glyoxylic Acid		0.403		0692		7/19/2016					
F11	D-Cellobiose		0.292		0692		7/19/2016					
F12	Inosine		0.243		0692		7/19/2016					
G1	Glycil-L-Glutamic Acid		0.255		0692		7/19/2016					
G2	Tricarballylic Acid		0.304		0692		7/19/2016					
G3	L-Serine		0.387		0692		7/19/2016					
G4	L-Threonine		0.398		0692		7/19/2016					
G5	L-Alanine		0.346		0692		7/19/2016					
G6	L-Alanyl-Glycine		0.198		0692		7/19/2016					
G7	Acetoacetic Acid		0.322		0692		7/19/2016					
G8	N-Acetyl-b-D-Mannosamine		0.235		0692		7/19/2016					
G9	Mono Methyl Succinate		0.327		0692		7/19/2016					
G10	Methyl Pyruvate		0.24		0692		7/19/2016					
G11	D-Malic Acid		0.393		0692		7/19/2016					
G12	L-Malic Acid		0.395		0692		7/19/2016					
H1	Glycil-L-Proline		0.279		0692		7/19/2016					
H2	p-Hydroxy Phenyl Acetic Acid		0.244		0692		7/19/2016					
H3	m-Hydroxy Phenyl Acetic Acid		0.263		0692		7/19/2016					
H4	Tyramine		0.329		0692		7/19/2016					
H5	D-Psicose		0.285		0692		7/19/2016					
H6	L-Lyxose		0.34		0692		7/19/2016					
H7	Glucuronamide		0.282		0692		7/19/2016					
H8	Pyruvic Acid		0.296		0692		7/19/2016					
H9	L-Galactonic Acid-g-Lactone		0.274		0692		7/19/2016					
H10	D-Galacturonic Acid		0.333		0692		7/19/2016					
H11	Phenylethyl-amine		0.381		0692		7/19/2016					
H12	2-Aminoethanol		0.397		0692		7/19/2016					
A1	Negative Control		0.252		0692		7/19/2016					
A2	Chondroitin Sulfate C		0.382		0692		7/19/2016					
A3	a-Cyclodextrin		0.456		0692		7/19/2016					
A4	b-Cyclodextrin		0.456		0692		7/19/2016					
A5	g-Cyclodextrin		0.309		0692		7/19/2016					
A6	Dextrin		0.098		0692		7/19/2016					
A7	Gelatin		0.327		0692		7/19/2016					
A8	Glycogen		0.239		0692		7/19/2016					
A9	Inulin		0.294		0692		7/19/2016					
A10	Laminarin		0.291		0692		7/19/2016					
A11	Mannan		0.115		0692		7/19/2016					
A12	Pectin		0.387		0692		7/19/2016					
B1	N-Acetyl-D-Galactosamine		0.283		0692		7/19/2016					
B2	N-Acetyl-Neuraminic Acid		0.348		0692		7/19/2016					
B3	b-D-Allose		0.375		0692		7/19/2016					
B4	Amygdalin		0.334		0692		7/19/2016					
B5	D-Arabinose		0.421		0692		7/19/2016					
B6	D-Arabitol		0.347		0692		7/19/2016					
B7	L-Arabitol		0.361		0692		7/19/2016					
B8	Arbutin		0.35		0692		7/19/2016					
B9	2-Deoxy-D-Ribose		0.309		0692		7/19/2016					
B10	I-Erythritol		0.34		0692		7/19/2016					
B11	D-Fucose		0.37		0692		7/19/2016					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.334		0692		7/19/2016					
C1	Gentiobiose		0.275		0692		7/19/2016					
C2	L-Glucose		0.39		0692		7/19/2016					
C3	Lactitol		0.328		0692		7/19/2016					
C4	D-Melezitose		0.364		0692		7/19/2016					
C5	Maltitol		0.343		0692		7/19/2016					
C6	a-Methyl-D-Glucoside		0.346		0692		7/19/2016					
C7	b-Methyl-D-Gactoside		0.367		0692		7/19/2016					
C8	3-Methyl-Glucose		0.31		0692		7/19/2016					
C9	b-Methyl-D-Glucuronic Acid		0.327		0692		7/19/2016					
C10	a-Methyl-D-Mannoside		0.331		0692		7/19/2016					
C11	b-Methyl-D-Xyloside		0.359		0692		7/19/2016					
C12	Palatinose		0.314		0692		7/19/2016					
D1	D-Raffinose		0.257		0692		7/19/2016					
D2	Salicin		0.303		0692		7/19/2016					
D3	Sedoheptulosa		0.334		0692		7/19/2016					
D4	L-Sorbose		0.39		0692		7/19/2016					
D5	Stachyose		0.324		0692		7/19/2016					
D6	D-Tagatose		0.325		0692		7/19/2016					
D7	Turanose		0.338		0692		7/19/2016					
D8	Xylitol		0.364		0692		7/19/2016					
D9	N-Acetyl-D-Glucosaminatol		0.307		0692		7/19/2016					
D10	g-Amino Butyric Acid		0.376		0692		7/19/2016					
D11	d-Amino Valeric Acid		0.302		0692		7/19/2016					
D12	Butyric Acid		0.596		0692		7/19/2016					
E1	Capric Acid		0.382		0692		7/19/2016					
E2	Caproic Acid		0.39		0692		7/19/2016					
E3	Citraconic Acid		0.677		0692		7/19/2016					
E4	Citramalic Acid		0.412		0692		7/19/2016					
E5	D-Glucosamine		0.298		0692		7/19/2016					
E6	2-Hydroxy Benzoic Acid		0.294		0692		7/19/2016					
E7	4-Hydroxy Benzoic Acid		0.309		0692		7/19/2016					
E8	b-Hydroxy Butyric Acid		0.447		0692		7/19/2016					
E9	g-Hydroxy Butyric Acid		0.425		0692		7/19/2016					
E10	a-Keto Valeric Acid		0.476		0692		7/19/2016					
E11	Itaconic Acid		0.525		0692		7/19/2016					
E12	5-Keto-D-Gluconic Acid		0.374		0692		7/19/2016					
F1	D-Lactic Acid Methyl Ester		0.295		0692		7/19/2016					
F2	Malonic Acid		0.382		0692		7/19/2016					
F3	Melibionic Acid		0.17		0692		7/19/2016					
F4	Oxalic Acid		0.286		0692		7/19/2016					
F5	Oxalomalic Acid		0.298		0692		7/19/2016					
F6	Quinic Acid		0.418		0692		7/19/2016					
F7	"D-Ribono-1,4-Lactone"		0.357		0692		7/19/2016					
F8	Sebacic Acid		0.309		0692		7/19/2016					
F9	Sorbic Acid		0.438		0692		7/19/2016					
F10	Succinamic Acid		0.292		0692		7/19/2016					
F11	D-Tartaric Acid		0.447		0692		7/19/2016					
F12	L-Tartaric Acid		0.427		0692		7/19/2016					
G1	Acetamide		0.284		0692		7/19/2016					
G2	L-Alaninamide		0.311		0692		7/19/2016					
G3	N-Acetyl-L-Glutamic Acid		0.368		0692		7/19/2016					
G4	L-Arginine		0.571		0692		7/19/2016					
G5	Glycine		0.418		0692		7/19/2016					
G6	L-Histidine		0.474		0692		7/19/2016					
G7	L-Homoserine		0.2		0692		7/19/2016					
G8	Hydroxy-L-Proline		0.452		0692		7/19/2016					
G9	L-Isoleucine		0.558		0692		7/19/2016					
G10	L-Leucine		0.324		0692		7/19/2016					
G11	L-Lysine		0.494		0692		7/19/2016					
G12	L-Methionine		0.411		0692		7/19/2016					
H1	L-Ornithine		0.511		0692		7/19/2016					
H2	Phenylalanine		0.28		0692		7/19/2016					
H3	L-Pyroglutamic Acid		0.348		0692		7/19/2016					
H4	L-Valine		0.336		0692		7/19/2016					
H5	"D,L-Carnitine"		0.391		0692		7/19/2016					
H6	Sec-Butylamine		0.443		0692		7/19/2016					
H7	"D,L-Octopamine"		0.338		0692		7/19/2016					
H8	Putrescine		0.413		0692		7/19/2016					
H9	Dihydroxy Acetone		0.463		0692		7/19/2016					
H10	"2,3-Butanediol"		0.38		0692		7/19/2016					
H11	"2,3-Butanone"		0.313		0692		7/19/2016					
H12	3-Hydroxy 2-Butanone		0.361		0692		7/19/2016					
A1	Negative Control		0.363		0190		7/19/2016					
A2	L-Arabinose		0.449		0190		7/19/2016					
A3	N-Acetyl-D-Glucosamine		0.242		0190		7/19/2016					
A4	D-Saccharic Acid		0.432		0190		7/19/2016					
A5	Succinic Acid		0.398		0190		7/19/2016					
A6	D-Galactose		0.423		0190		7/19/2016					
A7	L-Aspartic Acid		0.514		0190		7/19/2016					
A8	L-Proline		0.362		0190		7/19/2016					
A9	D-Alanine		0.325		0190		7/19/2016					
A10	D-Trehalose		0.337		0190		7/19/2016					
A11	D-Mannose		0.456		0190		7/19/2016					
A12	Dulcitol		0.303		0190		7/19/2016					
B1	D-Serine		0.297		0190		7/19/2016					
B2	D-Sorbitol		0.379		0190		7/19/2016					
B3	Glycerol		0.322		0190		7/19/2016					
B4	L-Fucose		0.341		0190		7/19/2016					
B5	D-Glucuronic Acid		0.357		0190		7/19/2016					
B6	D-Gluconic Acid		0.483		0190		7/19/2016					
B7	"D,L-a-Glycerol-Phosphate"		0.31		0190		7/19/2016					
B8	D-Xylose		0.562		0190		7/19/2016					
B9	L-Lactic Acid		0.394		0190		7/19/2016					
B10	Formic Acid		0.419		0190		7/19/2016					
B11	D-Mannitol		0.501		0190		7/19/2016					
B12	L-Glutamic Acid		0.418		0190		7/19/2016					
C1	D-Glucose-6-Phosphate		0.492		0190		7/19/2016					
C2	D-Galactonic Acid-g-Lactone		0.472		0190		7/19/2016					
C3	"D,L-Malic Acid"		0.358		0190		7/19/2016					
C4	D-Ribose		0.5		0190		7/19/2016					
C5	Tween 20		0.018		0190		7/19/2016					
C6	L-Rhamnose		0.409		0190		7/19/2016					
C7	D-Fructose		0.389		0190		7/19/2016					
C8	Acetic Acid		0.447		0190		7/19/2016					
C9	a-D-Glucose		0.486		0190		7/19/2016					
C10	Maltose		0.36		0190		7/19/2016					
