Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
G10	Methyl Pyruvate		0.287		4884	PM1	5/3/17
G11	D-Malic Acid		0.498		4884	PM1	5/3/17
G12	L-Malic Acid		0.491		4884	PM1	5/3/17
H1	Glycil-L-Proline		0.345		4884	PM1	5/3/17
H2	p-Hydroxy Phenyl Acetic Acid		0.404		4884	PM1	5/3/17
H3	m-Hydroxy Phenyl Acetic Acid		0.413		4884	PM1	5/3/17
H4	Tyramine		0.443		4884	PM1	5/3/17
H5	D-Psicose		0.442		4884	PM1	5/3/17
H6	L-Lyxose		0.467		4884	PM1	5/3/17
H7	Glucuronamide		0.391		4884	PM1	5/3/17
H8	Pyruvic Acid		0.4		4884	PM1	5/3/17
H9	L-Galactonic Acid-g-Lactone		0.502		4884	PM1	5/3/17
H10	D-Galacturonic Acid		0.493		4884	PM1	5/3/17
H11	Phenylethyl-amine		0.427		4884	PM1	5/3/17
H12	2-Aminoethanol		0.402		4884	PM1	5/3/17
A1	Negative Control		0.348		4884	PM2A	5/3/17
A2	Chondroitin Sulfate C		0.233		4884	PM2A	5/3/17
A3	a-Cyclodextrin		0.529		4884	PM2A	5/3/17
A4	b-Cyclodextrin		0.463		4884	PM2A	5/3/17
A5	g-Cyclodextrin		0.412		4884	PM2A	5/3/17
A6	Dextrin		0.166		4884	PM2A	5/3/17
A7	Gelatin		0.182		4884	PM2A	5/3/17
A8	Glycogen		0.126		4884	PM2A	5/3/17
A9	Inulin		0.412		4884	PM2A	5/3/17
A10	Laminarin		0.368		4884	PM2A	5/3/17
A11	Mannan		0.068		4884	PM2A	5/3/17
A12	Pectin		0.437		4884	PM2A	5/3/17
B1	N-Acetyl-D-Galactosamine		0.387		4884	PM2A	5/3/17
B2	N-Acetyl-Neuraminic Acid		0.36		4884	PM2A	5/3/17
B3	b-D-Allose		0.456		4884	PM2A	5/3/17
B4	Amygdalin		0.293		4884	PM2A	5/3/17
B5	D-Arabinose		0.429		4884	PM2A	5/3/17
B6	D-Arabitol		0.375		4884	PM2A	5/3/17
B7	L-Arabitol		0.404		4884	PM2A	5/3/17
B8	Arbutin		0.402		4884	PM2A	5/3/17
B9	2-Deoxy-D-Ribose		0.42		4884	PM2A	5/3/17
B10	I-Erythritol		0.373		4884	PM2A	5/3/17
B11	D-Fucose		0.405		4884	PM2A	5/3/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.29		4884	PM2A	5/3/17
C1	Gentiobiose		0.365		4884	PM2A	5/3/17
C2	L-Glucose		0.433		4884	PM2A	5/3/17
C3	Lactitol		0.39		4884	PM2A	5/3/17
C4	D-Melezitose		0.388		4884	PM2A	5/3/17
C5	Maltitol		0.409		4884	PM2A	5/3/17
C6	a-Methyl-D-Glucoside		0.364		4884	PM2A	5/3/17
C7	b-Methyl-D-Gactoside		0.374		4884	PM2A	5/3/17
C8	3-Methyl-Glucose		0.349		4884	PM2A	5/3/17
C9	b-Methyl-D-Glucuronic Acid		0.459		4884	PM2A	5/3/17
C10	a-Methyl-D-Mannoside		0.389		4884	PM2A	5/3/17
C11	b-Methyl-D-Xyloside		0.402		4884	PM2A	5/3/17
C12	Palatinose		0.341		4884	PM2A	5/3/17
D1	D-Raffinose		0.357		4884	PM2A	5/3/17
D2	Salicin		0.395		4884	PM2A	5/3/17
D3	Sedoheptulosa		0.348		4884	PM2A	5/3/17
D4	L-Sorbose		0.312		4884	PM2A	5/3/17
D5	Stachyose		0.357		4884	PM2A	5/3/17
D6	D-Tagatose		0.379		4884	PM2A	5/3/17
D7	Turanose		0.343		4884	PM2A	5/3/17
D8	Xylitol		0.376		4884	PM2A	5/3/17
D9	N-Acetyl-D-Glucosaminatol		0.357		4884	PM2A	5/3/17
D10	g-Amino Butyric Acid		0.373		4884	PM2A	5/3/17
D11	d-Amino Valeric Acid		0.349		4884	PM2A	5/3/17
D12	Butyric Acid		0.371		4884	PM2A	5/3/17
E1	Capric Acid		0.324		4884	PM2A	5/3/17
E2	Caproic Acid		0.411		4884	PM2A	5/3/17
E3	Citraconic Acid		0.531		4884	PM2A	5/3/17
E4	Citramalic Acid		0.483		4884	PM2A	5/3/17
E5	D-Glucosamine		0.295		4884	PM2A	5/3/17
E6	2-Hydroxy Benzoic Acid		0.468		4884	PM2A	5/3/17
E7	4-Hydroxy Benzoic Acid		0.368		4884	PM2A	5/3/17
E8	b-Hydroxy Butyric Acid		0.349		4884	PM2A	5/3/17
E9	g-Hydroxy Butyric Acid		0.421		4884	PM2A	5/3/17
E10	a-Keto Valeric Acid		0.42		4884	PM2A	5/3/17
E11	Itaconic Acid		0.459		4884	PM2A	5/3/17
E12	5-Keto-D-Gluconic Acid		0.275		4884	PM2A	5/3/17
F1	D-Lactic Acid Methyl Ester		0.208		4884	PM2A	5/3/17
F2	Malonic Acid		0.424		4884	PM2A	5/3/17
F3	Melibionic Acid		0.263		4884	PM2A	5/3/17
F4	Oxalic Acid		0.371		4884	PM2A	5/3/17
F5	Oxalomalic Acid		0.541		4884	PM2A	5/3/17
F6	Quinic Acid		0.264		4884	PM2A	5/3/17
F7	"D-Ribono-1,4-Lactone"		0.342		4884	PM2A	5/3/17
F8	Sebacic Acid		0.37		4884	PM2A	5/3/17
F9	Sorbic Acid		0.207		4884	PM2A	5/3/17
F10	Succinamic Acid		0.348		4884	PM2A	5/3/17
F11	D-Tartaric Acid		0.501		4884	PM2A	5/3/17
F12	L-Tartaric Acid		0.357		4884	PM2A	5/3/17
G1	Acetamide		0.304		4884	PM2A	5/3/17
G2	L-Alaninamide		0.326		4884	PM2A	5/3/17
G3	N-Acetyl-L-Glutamic Acid		0.395		4884	PM2A	5/3/17
G4	L-Arginine		0.474		4884	PM2A	5/3/17
G5	Glycine		0.433		4884	PM2A	5/3/17
G6	L-Histidine		0.306		4884	PM2A	5/3/17
G7	L-Homoserine		0.369		4884	PM2A	5/3/17
G8	Hydroxy-L-Proline		0.458		4884	PM2A	5/3/17
G9	L-Isoleucine		0.506		4884	PM2A	5/3/17
G10	L-Leucine		0.338		4884	PM2A	5/3/17
G11	L-Lysine		0.435		4884	PM2A	5/3/17
G12	L-Methionine		0.374		4884	PM2A	5/3/17
H1	L-Ornithine		0.461		4884	PM2A	5/3/17
H2	Phenylalanine		0.255		4884	PM2A	5/3/17
H3	L-Pyroglutamic Acid		0.332		4884	PM2A	5/3/17
H4	L-Valine		0.365		4884	PM2A	5/3/17
H5	"D,L-Carnitine"		0.324		4884	PM2A	5/3/17
H6	Sec-Butylamine		0.422		4884	PM2A	5/3/17
H7	"D,L-Octopamine"		0.329		4884	PM2A	5/3/17
H8	Putrescine		0.386		4884	PM2A	5/3/17
H9	Dihydroxy Acetone		0.326		4884	PM2A	5/3/17
H10	"2,3-Butanediol"		0.339		4884	PM2A	5/3/17
H11	"2,3-Butanone"		0.273		4884	PM2A	5/3/17
H12	3-Hydroxy 2-Butanone		0.312		4884	PM2A	5/3/17
A1	Negative Control		0.462		3800	PM1	5/3/17
A2	L-Arabinose		0.583		3800	PM1	5/3/17
A3	N-Acetyl-D-Glucosamine		0.482		3800	PM1	5/3/17
A4	D-Saccharic Acid		0.632		3800	PM1	5/3/17
A5	Succinic Acid		0.516		3800	PM1	5/3/17
A6	D-Galactose		0.595		3800	PM1	5/3/17
A7	L-Aspartic Acid		0.481		3800	PM1	5/3/17
A8	L-Proline		0.453		3800	PM1	5/3/17
A9	D-Alanine		0.443		3800	PM1	5/3/17
A10	D-Trehalose		0.437		3800	PM1	5/3/17
A11	D-Mannose		0.564		3800	PM1	5/3/17
A12	Dulcitol		0.409		3800	PM1	5/3/17
B1	D-Serine		0.257		3800	PM1	5/3/17
B2	D-Sorbitol		0.441		3800	PM1	5/3/17
B3	Glycerol		0.42		3800	PM1	5/3/17
B4	L-Fucose		0.466		3800	PM1	5/3/17
B5	D-Glucuronic Acid		0.472		3800	PM1	5/3/17
B6	D-Gluconic Acid		0.58		3800	PM1	5/3/17
B7	"D,L-a-Glycerol-Phosphate"		0.446		3800	PM1	5/3/17
B8	D-Xylose		0.533		3800	PM1	5/3/17
B9	L-Lactic Acid		0.452		3800	PM1	5/3/17
B10	Formic Acid		0.481		3800	PM1	5/3/17
B11	D-Mannitol		0.59		3800	PM1	5/3/17
B12	L-Glutamic Acid		0.487		3800	PM1	5/3/17
C1	D-Glucose-6-Phosphate		0.515		3800	PM1	5/3/17
C2	D-Galactonic Acid-g-Lactone		0.451		3800	PM1	5/3/17
C3	"D,L-Malic Acid"		0.509		3800	PM1	5/3/17
C4	D-Ribose		0.526		3800	PM1	5/3/17
C5	Tween 20		0.011		3800	PM1	5/3/17
C6	L-Rhamnose		0.473		3800	PM1	5/3/17
C7	D-Fructose		0.475		3800	PM1	5/3/17
C8	Acetic Acid		0.524		3800	PM1	5/3/17
C9	a-D-Glucose		0.538		3800	PM1	5/3/17
C10	Maltose		0.479		3800	PM1	5/3/17
C11	D-Melibiose		0.479		3800	PM1	5/3/17
C12	Thymidine		0.419		3800	PM1	5/3/17
D1	L-Asparagine		0.583		3800	PM1	5/3/17
D2	D-Aspartic Acid		0.342		3800	PM1	5/3/17
D3	D-Glucosaminic Acid		0.462		3800	PM1	5/3/17
D4	"1,2-Propanediol"		0.447		3800	PM1	5/3/17
D5	Tween 40		0.012		3800	PM1	5/3/17
D6	a-Keto-Glutaric Acid		0.414		3800	PM1	5/3/17
D7	a-Keto-Butyric Acid		0.518		3800	PM1	5/3/17
D8	a-Methyl-D-Galactoside		0.436		3800	PM1	5/3/17
D9	a-D-Lactose		0.485		3800	PM1	5/3/17
D10	Lactulose		0.472		3800	PM1	5/3/17
D11	Sucrose		0.457		3800	PM1	5/3/17
D12	Uridine		0.337		3800	PM1	5/3/17
E1	L-Glutamine		0.502		3800	PM1	5/3/17
E2	M-Tartaric Acid		0.585		3800	PM1	5/3/17
E3	D-Glucose-1-Phosphate		0.523		3800	PM1	5/3/17
E4	D-Fructose-6-Phosphate		0.52		3800	PM1	5/3/17
E5	Tween 80		0.01		3800	PM1	5/3/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.406		3800	PM1	5/3/17
E7	a-Hydroxy Butyric Acid		0.576		3800	PM1	5/3/17
E8	b-Methyl-D-Glucoside		0.459		3800	PM1	5/3/17
E9	Adonitol		0.455		3800	PM1	5/3/17
E10	Maltotriose		0.475		3800	PM1	5/3/17
E11	2-Deoxy Adenosine		0.449		3800	PM1	5/3/17
E12	Adenosine		0.262		3800	PM1	5/3/17
F1	Glycil-L-Aspartic Acid		0.494		3800	PM1	5/3/17
F2	Citric Acid		0.74		3800	PM1	5/3/17
F3	M-Inositol		0.506		3800	PM1	5/3/17
F4	D-Threonine		0.555		3800	PM1	5/3/17
F5	Fumaric Acid		0.475		3800	PM1	5/3/17
F6	Bromo Succinic Acid		0.639		3800	PM1	5/3/17
F7	Propionic Acid		0.539		3800	PM1	5/3/17
F8	Mucic Acid		0.333		3800	PM1	5/3/17
F9	Glycolic Acid		0.38		3800	PM1	5/3/17
F10	Glyoxylic Acid		0.609		3800	PM1	5/3/17
F11	D-Cellobiose		0.462		3800	PM1	5/3/17
F12	Inosine		0.342		3800	PM1	5/3/17
G1	Glycil-L-Glutamic Acid		0.436		3800	PM1	5/3/17
G2	Tricarballylic Acid		0.659		3800	PM1	5/3/17
G3	L-Serine		0.598		3800	PM1	5/3/17
G4	L-Threonine		0.485		3800	PM1	5/3/17
G5	L-Alanine		0.331		3800	PM1	5/3/17
G6	L-Alanyl-Glycine		0.445		3800	PM1	5/3/17
G7	Acetoacetic Acid		0.513		3800	PM1	5/3/17
G8	N-Acetyl-b-D-Mannosamine		0.442		3800	PM1	5/3/17
G9	Mono Methyl Succinate		0.528		3800	PM1	5/3/17
G10	Methyl Pyruvate		0.327		3800	PM1	5/3/17
G11	D-Malic Acid		0.56		3800	PM1	5/3/17
G12	L-Malic Acid		0.577		3800	PM1	5/3/17
H1	Glycil-L-Proline		0.445		3800	PM1	5/3/17
H2	p-Hydroxy Phenyl Acetic Acid		0.436		3800	PM1	5/3/17
H3	m-Hydroxy Phenyl Acetic Acid		0.476		3800	PM1	5/3/17
H4	Tyramine		0.471		3800	PM1	5/3/17
H5	D-Psicose		0.447		3800	PM1	5/3/17
H6	L-Lyxose		0.518		3800	PM1	5/3/17
H7	Glucuronamide		0.455		3800	PM1	5/3/17
H8	Pyruvic Acid		0.457		3800	PM1	5/3/17
H9	L-Galactonic Acid-g-Lactone		0.499		3800	PM1	5/3/17
H10	D-Galacturonic Acid		0.511		3800	PM1	5/3/17
H11	Phenylethyl-amine		0.469		3800	PM1	5/3/17
H12	2-Aminoethanol		0.454		3800	PM1	5/3/17
A1	Negative Control		0.452		3800	PM2A	5/3/17
A2	Chondroitin Sulfate C		0.352		3800	PM2A	5/3/17
A3	a-Cyclodextrin		0.703		3800	PM2A	5/3/17
A4	b-Cyclodextrin		0.627		3800	PM2A	5/3/17
A5	g-Cyclodextrin		0.53		3800	PM2A	5/3/17
A6	Dextrin		0.223		3800	PM2A	5/3/17
A7	Gelatin		0.178		3800	PM2A	5/3/17
A8	Glycogen		0.144		3800	PM2A	5/3/17
A9	Inulin		0.48		3800	PM2A	5/3/17
A10	Laminarin		0.492		3800	PM2A	5/3/17
A11	Mannan		0.067		3800	PM2A	5/3/17
A12	Pectin		0.67		3800	PM2A	5/3/17
B1	N-Acetyl-D-Galactosamine		0.481		3800	PM2A	5/3/17
B2	N-Acetyl-Neuraminic Acid		0.484		3800	PM2A	5/3/17
B3	b-D-Allose		0.584		3800	PM2A	5/3/17
B4	Amygdalin		0.402		3800	PM2A	5/3/17
B5	D-Arabinose		0.597		3800	PM2A	5/3/17
B6	D-Arabitol		0.476		3800	PM2A	5/3/17
B7	L-Arabitol		0.499		3800	PM2A	5/3/17
B8	Arbutin		0.504		3800	PM2A	5/3/17
B9	2-Deoxy-D-Ribose		0.478		3800	PM2A	5/3/17
B10	I-Erythritol		0.468		3800	PM2A	5/3/17
B11	D-Fucose		0.489		3800	PM2A	5/3/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.367		3800	PM2A	5/3/17
C1	Gentiobiose		0.535		3800	PM2A	5/3/17
C2	L-Glucose		0.592		3800	PM2A	5/3/17
C3	Lactitol		0.524		3800	PM2A	5/3/17
C4	D-Melezitose		0.506		3800	PM2A	5/3/17
C5	Maltitol		0.516		3800	PM2A	5/3/17
C6	a-Methyl-D-Glucoside		0.508		3800	PM2A	5/3/17
C7	b-Methyl-D-Gactoside		0.482		3800	PM2A	5/3/17
C8	3-Methyl-Glucose		0.488		3800	PM2A	5/3/17
C9	b-Methyl-D-Glucuronic Acid		0.536		3800	PM2A	5/3/17
C10	a-Methyl-D-Mannoside		0.465		3800	PM2A	5/3/17
C11	b-Methyl-D-Xyloside		0.472		3800	PM2A	5/3/17
C12	Palatinose		0.464		3800	PM2A	5/3/17
D1	D-Raffinose		0.513		3800	PM2A	5/3/17
D2	Salicin		0.494		3800	PM2A	5/3/17
D3	Sedoheptulosa		0.426		3800	PM2A	5/3/17
D4	L-Sorbose		0.521		3800	PM2A	5/3/17
D5	Stachyose		0.496		3800	PM2A	5/3/17
D6	D-Tagatose		0.533		3800	PM2A	5/3/17
D7	Turanose		0.482		3800	PM2A	5/3/17
D8	Xylitol		0.489		3800	PM2A	5/3/17
D9	N-Acetyl-D-Glucosaminatol		0.481		3800	PM2A	5/3/17
D10	g-Amino Butyric Acid		0.397		3800	PM2A	5/3/17
D11	d-Amino Valeric Acid		0.487		3800	PM2A	5/3/17
D12	Butyric Acid		0.522		3800	PM2A	5/3/17
E1	Capric Acid		0.355		3800	PM2A	5/3/17
E2	Caproic Acid		0.51		3800	PM2A	5/3/17
E3	Citraconic Acid		0.679		3800	PM2A	5/3/17
E4	Citramalic Acid		0.591		3800	PM2A	5/3/17
E5	D-Glucosamine		0.457		3800	PM2A	5/3/17
E6	2-Hydroxy Benzoic Acid		0.61		3800	PM2A	5/3/17
E7	4-Hydroxy Benzoic Acid		0.556		3800	PM2A	5/3/17
E8	b-Hydroxy Butyric Acid		0.543		3800	PM2A	5/3/17
E9	g-Hydroxy Butyric Acid		0.491		3800	PM2A	5/3/17
E10	a-Keto Valeric Acid		0.57		3800	PM2A	5/3/17
E11	Itaconic Acid		0.591		3800	PM2A	5/3/17
E12	5-Keto-D-Gluconic Acid		0.451		3800	PM2A	5/3/17
F1	D-Lactic Acid Methyl Ester		0.399		3800	PM2A	5/3/17
F2	Malonic Acid		0.63		3800	PM2A	5/3/17
F3	Melibionic Acid		0.379		3800	PM2A	5/3/17
F4	Oxalic Acid		0.55		3800	PM2A	5/3/17
F5	Oxalomalic Acid		0.739		3800	PM2A	5/3/17
F6	Quinic Acid		0.489		3800	PM2A	5/3/17
F7	"D-Ribono-1,4-Lactone"		0.48		3800	PM2A	5/3/17
F8	Sebacic Acid		0.562		3800	PM2A	5/3/17
F9	Sorbic Acid		0.264		3800	PM2A	5/3/17
F10	Succinamic Acid		0.512		3800	PM2A	5/3/17
F11	D-Tartaric Acid		0.704		3800	PM2A	5/3/17
F12	L-Tartaric Acid		0.47		3800	PM2A	5/3/17
G1	Acetamide		0.51		3800	PM2A	5/3/17
G2	L-Alaninamide		0.528		3800	PM2A	5/3/17
G3	N-Acetyl-L-Glutamic Acid		0.587		3800	PM2A	5/3/17
G4	L-Arginine		0.644		3800	PM2A	5/3/17
G5	Glycine		0.625		3800	PM2A	5/3/17
G6	L-Histidine		0.425		3800	PM2A	5/3/17
G7	L-Homoserine		0.315		3800	PM2A	5/3/17
G8	Hydroxy-L-Proline		0.643		3800	PM2A	5/3/17
G9	L-Isoleucine		0.668		3800	PM2A	5/3/17
G10	L-Leucine		0.515		3800	PM2A	5/3/17
G11	L-Lysine		0.568		3800	PM2A	5/3/17
G12	L-Methionine		0.503		3800	PM2A	5/3/17
H1	L-Ornithine		0.605		3800	PM2A	5/3/17
H2	Phenylalanine		0.432		3800	PM2A	5/3/17
H3	L-Pyroglutamic Acid		0.469		3800	PM2A	5/3/17
H4	L-Valine		0.551		3800	PM2A	5/3/17
H5	"D,L-Carnitine"		0.503		3800	PM2A	5/3/17
H6	Sec-Butylamine		0.571		3800	PM2A	5/3/17
H7	"D,L-Octopamine"		0.456		3800	PM2A	5/3/17
H8	Putrescine		0.467		3800	PM2A	5/3/17
H9	Dihydroxy Acetone		0.352		3800	PM2A	5/3/17
H10	"2,3-Butanediol"		0.491		3800	PM2A	5/3/17
H11	"2,3-Butanone"		0.387		3800	PM2A	5/3/17
H12	3-Hydroxy 2-Butanone		0.445		3800	PM2A	5/3/17
A1	Negative Control		0.553		4552	PM1	5/3/17
A2	L-Arabinose		0.671		4552	PM1	5/3/17
A3	N-Acetyl-D-Glucosamine		0.521		4552	PM1	5/3/17
A4	D-Saccharic Acid		0.67		4552	PM1	5/3/17
A5	Succinic Acid		0.631		4552	PM1	5/3/17
A6	D-Galactose		0.613		4552	PM1	5/3/17
A7	L-Aspartic Acid		0.609		4552	PM1	5/3/17
A8	L-Proline		0.502		4552	PM1	5/3/17
A9	D-Alanine		0.537		4552	PM1	5/3/17
A10	D-Trehalose		0.537		4552	PM1	5/3/17
A11	D-Mannose		0.588		4552	PM1	5/3/17
A12	Dulcitol		0.447		4552	PM1	5/3/17
B1	D-Serine		0.255		4552	PM1	5/3/17
B2	D-Sorbitol		0.535		4552	PM1	5/3/17
B3	Glycerol		0.518		4552	PM1	5/3/17
B4	L-Fucose		0.548		4552	PM1	5/3/17
B5	D-Glucuronic Acid		0.597		4552	PM1	5/3/17
B6	D-Gluconic Acid		0.734		4552	PM1	5/3/17
B7	"D,L-a-Glycerol-Phosphate"		0.547		4552	PM1	5/3/17
B8	D-Xylose		0.56		4552	PM1	5/3/17
B9	L-Lactic Acid		0.641		4552	PM1	5/3/17
B10	Formic Acid		0.612		4552	PM1	5/3/17
B11	D-Mannitol		0.711		4552	PM1	5/3/17
B12	L-Glutamic Acid		0.562		4552	PM1	5/3/17
C1	D-Glucose-6-Phosphate		0.592		4552	PM1	5/3/17
C2	D-Galactonic Acid-g-Lactone		0.595		4552	PM1	5/3/17
C3	"D,L-Malic Acid"		0.69		4552	PM1	5/3/17
C4	D-Ribose		0.611		4552	PM1	5/3/17
C5	Tween 20		0.018		4552	PM1	5/3/17
C6	L-Rhamnose		0.534		4552	PM1	5/3/17
C7	D-Fructose		0.523		4552	PM1	5/3/17
C8	Acetic Acid		0.624		4552	PM1	5/3/17
C9	a-D-Glucose		0.59		4552	PM1	5/3/17
C10	Maltose		0.509		4552	PM1	5/3/17
C11	D-Melibiose		0.539		4552	PM1	5/3/17
C12	Thymidine		0.48		4552	PM1	5/3/17
D1	L-Asparagine		0.61		4552	PM1	5/3/17
D2	D-Aspartic Acid		0.345		4552	PM1	5/3/17
D3	D-Glucosaminic Acid		0.547		4552	PM1	5/3/17
D4	"1,2-Propanediol"		0.49		4552	PM1	5/3/17
D5	Tween 40		0.024		4552	PM1	5/3/17
D6	a-Keto-Glutaric Acid		0.454		4552	PM1	5/3/17
D7	a-Keto-Butyric Acid		0.585		4552	PM1	5/3/17
D8	a-Methyl-D-Galactoside		0.491		4552	PM1	5/3/17
D9	a-D-Lactose		0.507		4552	PM1	5/3/17
D10	Lactulose		0.507		4552	PM1	5/3/17
D11	Sucrose		0.524		4552	PM1	5/3/17
D12	Uridine		0.408		4552	PM1	5/3/17
E1	L-Glutamine		0.519		4552	PM1	5/3/17
E2	M-Tartaric Acid		0.652		4552	PM1	5/3/17
E3	D-Glucose-1-Phosphate		0.527		4552	PM1	5/3/17
E4	D-Fructose-6-Phosphate		0.557		4552	PM1	5/3/17
E5	Tween 80		0.017		4552	PM1	5/3/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.521		4552	PM1	5/3/17
E7	a-Hydroxy Butyric Acid		0.712		4552	PM1	5/3/17
E8	b-Methyl-D-Glucoside		0.514		4552	PM1	5/3/17
E9	Adonitol		0.539		4552	PM1	5/3/17
E10	Maltotriose		0.531		4552	PM1	5/3/17
E11	2-Deoxy Adenosine		0.492		4552	PM1	5/3/17
E12	Adenosine		0.364		4552	PM1	5/3/17
F1	Glycil-L-Aspartic Acid		0.515		4552	PM1	5/3/17
F2	Citric Acid		0.86		4552	PM1	5/3/17
F3	M-Inositol		0.542		4552	PM1	5/3/17
F4	D-Threonine		0.575		4552	PM1	5/3/17
F5	Fumaric Acid		0.603		4552	PM1	5/3/17
F6	Bromo Succinic Acid		0.748		4552	PM1	5/3/17
F7	Propionic Acid		0.691		4552	PM1	5/3/17
F8	Mucic Acid		0.38		4552	PM1	5/3/17
F9	Glycolic Acid		0.489		4552	PM1	5/3/17
F10	Glyoxylic Acid		0.705		4552	PM1	5/3/17
F11	D-Cellobiose		0.511		4552	PM1	5/3/17
F12	Inosine		0.448		4552	PM1	5/3/17
G1	Glycil-L-Glutamic Acid		0.497		4552	PM1	5/3/17
G2	Tricarballylic Acid		0.721		4552	PM1	5/3/17
G3	L-Serine		0.57		4552	PM1	5/3/17
G4	L-Threonine		0.584		4552	PM1	5/3/17
G5	L-Alanine		0.472		4552	PM1	5/3/17
G6	L-Alanyl-Glycine		0.463		4552	PM1	5/3/17
G7	Acetoacetic Acid		0.57		4552	PM1	5/3/17
G8	N-Acetyl-b-D-Mannosamine		0.513		4552	PM1	5/3/17
G9	Mono Methyl Succinate		0.636		4552	PM1	5/3/17
G10	Methyl Pyruvate		0.387		4552	PM1	5/3/17
G11	D-Malic Acid		0.637		4552	PM1	5/3/17
G12	L-Malic Acid		0.677		4552	PM1	5/3/17
H1	Glycil-L-Proline		0.482		4552	PM1	5/3/17
H2	p-Hydroxy Phenyl Acetic Acid		0.536		4552	PM1	5/3/17
H3	m-Hydroxy Phenyl Acetic Acid		0.539		4552	PM1	5/3/17
H4	Tyramine		0.587		4552	PM1	5/3/17
H5	D-Psicose		0.528		4552	PM1	5/3/17
H6	L-Lyxose		0.531		4552	PM1	5/3/17
H7	Glucuronamide		0.496		4552	PM1	5/3/17
H8	Pyruvic Acid		0.46		4552	PM1	5/3/17
H9	L-Galactonic Acid-g-Lactone		0.608		4552	PM1	5/3/17
H10	D-Galacturonic Acid		0.575		4552	PM1	5/3/17
H11	Phenylethyl-amine		0.503		4552	PM1	5/3/17
H12	2-Aminoethanol		0.565		4552	PM1	5/3/17
A1	Negative Control		0.52		4552	PM2A	5/3/17
A2	Chondroitin Sulfate C		0.445		4552	PM2A	5/3/17
A3	a-Cyclodextrin		0.812		4552	PM2A	5/3/17
A4	b-Cyclodextrin		0.696		4552	PM2A	5/3/17
A5	g-Cyclodextrin		0.565		4552	PM2A	5/3/17
A6	Dextrin		0.254		4552	PM2A	5/3/17
A7	Gelatin		0.2		4552	PM2A	5/3/17
A8	Glycogen		0.172		4552	PM2A	5/3/17
A9	Inulin		0.521		4552	PM2A	5/3/17
A10	Laminarin		0.596		4552	PM2A	5/3/17
A11	Mannan		0.082		4552	PM2A	5/3/17
A12	Pectin		0.5		4552	PM2A	5/3/17
B1	N-Acetyl-D-Galactosamine		0.567		4552	PM2A	5/3/17
B2	N-Acetyl-Neuraminic Acid		0.579		4552	PM2A	5/3/17
B3	b-D-Allose		0.615		4552	PM2A	5/3/17
B4	Amygdalin		0.414		4552	PM2A	5/3/17
B5	D-Arabinose		0.612		4552	PM2A	5/3/17
B6	D-Arabitol		0.531		4552	PM2A	5/3/17
B7	L-Arabitol		0.535		4552	PM2A	5/3/17
B8	Arbutin		0.555		4552	PM2A	5/3/17
B9	2-Deoxy-D-Ribose		0.504		4552	PM2A	5/3/17
B10	I-Erythritol		0.552		4552	PM2A	5/3/17
B11	D-Fucose		0.526		4552	PM2A	5/3/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.408		4552	PM2A	5/3/17
C1	Gentiobiose		0.602		4552	PM2A	5/3/17
C2	L-Glucose		0.641		4552	PM2A	5/3/17
C3	Lactitol		0.566		4552	PM2A	5/3/17
C4	D-Melezitose		0.54		4552	PM2A	5/3/17
C5	Maltitol		0.561		4552	PM2A	5/3/17
C6	a-Methyl-D-Glucoside		0.539		4552	PM2A	5/3/17
C7	b-Methyl-D-Gactoside		0.522		4552	PM2A	5/3/17
C8	3-Methyl-Glucose		0.494		4552	PM2A	5/3/17
C9	b-Methyl-D-Glucuronic Acid		0.562		4552	PM2A	5/3/17
C10	a-Methyl-D-Mannoside		0.537		4552	PM2A	5/3/17
C11	b-Methyl-D-Xyloside		0.524		4552	PM2A	5/3/17
C12	Palatinose		0.461		4552	PM2A	5/3/17
D1	D-Raffinose		0.556		4552	PM2A	5/3/17
D2	Salicin		0.556		4552	PM2A	5/3/17
D3	Sedoheptulosa		0.554		4552	PM2A	5/3/17
D4	L-Sorbose		0.543		4552	PM2A	5/3/17
D5	Stachyose		0.545		4552	PM2A	5/3/17
D6	D-Tagatose		0.577		4552	PM2A	5/3/17
D7	Turanose		0.517		4552	PM2A	5/3/17
D8	Xylitol		0.536		4552	PM2A	5/3/17
D9	N-Acetyl-D-Glucosaminatol		0.486		4552	PM2A	5/3/17
D10	g-Amino Butyric Acid		0.6		4552	PM2A	5/3/17
D11	d-Amino Valeric Acid		0.535		4552	PM2A	5/3/17
D12	Butyric Acid		0.572		4552	PM2A	5/3/17
E1	Capric Acid		0.451		4552	PM2A	5/3/17
E2	Caproic Acid		0.577		4552	PM2A	5/3/17
E3	Citraconic Acid		0.77		4552	PM2A	5/3/17
E4	Citramalic Acid		0.645		4552	PM2A	5/3/17
E5	D-Glucosamine		0.489		4552	PM2A	5/3/17
E6	2-Hydroxy Benzoic Acid		0.733		4552	PM2A	5/3/17
E7	4-Hydroxy Benzoic Acid		0.54		4552	PM2A	5/3/17
